node,dir_0,dir_1,dir_2,dir_3,dir_4,dir_5,dir_6,dir_7,dir_8,dir_9,dir_10,dir_11,dir_12,dir_13,dir_14,dir_15,dir_16,dir_17,dir_18,dir_19,dir_20,dir_21,dir_22,dir_23,dir_24,dir_25,dir_26,dir_27,dir_28,total
73,40906,27212,43293,44793,14386,73466,46396,58430,42658,47058,96615,10345,102527,75624,50892,56038,67821,34916,75090,129320,111425,58762,54972,61027,59605,123841,144886,49004,23350,1824658
74,66688,23866,27034,49983,91934,43378,59136,50879,58765,22044,95798,87403,55371,70640,39782,68542,94090,69942,64601,99533,108514,64562,30482,49428,21445,111540,142132,88184,36821,1892517
75,75206,61669,83320,84832,16446,23383,58033,86416,63423,29952,206560,39796,31428,102514,112594,45008,59279,16652,25754,66192,102497,58960,59377,131801,83671,127368,81679,59097,24276,2017183
76,83405,71613,111016,69221,59792,111134,122566,56613,73543,84758,62783,80089,61346,34788,30499,70054,61895,85742,54830,27496,83953,41302,50679,55786,39844,50319,39108,44490,66180,1884844
77,160940,54728,82339,129952,127242,139786,92972,113387,104239,69213,56265,42039,18930,96577,53056,37621,75013,102283,28561,35389,30024,41008,40204,55277,22544,164300,90599,116726,104838,2286052
78,62211,117484,58503,49997,102539,54006,69958,30064,64664,51190,22410,56042,47646,73838,119412,38393,47406,50513,47836,64670,33330,35853,35471,56472,41553,4186,53709,68385,34391,1592132
79,75653,38337,133224,65400,26436,50966,77474,46847,42269,134545,15732,9310,65629,48647,78034,50076,51991,48409,99129,37924,33278,41597,28954,98127,58503,20754,37434,55600,69787,1640066
80,73270,38557,65864,83450,44881,88105,96363,52630,68649,75971,42752,54517,13985,94704,43148,23831,56460,29654,74812,58897,37827,174121,3,71857,89741,26709,42172,15033,65867,1703830
81,55073,116192,41056,38493,114609,145915,147935,129102,116330,132066,141421,100636,17985,30875,62039,70264,53586,65106,89891,81426,88744,50000,14454,43295,90544,64828,89583,27462,90185,2309095
82,49732,54476,43190,12675,163462,69933,102818,91299,76170,169664,158203,60397,71818,50604,72427,70793,61662,42893,54879,80258,59278,54638,36667,32203,64011,57465,37415,39776,50147,1988953
