node,dir_0,dir_1,dir_2,dir_3,dir_4,dir_5,dir_6,dir_7,dir_8,dir_9,dir_10,dir_11,dir_12,dir_13,dir_14,dir_15,dir_16,dir_17,dir_18,total
31,20,11,22,10,3,0,0,0,4,10,0,6,6,4,5,10,0,0,0,111
32,19,11,25,59,45,13,6,4,20,56,0,50,16,34,4,4,3,30,21,420
33,6,1,128,41,26,99,3,15,3,13,17,2,84,6,42,23,0,25,57,591
34,0,1,141,84,25,53,0,23,0,11,0,95,0,52,0,18,13,6,66,588
35,30,4,37,88,48,122,10,5,7,2,0,12,47,0,73,8,80,0,4,577
36,34,7,69,25,6,23,30,4,0,12,10,0,0,85,15,42,10,104,8,484
37,10,6,5,53,22,44,0,2,5,79,7,18,21,0,47,27,139,10,84,579
38,75,3,7,10,6,143,47,4,2,17,10,9,69,7,10,6,0,79,1,505
39,2,16,0,7,26,10,0,10,2,19,4,0,11,0,10,23,8,3,7,158
40,5,8,0,7,11,21,0,9,10,14,6,1,0,6,2,3,16,8,0,127
41,0,8,0,8,3,8,0,3,0,61,11,10,23,51,25,19,6,4,6,246
42,0,24,2,0,10,17,0,38,14,7,3,0,0,2,11,0,23,15,13,179
43,7,0,18,0,3,7,0,0,10,0,7,5,9,33,47,18,5,29,35,233
44,19,1,0,0,0,4,0,3,30,12,7,10,12,7,0,2,4,3,7,121
45,20,14,4,9,28,17,0,15,10,4,1,0,7,0,107,24,62,21,36,379
46,3,10,17,2,0,0,6,0,0,12,20,10,10,4,6,9,7,4,27,147
47,0,4,1,15,10,5,12,13,0,21,5,13,0,85,23,6,28,106,0,347
48,3,5,4,0,0,13,2,15,11,74,70,125,10,82,38,3,24,0,75,554
49,0,13,66,2,126,6,4,7,2,10,13,10,16,44,81,0,45,66,44,555
50,10,2,2,0,2,16,10,19,3,7,9,12,28,10,49,1,0,3,0,183
51,23,0,13,31,65,11,6,17,3,5,0,0,0,7,67,77,2,46,21,394
52,11,2,17,0,10,0,0,0,21,0,13,15,4,0,1,15,14,6,8,137
53,5,11,3,0,0,8,18,11,3,9,7,0,17,17,11,1,3,1,6,131
54,0,0,125,13,34,57,0,20,0,17,22,0,20,27,10,53,10,27,7,442
55,0,4,3,0,14,4,0,4,0,21,20,43,3,8,6,2,17,5,12,166
56,40,4,0,17,0,1,4,48,0,4,6,10,5,14,0,1,4,4,7,169
57,9,39,4,20,52,2,10,0,0,30,4,16,0,18,81,10,78,10,53,436
58,9,5,5,9,5,30,3,9,10,0,10,11,4,14,0,17,0,0,14,155
59,0,3,0,0,0,3,0,0,11,15,23,10,15,0,10,13,6,18,0,127
60,17,73,2,56,39,48,12,0,0,10,0,11,21,2,5,64,7,123,6,496
61,12,0,27,12,5,30,20,14,3,3,10,37,10,60,5,6,0,5,61,320
62,0,0,0,3,18,0,0,13,20,4,0,0,21,0,20,24,0,16,13,152
63,0,34,11,90,18,23,10,18,0,7,0,16,31,1,6,3,17,3,33,321
64,0,37,13,3,18,42,12,3,9,41,0,0,0,0,151,6,42,0,7,384
65,3,5,14,0,0,22,10,6,0,4,4,14,10,0,18,13,6,10,19,158
66,0,0,0,0,6,8,3,11,9,3,10,0,2,0,0,12,0,2,0,66
67,20,0,3,119,6,12,10,8,10,40,0,0,14,20,4,15,8,9,30,328
68,7,22,9,25,27,180,0,13,20,4,0,8,12,26,20,61,2,0,45,481
69,19,22,0,24,5,0,0,3,0,2,10,13,32,3,10,28,10,0,9,190
70,15,0,10,4,11,0,15,67,0,0,0,1,0,20,11,13,10,2,0,179
71,34,12,6,15,10,112,0,0,20,6,52,1,23,0,10,72,0,49,0,422
72,116,15,62,20,13,71,0,13,0,26,0,0,10,0,27,10,83,23,3,492
73,7,4,20,4,0,5,4,4,0,57,6,26,7,52,3,10,34,10,55,308
74,5,13,14,26,15,0,3,10,10,0,9,1,15,34,5,4,5,1,5,175
75,9,3,32,67,0,35,10,13,0,34,2,10,65,72,6,10,95,6,6,475
76,0,58,57,1,8,8,0,3,0,0,3,23,0,72,3,107,0,63,0,406
77,1,9,68,105,0,58,7,3,6,0,0,0,27,0,7,10,9,5,18,333
78,24,0,25,10,21,17,0,4,4,0,0,0,17,3,4,3,10,21,8,171
79,15,1,15,7,5,5,6,17,4,5,5,7,4,0,0,15,0,10,23,144
80,19,0,57,11,0,13,0,0,0,2,24,0,0,25,60,60,0,11,10,292
81,4,7,13,0,4,1,5,10,0,0,0,0,0,0,13,3,0,3,0,63
82,4,0,20,89,59,14,0,13,15,13,10,0,6,32,36,0,84,64,21,480
83,2,0,11,10,2,69,0,18,11,33,15,18,41,43,4,12,28,7,1,325
84,20,1,20,6,11,10,4,71,5,5,8,13,0,10,4,0,10,0,3,201
85,0,9,15,18,25,0,16,10,0,6,0,11,40,0,74,74,66,0,80,444
86,13,4,3,4,20,0,0,4,0,0,21,5,10,19,7,1,0,0,3,114
87,2,2,3,1,13,83,17,9,10,10,0,0,20,0,89,22,0,154,8,443
88,3,0,4,3,16,5,0,0,0,16,0,8,28,94,26,0,42,0,23,268
89,11,2,3,0,1,11,5,12,3,0,10,3,10,0,4,10,20,8,15,128
90,15,115,0,1,78,1,23,23,0,0,7,7,47,50,0,44,91,56,20,578
91,7,14,3,8,0,24,0,5,13,15,0,41,10,0,0,0,0,0,10,150
92,28,0,0,1,27,18,24,4,10,0,8,7,0,0,9,3,0,0,9,148
93,0,51,10,33,24,1,0,13,10,0,0,2,3,43,80,18,60,38,41,427
94,0,66,14,6,18,4,10,0,0,7,0,4,19,16,34,41,94,10,42,385
95,0,3,1,11,18,15,0,13,2,15,0,2,1,9,12,0,47,34,0,183
96,3,3,13,4,3,10,0,11,10,15,0,23,10,0,0,0,10,7,3,125
97,0,5,3,8,10,1,0,3,0,19,17,0,20,1,0,10,7,1,16,121
98,10,10,4,0,0,0,6,89,0,3,0,12,0,2,0,0,19,10,0,165
99,13,0,13,6,0,0,20,0,0,21,0,23,4,4,108,17,10,53,28,320
100,11,13,10,37,26,13,0,42,0,0,0,10,21,53,5,40,95,60,7,443
101,1,0,0,19,25,21,6,10,0,0,0,0,10,27,45,60,18,61,1,304
102,10,5,16,10,13,7,0,0,20,0,10,57,28,21,0,10,1,23,17,248
103,4,0,30,18,7,18,23,4,0,18,19,26,11,26,14,3,0,10,9,240
104,2,23,23,22,12,78,10,10,10,0,10,0,11,31,47,5,74,59,20,447
105,33,12,14,24,3,12,4,0,10,6,4,0,30,9,12,16,16,0,12,217
106,23,15,17,11,8,11,0,3,6,14,3,7,10,10,0,8,0,5,13,164
107,23,20,45,17,95,15,6,13,0,32,93,31,0,18,86,0,26,9,0,529
108,9,0,2,5,16,3,0,8,0,16,10,5,14,11,0,22,24,50,3,198
109,16,0,7,34,15,0,0,0,20,0,44,0,5,27,6,29,10,51,13,277
110,7,3,120,74,4,17,20,3,23,0,2,10,34,20,18,61,39,29,7,491
111,10,7,81,13,10,17,25,24,14,11,13,0,0,4,15,23,6,148,17,438
112,0,26,0,5,0,0,10,61,20,0,6,0,22,36,6,2,16,0,10,220
113,10,22,0,29,0,4,20,0,4,18,20,2,0,14,12,0,11,14,11,191
114,12,26,15,11,10,1,10,4,0,20,6,3,13,3,14,23,10,0,0,181
115,6,4,11,10,0,3,6,1,0,114,0,15,0,16,97,23,23,63,6,398
116,65,0,0,3,0,32,23,20,0,13,10,0,0,0,27,48,75,0,43,359
117,10,10,23,13,10,2,0,0,10,3,12,4,0,16,22,11,15,0,22,183
118,0,13,19,0,0,14,11,3,0,3,2,0,11,0,0,4,10,0,10,100
119,10,45,4,16,10,0,0,3,0,20,0,11,45,14,41,9,0,0,20,248
120,0,59,11,91,2,8,10,3,0,0,0,0,10,52,5,34,21,94,37,437
121,0,6,1,11,5,8,0,3,13,0,3,7,5,0,10,0,10,0,4,86
122,0,15,1,14,10,17,0,4,0,4,6,10,1,16,10,0,17,12,11,148
123,7,60,0,38,4,10,0,6,0,34,9,0,15,0,78,28,0,37,46,372
124,49,1,6,0,0,16,10,6,0,26,22,59,0,19,57,1,10,0,5,287
125,0,0,14,0,5,20,1,6,1,0,6,10,142,0,24,11,88,10,64,402
126,0,0,1,3,10,0,0,49,13,22,9,33,13,0,0,0,25,0,10,188
127,2,17,2,0,20,0,4,28,0,0,1,2,5,10,10,5,0,20,3,129
128,0,6,10,12,1,8,0,3,0,0,4,20,9,24,86,0,82,31,37,333
129,5,4,5,9,4,0,11,10,4,16,4,6,25,3,4,0,10,3,0,123
130,0,22,79,17,13,16,10,0,10,1,71,20,0,0,41,12,37,17,22,388
131,15,0,20,0,25,15,7,6,11,13,0,0,8,9,23,0,10,0,9,171
132,10,4,1,4,2,0,0,11,0,13,0,0,0,8,27,9,2,0,3,94
133,8,0,1,4,3,18,0,3,0,10,0,7,54,0,11,0,11,3,21,154
134,82,11,3,44,5,61,0,3,10,22,0,3,30,28,0,32,0,111,10,455
135,1,8,19,13,54,73,0,3,0,20,0,35,0,23,5,10,24,32,78,398
136,19,4,21,10,0,14,4,4,9,0,5,15,0,7,4,0,0,0,18,134
137,0,10,8,9,4,6,0,10,0,10,10,0,11,26,7,13,0,4,13,141
138,82,33,24,71,9,23,0,4,10,3,9,10,27,10,35,0,99,0,20,469
139,46,54,3,68,10,13,9,8,5,36,0,10,7,2,9,94,5,61,3,443
140,4,12,16,0,5,3,10,68,0,0,2,10,3,0,0,10,0,10,10,163
141,3,7,1,10,1,0,0,8,0,7,0,0,5,8,13,7,0,10,9,89
142,13,1,4,46,1,1,8,3,2,0,10,131,0,34,30,19,0,0,14,317
143,29,33,29,53,42,13,0,7,0,60,1,10,6,31,0,23,0,71,7,415
144,4,14,12,0,8,4,8,9,16,0,7,0,23,0,8,13,10,18,3,157
145,0,10,11,3,3,20,3,10,0,0,23,3,14,10,0,4,6,3,24,147
146,76,11,22,93,82,10,0,4,0,10,0,0,68,20,10,0,65,4,10,485
147,33,1,56,10,76,23,0,13,15,13,48,0,1,27,23,0,83,0,92,514
148,2,16,9,0,5,13,0,3,1,11,10,38,15,0,0,5,23,10,0,161
149,2,16,14,11,234,52,0,3,0,3,11,3,12,24,0,49,0,10,71,515
150,8,111,1,3,76,13,4,0,0,36,0,1,16,10,0,95,0,15,20,409
151,4,10,0,2,16,3,0,10,9,0,18,12,0,1,3,0,0,4,4,96
152,52,2,84,7,30,135,43,4,0,2,17,2,64,20,17,0,0,67,27,573
153,37,1,66,42,18,12,0,29,10,6,15,12,10,2,30,10,48,11,94,453
154,9,10,0,0,10,10,15,45,10,10,10,5,5,2,5,7,0,17,10,180
155,12,3,12,0,48,3,40,8,10,27,16,119,6,20,10,12,52,29,31,458
156,13,20,4,51,9,18,0,0,16,5,0,0,25,78,38,10,18,15,13,333
157,12,4,0,3,5,14,2,12,20,0,3,10,14,0,0,10,7,3,11,130
158,12,6,9,0,11,23,0,0,10,12,10,11,5,36,7,14,6,0,16,188
159,56,2,11,3,58,5,4,18,10,20,0,0,0,0,58,26,10,85,19,385
160,14,9,0,8,3,10,0,3,10,20,12,5,5,10,8,36,1,0,0,154
161,19,1,2,12,10,19,0,16,0,20,0,0,10,12,21,0,180,61,36,419
162,2,1,0,11,14,6,0,3,20,20,31,28,3,4,11,16,0,0,0,170
163,23,0,11,5,8,17,0,8,0,0,0,22,36,0,16,54,3,98,14,315
164,5,1,7,8,0,3,20,0,2,0,17,0,18,8,0,6,5,0,28,128
165,60,28,0,10,20,13,10,10,0,3,9,11,43,0,103,10,41,9,15,395
166,0,7,3,0,13,3,2,3,3,7,4,10,0,0,0,0,0,0,6,61
167,5,3,3,7,9,4,0,7,0,10,10,0,0,4,21,13,0,29,17,142
168,0,10,10,1,22,0,14,45,2,11,27,10,12,0,5,63,0,0,0,232
169,0,0,10,0,0,10,0,10,0,10,0,0,0,10,0,0,0,0,10,60
170,136,20,20,5,2,10,0,9,5,3,7,0,20,1,7,0,3,1,11,260
171,24,15,13,0,0,0,0,20,5,0,0,10,0,0,20,4,10,0,3,124
172,8,17,6,3,0,0,0,0,0,0,0,0,0,5,0,9,0,8,3,59
173,11,0,0,0,3,10,30,0,0,14,10,0,0,0,3,8,2,0,6,97
174,10,4,0,0,0,3,0,10,0,0,0,0,22,0,0,8,0,0,0,57
175,0,14,4,20,10,16,24,16,0,0,10,3,0,0,18,11,15,0,9,170
176,0,7,6,5,5,0,0,3,0,0,0,16,0,0,17,0,4,5,19,87
177,10,10,16,14,2,11,10,30,2,0,0,14,0,0,6,10,20,0,4,159
178,14,16,10,0,0,0,0,0,0,2,0,10,10,4,10,10,0,0,0,86
179,0,6,0,3,0,0,11,0,0,10,1,1,0,0,0,2,0,0,10,44
180,3,0,0,5,13,0,10,25,0,6,0,14,0,10,3,0,0,3,2,94
181,125,15,0,6,4,11,4,7,3,9,10,14,10,12,0,10,0,12,5,257
182,770,62,2,2,3,5,13,7,0,4,0,1,5,3,131,120,0,3,9,1140
183,8,0,10,0,4,0,0,10,0,10,7,0,10,5,9,6,0,8,20,107
184,9,0,0,12,18,6,10,20,25,1,16,6,15,33,8,1,14,1,9,204
185,11,0,15,0,6,9,0,0,22,0,20,12,1,0,3,6,4,0,8,117
186,10,6,6,3,0,14,3,0,10,10,0,0,4,4,10,2,0,0,0,82
187,27,6,3,35,26,4,0,2,0,7,25,0,28,62,5,17,3,2,5,257
188,30,16,28,41,30,2,3,0,0,18,16,0,37,51,7,0,6,7,3,295
189,3,11,16,10,0,6,1,9,7,7,4,0,0,58,5,5,11,0,3,156
190,31,12,14,0,10,10,7,10,13,0,12,4,4,54,0,8,2,8,8,207
191,10,0,0,0,0,8,0,0,0,0,0,0,0,8,2,1,0,2,0,31
192,24,2,0,0,6,0,4,0,3,13,10,8,0,17,12,0,10,0,11,120
193,21,0,10,0,11,7,0,1,3,2,0,0,10,34,5,0,2,1,0,107
194,88,0,0,0,0,6,10,0,2,0,3,10,0,11,4,3,0,0,0,137
195,10,10,10,0,0,0,0,0,5,0,0,0,0,6,10,0,0,0,5,56
196,0,14,3,4,12,0,23,1,2,0,1,8,1,0,10,5,20,0,10,114
197,10,0,0,0,3,4,0,0,0,4,13,0,0,10,0,15,0,13,0,72
198,11,0,0,0,11,4,1,0,0,9,3,0,4,14,26,0,0,10,0,93
199,10,0,6,3,10,7,0,26,0,13,15,9,0,1,8,7,12,20,13,160
200,25,12,21,19,0,65,7,32,10,2,38,1,6,0,16,8,23,0,19,304
201,26,14,10,16,10,0,10,14,18,0,8,1,0,10,0,3,0,0,23,163
202,20,5,4,10,15,18,6,12,9,6,0,0,14,0,19,0,19,0,18,175
203,20,0,11,0,15,3,2,0,10,10,0,0,0,0,0,20,0,16,0,107
204,7,0,0,6,13,10,0,10,7,10,0,0,0,12,0,7,0,5,2,89
205,28,0,0,43,10,15,3,10,13,10,12,13,1,0,0,0,12,0,14,184
206,0,14,3,10,10,0,2,20,5,0,15,0,0,0,0,0,10,0,0,89
207,101,44,29,8,0,19,42,5,16,3,7,0,0,6,6,95,18,19,20,438
208,230,0,5,94,25,22,10,24,0,0,2,45,1,10,32,16,0,0,76,592
209,4,2,10,8,27,0,3,10,0,26,0,0,11,0,0,7,0,0,3,111
210,4,3,10,13,5,0,7,5,6,10,0,16,5,0,0,0,0,2,12,98
211,16,12,0,18,9,0,21,2,0,17,0,10,0,11,27,0,0,0,10,153
212,23,21,0,0,3,0,13,76,22,19,19,4,14,4,21,16,18,28,6,307
213,10,0,22,10,7,74,0,8,95,8,26,13,39,31,0,4,10,7,7,371
214,1,0,20,5,11,67,0,10,16,119,5,18,4,26,13,3,10,23,0,351
215,4,12,0,7,1,0,0,5,0,0,0,3,20,14,7,0,0,0,13,86
216,16,10,0,18,0,5,7,0,2,3,1,10,0,24,0,22,14,24,0,156
217,52,6,20,1,10,0,11,3,16,0,4,1,0,0,7,0,0,0,21,152
218,14,0,0,9,0,0,4,0,3,0,18,8,0,8,0,0,0,8,3,75
219,66,55,0,10,13,19,13,18,10,4,1,0,0,19,48,145,13,13,0,447
220,76,10,0,3,0,7,0,3,0,7,0,0,0,15,2,0,0,0,17,140
221,19,3,0,0,0,0,0,0,0,6,0,0,10,6,0,2,11,0,10,67
222,0,0,18,3,8,0,0,0,6,5,3,6,1,4,1,0,8,0,8,71
223,53,0,10,5,9,0,10,24,3,20,32,16,2,0,27,20,0,5,13,249
224,79,0,8,0,0,0,15,10,0,1,1,0,4,0,18,19,0,41,5,201
225,24,0,8,7,9,10,0,2,10,0,10,16,10,6,10,8,27,0,15,172
226,37,26,0,28,3,0,7,7,6,15,5,15,0,0,3,0,7,0,27,186
227,33,12,1,6,0,12,10,23,15,0,7,3,8,0,10,11,0,0,3,154
228,15,0,3,5,6,3,3,10,4,0,10,10,0,0,6,0,7,0,23,105
229,25,12,0,0,10,1,2,3,6,8,10,0,6,0,6,1,3,0,10,103
230,5,0,3,9,0,10,3,0,0,10,2,0,0,19,0,0,0,0,0,61
231,28,110,9,17,21,17,2,4,46,0,0,20,17,127,111,42,44,1,43,659
232,25,7,0,10,0,3,0,20,10,16,0,0,0,3,0,0,0,20,6,120
233,144,18,131,63,52,0,7,7,24,13,18,1,0,11,5,0,1,3,16,514
234,53,0,10,0,0,0,0,0,0,0,0,0,9,0,4,22,0,0,10,108
235,10,9,24,0,30,7,23,57,5,42,32,37,36,18,13,60,2,24,2,431
236,61,10,25,21,42,1,8,41,27,30,22,0,0,10,26,36,10,101,0,471
237,55,8,22,0,0,3,0,13,0,3,4,13,13,52,7,0,17,0,35,245
238,6,26,10,7,2,2,6,16,0,2,20,10,6,1,13,12,0,52,33,224
239,0,13,3,0,0,6,3,0,7,1,18,0,10,0,22,0,16,10,3,112
240,5,7,17,1,3,8,1,1,16,12,22,0,1,0,0,0,0,3,15,112
241,101,11,13,37,8,9,0,36,28,1,28,53,7,0,0,6,0,13,4,355
242,4,0,12,4,16,3,0,0,0,6,7,3,17,23,8,9,0,0,0,112
243,55,23,16,1,4,14,3,3,9,0,0,79,15,91,204,42,1,15,84,659
244,0,0,5,0,0,4,8,7,0,10,2,4,0,0,0,10,6,10,4,70
245,61,0,71,8,12,20,65,0,88,10,0,0,0,0,0,33,0,0,15,383
246,63,0,8,7,0,5,8,0,14,11,22,29,10,1,43,0,0,10,1,232
247,143,0,17,0,9,0,2,10,3,22,52,0,44,18,0,27,0,55,28,430
248,13,0,16,13,14,13,0,49,3,25,10,0,8,18,26,12,7,5,6,238
249,27,10,3,4,7,6,9,0,13,0,5,121,10,36,0,10,12,0,36,309
250,23,7,3,0,0,33,0,1,5,5,10,6,10,1,0,3,0,3,0,110
251,14,20,0,16,4,4,0,5,12,15,10,0,0,4,14,0,0,0,3,121
252,0,0,9,12,20,0,0,0,4,6,0,13,8,24,0,10,13,0,3,122
253,131,0,2,0,3,47,10,14,0,57,5,73,65,16,7,14,10,10,29,493
254,0,14,20,10,12,0,0,0,9,6,7,0,0,14,6,0,13,0,13,124
255,8,119,60,4,20,37,0,9,8,9,5,26,18,41,101,25,2,15,11,518
256,17,0,0,5,0,15,3,16,0,0,0,6,14,4,0,5,9,6,0,100
257,31,0,180,3,15,1,17,10,23,14,19,13,0,2,0,0,8,23,31,390
258,0,4,0,0,10,11,0,0,10,18,10,0,22,10,0,0,0,4,9,108
259,108,7,2,0,0,3,0,2,39,0,0,10,30,5,16,6,10,10,10,258
260,191,0,10,36,66,0,0,0,0,1,12,10,18,22,34,0,46,0,8,454
261,0,0,3,26,0,72,23,45,21,8,0,32,34,0,0,4,0,38,23,329
262,26,0,0,43,3,90,11,10,68,15,0,8,0,32,0,16,0,13,10,345
263,7,0,0,0,4,8,5,6,4,0,0,1,0,0,0,0,0,0,0,35
264,0,7,0,6,4,0,10,4,4,12,17,10,3,0,0,0,0,0,18,95
265,21,4,13,10,15,0,0,32,10,17,11,51,8,22,0,32,8,0,88,342
266,5,6,13,0,5,12,11,14,16,1,3,9,13,24,12,0,6,4,13,167
267,31,59,59,26,67,108,27,5,0,29,39,67,14,54,9,36,18,13,3,664
268,0,0,0,3,0,10,5,6,0,0,2,0,0,0,0,0,12,0,10,48
269,82,0,100,38,38,3,121,2,14,0,8,10,0,4,12,0,10,18,0,460
270,15,4,19,0,10,0,0,6,14,10,3,6,0,0,0,0,10,10,3,110
271,0,6,8,0,0,4,0,0,0,10,0,3,0,0,1,7,21,6,2,68
272,128,10,82,12,1,14,9,60,5,12,44,24,58,11,31,24,0,6,11,542
273,154,0,7,0,20,9,57,0,24,14,0,41,15,0,0,26,5,32,47,451
274,3,16,18,7,0,28,63,3,17,56,14,30,15,1,6,21,12,0,68,378
275,46,0,0,6,22,14,0,10,36,3,10,0,5,11,6,0,0,0,10,179
276,17,9,8,0,0,3,0,3,0,0,0,5,0,9,9,8,7,0,0,78
277,44,3,106,141,11,10,0,56,146,1,13,20,122,0,4,0,5,43,35,760
278,12,10,0,16,4,3,7,13,6,0,0,13,4,0,4,0,0,0,18,110
279,64,47,121,0,36,58,7,19,3,15,34,120,3,32,25,28,29,26,36,703
280,2,13,17,13,2,0,0,16,1,0,1,10,7,0,13,11,7,0,6,119
281,4,3,67,80,0,4,72,1,60,36,3,8,35,24,14,0,0,15,6,432
282,7,9,5,6,15,0,7,0,3,20,2,0,6,19,0,0,8,4,10,121
283,4,35,19,4,0,8,20,4,30,16,0,0,0,0,1,5,6,0,6,158
284,6,0,5,14,13,10,121,6,0,12,106,0,87,21,16,56,0,34,7,514
285,190,18,9,104,41,12,28,69,3,78,1,10,10,8,45,23,12,2,3,666
286,153,0,0,9,0,12,0,16,7,11,72,0,0,0,28,0,42,0,53,403
287,18,12,10,0,11,1,0,16,3,0,11,1,10,7,3,0,0,10,3,116
288,3,4,3,0,10,0,0,0,10,0,0,0,0,16,1,0,0,0,0,47
289,53,0,126,39,4,10,33,17,7,48,0,0,34,0,16,0,5,25,20,437
290,14,10,0,18,0,10,11,7,18,10,0,0,1,7,11,0,0,15,12,144
291,19,28,19,19,53,15,74,36,5,3,91,58,19,40,40,121,28,27,18,713
292,10,6,0,18,0,8,13,17,0,3,7,14,0,14,0,3,0,1,3,117
293,20,11,40,49,18,0,62,7,0,0,7,6,6,9,0,0,36,0,24,295
294,3,0,0,15,0,0,0,19,10,10,13,4,63,0,10,0,0,10,0,157
295,17,5,7,10,10,0,0,3,10,1,14,0,0,0,1,0,6,0,3,87
296,40,9,9,14,10,5,95,15,4,2,100,0,25,14,17,10,5,0,17,391
297,69,7,8,105,99,14,8,52,18,3,3,23,10,39,27,10,16,11,0,522
298,143,5,0,2,14,3,18,31,81,22,2,26,68,14,25,20,10,0,30,514
299,54,86,10,0,15,6,0,7,0,10,3,10,0,0,7,10,0,5,0,223
300,4,10,0,3,2,0,0,1,4,10,3,1,30,0,12,10,0,9,10,109
301,167,5,48,135,0,0,84,0,20,7,12,4,81,0,59,0,0,34,27,683
302,7,0,0,6,4,6,0,0,10,4,3,0,0,0,0,0,4,4,0,48
303,66,27,76,36,73,14,65,40,64,66,16,32,24,126,95,29,45,16,69,979
304,5,11,6,5,9,10,15,20,0,0,7,3,0,49,1,0,13,1,3,158
305,62,4,61,33,0,4,10,6,3,1,37,53,19,0,0,30,0,31,22,376
306,10,5,0,0,14,6,0,0,0,11,10,0,5,11,12,13,10,0,8,115
307,3,0,3,20,0,2,0,0,0,10,0,0,0,6,0,0,6,0,0,50
308,67,14,7,0,6,22,80,0,1,90,27,0,6,0,64,10,25,0,76,495
309,31,13,32,12,43,13,1,61,16,16,4,37,10,92,9,45,10,0,52,497
310,87,4,0,3,40,20,10,31,78,0,15,113,0,0,0,17,8,43,22,491
311,127,10,48,10,15,97,68,6,25,59,31,26,14,0,40,8,9,16,35,644
312,13,26,2,6,0,0,22,10,0,0,10,0,0,0,0,0,0,0,0,89
313,2,0,72,45,10,7,60,19,201,1,13,1,78,132,0,0,38,95,9,783
314,6,19,3,2,3,13,0,5,0,20,3,0,0,7,24,18,10,8,7,148
315,159,71,71,22,78,24,30,28,41,43,75,21,106,151,87,151,21,52,69,1300
316,15,5,27,7,20,15,8,11,12,0,3,12,21,0,3,15,14,0,3,191
317,103,7,6,148,0,3,20,6,16,30,0,54,48,0,40,11,40,71,35,638
318,3,12,13,9,0,0,1,1,0,2,2,10,0,10,6,10,0,0,3,82
319,5,10,5,12,23,11,18,6,42,19,7,5,4,20,6,0,3,0,3,199
320,196,0,10,7,0,63,58,19,34,67,0,18,0,10,92,0,81,0,32,687
321,35,7,22,3,0,27,9,50,34,10,3,21,6,85,3,6,0,0,32,353
322,23,12,6,73,45,7,0,98,19,0,1,2,13,0,22,12,113,49,2,497
323,51,10,22,0,4,0,76,68,16,57,43,1,26,0,110,18,40,2,14,558
324,96,12,9,9,4,12,14,5,11,1,36,30,10,12,11,5,3,0,7,287
325,143,5,0,187,0,0,3,0,0,0,1,0,0,22,0,0,108,55,0,524
326,4,0,16,0,0,10,0,3,0,18,25,27,9,0,0,0,0,0,3,115
327,83,98,43,9,34,5,18,17,11,22,19,31,37,78,91,13,73,73,27,782
