node,dir_0,dir_1,dir_2,dir_3,dir_4,dir_5,dir_6,dir_7,dir_8,dir_9,dir_10,dir_11,dir_12,dir_13,dir_14,dir_15,dir_16,dir_17,dir_18,dir_19,dir_20,dir_21,dir_22,dir_23,dir_24,dir_25,dir_26,dir_27,dir_28,dir_29,dir_30,dir_31,dir_32,dir_33,dir_34,dir_35,dir_36,dir_37,dir_38,dir_39,dir_40,dir_41,dir_42,dir_43,dir_44,dir_45,dir_46,total
93,48631,26469,13482,15133,9985,14216,9680,9155,15849,10766,7459,11871,28118,12002,16382,46523,26612,43098,8619,9806,12064,7612,5335,7461,8812,10606,12974,34067,15025,57699,67849,78498,23410,20990,13163,11406,34957,19885,13252,9921,12138,77412,141414,11010,13100,9549,21805,1135270
94,32003,17373,14761,9767,9963,12080,7349,11570,14118,12495,7280,12998,11911,15979,24600,7578,11877,13925,8489,9018,18551,7241,6029,10606,8204,13356,9820,32236,19545,48586,30877,28889,11259,11270,10724,8686,13058,11387,8430,13932,10640,62869,104673,10753,8705,12474,12857,810791
95,25642,16191,10656,13152,10167,10483,7841,12074,12815,7097,10069,8600,19534,11711,10714,28036,31740,33458,10765,12313,12711,10671,5313,8976,10943,9247,9819,22068,14541,18901,101140,27391,40045,14256,30814,14943,8700,19665,30341,18287,8933,20812,38444,12031,10602,5023,15832,843507
96,16311,9386,9211,11263,15754,7122,9681,9720,11142,11480,25824,43644,39970,42898,33643,37762,35135,30927,29102,31831,29622,15351,17145,79003,58910,46777,78398,51174,52349,44495,43840,14139,6808,8045,8289,10987,15518,7035,13220,8861,9000,91150,93936,7812,11395,8615,7637,1301317
97,41625,23958,26408,31732,24257,27702,26025,21535,22732,123175,123358,118488,36764,26049,19631,18718,19308,18317,18160,19972,17570,15917,14142,20044,17403,12207,27567,22810,39014,34650,32999,41688,20733,3393,11883,11688,14926,8951,12533,12405,14137,11315,107218,9548,12565,13689,11205,1360114
98,147986,75967,28044,22302,16746,22779,22848,22257,14603,24827,19608,15097,28073,19812,30272,29113,20038,31495,27650,19997,31597,25934,18364,22367,22787,35443,15838,36289,23385,30389,22162,61074,19049,18190,10033,5101,6845,10500,8799,5776,9334,7920,92387,7289,7673,9461,10593,1214093
99,111684,43226,40244,23699,19967,17548,11934,12834,11698,12033,10202,8657,13767,12916,12436,17947,17166,14118,11111,12379,16976,13765,16542,9129,15716,16093,12053,24252,16484,19912,11431,83847,15854,14869,13198,4512,4147,8171,9184,5594,8207,6957,72905,4460,6616,7282,7008,880730
100,110528,39988,35051,26350,13028,18282,12290,12098,12159,10640,13518,11558,14241,13955,10962,14400,17821,15159,10219,10616,15809,17567,10641,11644,12363,10507,9494,25105,10470,18270,12642,61579,11006,9950,11839,7084,8832,8152,9471,4567,6135,9203,73763,3862,8284,5975,7073,824150
101,28790,17820,18158,18368,56699,29214,17479,15528,17132,18225,16414,32416,15827,19226,15860,16024,20705,9615,8381,12318,11980,12438,10238,7085,8563,8073,51934,10705,30445,11273,141108,72869,13147,13931,5252,12505,8950,2883,4690,6998,12140,5052,58328,9759,8817,5462,2907,951731
102,28996,11118,12112,12295,62375,30946,20827,21252,14803,15875,14454,16191,13559,14807,10413,15201,20801,8257,6243,10336,10855,10496,13603,7065,6774,10904,23649,10536,14506,15915,91719,31490,69051,8168,10539,12294,8318,4679,7385,6922,9747,5039,71037,8572,12754,7070,8971,858919
103,17258,6280,10456,9262,32339,34350,14010,18820,12605,15023,9544,11481,13015,13628,9462,8574,11484,6847,8848,8789,10488,3700,7874,4101,5811,7469,17199,11542,15995,9935,39824,18370,69984,8965,11298,8602,9454,6124,2949,9896,10940,6000,67657,3936,10860,9034,5586,665668
104,16923,6255,9467,10031,25301,23693,23837,15080,13922,12093,14342,9665,12099,13326,11314,11837,11021,7121,9365,10487,11106,7432,8234,6208,4495,11123,10227,9184,9471,8038,38335,16764,74323,10003,13533,8424,9552,3863,8553,9205,12881,5662,57414,4799,11657,5505,6333,649503
105,56511,13343,13836,17309,25050,18622,24485,25486,14525,17934,17222,14670,13800,16318,16075,17239,13804,10456,5805,10354,8695,8507,12206,15931,14855,16804,35434,24307,19258,27312,66101,39297,94493,19221,22891,17226,20988,14926,15468,15236,16872,14202,61184,8737,10886,14339,8371,1006591
106,22621,9211,12565,12062,22966,25904,18818,15247,18416,27620,16392,19521,14081,23858,10805,12003,14031,11957,9110,9703,6214,8138,7701,9961,10244,13364,14355,11381,11602,11723,102232,12186,66047,4058,24671,3907,11535,8569,6627,5014,5487,7346,56296,4278,6892,7108,5387,769214
107,20781,9431,10236,7884,16144,16633,10404,12307,18958,27407,17855,16236,18273,23918,15238,11303,11456,8448,11194,6458,6137,5160,6695,10055,5216,7880,18691,10759,9775,12308,69273,11430,66006,4649,17515,5325,10320,7077,5590,5036,11238,3576,63541,4594,10235,5032,4194,687871
108,16319,9635,7159,7104,15727,16438,10165,11361,17933,17692,20591,14900,13938,21459,12913,10796,11689,4485,6451,10832,7979,8661,7089,6710,7960,7642,13068,8078,11265,10390,43413,9467,52714,5442,14607,5420,12750,4678,8295,4933,13333,6337,79213,3880,4587,6021,4269,625788
109,14746,10415,9688,7986,38282,23166,15309,12042,23607,17015,14803,14122,19174,26023,10959,15036,9718,7420,9167,7850,7308,7529,9986,6458,8225,14857,17318,10175,12108,11476,53006,10684,49678,11026,17039,8157,9768,8325,9494,6314,6486,8629,117582,12235,10228,8235,10518,769372
110,19462,10195,10024,8909,12121,12348,9678,13885,22402,18839,13806,17358,16788,23293,14282,12086,19332,6449,6832,7745,5372,5411,5274,4582,5080,9116,13743,18811,9060,13835,47671,19760,46468,19691,10878,8583,5835,7819,7283,6032,5514,7042,78957,4436,2000,5874,9013,658974
111,30516,15496,14182,13258,16554,18624,15417,15605,28601,32930,26556,21323,28336,21623,18980,22275,15527,10738,13013,11447,12211,7354,8572,5941,9202,13633,26715,21018,20976,25949,100953,60503,19670,21475,7799,10392,14237,9550,9836,12678,14209,22647,82913,10625,13918,10746,12514,977237
112,70305,34622,29228,30597,12212,13140,10095,8427,14678,12181,12466,12578,16873,14076,18265,26070,19546,12647,9912,9552,11890,8576,11073,9112,6952,7688,17217,13709,12723,14244,44961,35473,57471,20418,10215,12084,13597,13370,8695,9930,11034,5224,52879,9569,9342,11400,13243,839559
113,63141,21322,24555,19435,13228,16013,9895,11269,22928,16109,11898,10732,14862,11585,19298,21909,15639,14127,11577,10650,9059,9291,9968,4347,5296,8475,15397,11683,8284,13763,44804,26085,40134,4996,9795,8072,11140,8246,6960,7358,8623,4404,85404,8415,9942,10073,10547,760733
114,73296,39309,32256,33316,5508,8035,5994,2576,13342,6518,8243,8159,14138,5749,8956,31558,16146,12805,10188,10784,11378,10503,11798,8212,8873,11614,13684,10277,13190,11372,22950,18616,71351,9154,44135,18913,16997,7367,17110,12350,6137,8834,39209,15371,15702,23022,6030,811025
115,51412,16223,15422,12184,7234,8604,6297,6530,9337,7181,8012,6988,12061,6404,5294,10123,9282,13376,5322,9493,3633,9193,5810,7044,3875,10884,12730,11148,10124,12355,13857,24520,15478,5923,45015,10567,6903,8180,10549,7776,3983,8486,29217,11004,7987,7896,2562,533478
116,57509,17473,13460,15339,6576,6158,5725,5603,17361,7098,6912,5571,13741,7011,12340,10311,8871,14126,8895,10419,6783,5927,7854,6420,7313,6094,15342,10047,11128,13669,10600,23522,17175,9043,61439,13753,9475,4084,3830,11847,7059,5417,30675,12791,9730,3162,7032,581710
117,32018,30700,29894,9245,9584,5506,12812,12426,8654,6960,9164,11066,9898,11441,12209,14889,16042,8796,12959,6063,7019,8878,5108,6349,8365,14246,14379,14864,15268,13879,15735,20103,15005,3662,5870,58840,6875,3886,4854,11474,7317,5993,23608,10935,6863,3381,8312,591394
118,31131,18926,23086,4123,5823,7911,6351,11733,7537,9292,2931,8226,7715,7577,10943,11413,16883,6633,6456,5564,6938,8174,4972,4171,8807,6015,9736,7889,9457,7334,12490,20154,21824,5337,9459,51771,8834,5318,5539,8371,4029,4907,33514,8340,8205,6525,6636,505000
119,24776,24680,18929,3347,12413,10595,6129,9248,6718,6889,9119,21151,9532,7076,11587,8902,14358,7167,7296,5457,9037,3421,2323,6132,7335,12141,9976,9606,14485,12209,8746,22537,23289,6575,6885,6808,52729,6125,5612,4602,10963,5522,5099,7184,12020,7353,7899,511982
120,27535,22705,21335,4653,7076,6697,3461,6183,5528,4231,9772,17327,8933,9405,15984,12668,15832,4041,6272,3858,6534,3677,10610,9431,9928,11425,10860,16036,11960,21871,32317,20920,40534,12110,4378,4830,53432,11085,6577,4580,6040,7870,7996,29979,10114,7252,6038,591880
121,27911,19394,21051,6161,13530,10818,3433,12035,9436,8734,7275,14348,7407,7997,15611,6968,16043,5139,4641,5545,7428,7007,4117,10129,12704,15229,7024,18656,12968,23679,35707,26083,17157,12937,6882,6406,4645,38430,8256,3625,2637,7685,5119,3587,5092,6958,4264,537888
122,33563,18940,19781,4389,6734,6183,8850,11986,6799,6069,9323,7645,5799,9085,15444,11091,16636,7340,5728,5619,2919,4351,4095,4650,14193,11874,7561,19010,9322,21582,32931,19585,16486,11738,7992,8977,2798,62172,6043,6075,6037,7577,6725,3691,4717,4576,7018,531699
123,34459,21599,22869,2477,10701,6533,6592,12676,13304,9245,11095,8807,11678,17672,12879,21325,13030,8085,7919,5519,6085,9013,3063,5767,5288,11992,11997,20450,13067,28761,44525,36210,18151,10025,5631,5576,7021,62545,5234,5613,3084,5655,84902,4369,5567,6503,8382,692940
124,27835,15433,17331,12808,12460,10048,8505,14056,13872,11963,8471,22778,11380,24004,29876,17191,48269,6937,12487,16658,9214,11642,6869,9198,6415,10965,41907,17700,46931,54333,61975,74310,22807,22071,12900,13393,39648,19006,12537,15982,12876,81007,132510,13209,11801,13535,17329,1134432
125,29528,20094,16951,9760,12115,9774,4339,14230,14609,11482,10558,11395,12732,28391,11309,8643,19817,13822,12245,10999,6389,5673,13581,9742,7782,10539,34998,15302,45137,58771,37390,34652,21812,11105,14277,17701,11861,12182,14112,10748,8161,72324,81073,11589,13790,12072,14830,890386
126,55494,22734,14531,6774,13594,8475,12597,16642,13959,15454,11328,14534,12065,17439,29949,21518,35833,8319,15934,11607,11871,10483,7776,8110,8434,6371,17632,13322,16296,22777,91023,25460,28311,10377,20716,9234,5399,14031,21579,15650,7284,16212,32255,7666,8340,5186,8555,809130
127,26119,23952,17935,11546,14441,6815,10505,15035,19271,9356,12372,11545,12920,21113,20967,19768,32368,10255,10732,13630,9806,7355,16739,12040,11882,11165,40109,43094,23811,54882,68784,13490,12146,12042,13152,13244,20720,9631,12947,11792,14691,80456,106454,9199,9842,11461,11089,982668
128,32518,32235,21913,20182,31911,47652,41985,27892,35907,25747,72880,60605,60768,56162,42729,43989,15550,9474,8796,19332,14189,12221,20850,55887,58816,37329,88059,111298,111436,97033,532859,40784,17099,5160,15543,11818,12848,15843,12689,10514,11044,16307,109444,12289,15044,10328,17430,2182388
129,30805,29504,22609,34212,37420,32864,21590,20245,26616,77861,69255,57634,64594,62501,65393,68850,132877,44127,30735,26964,29661,25189,27915,28357,25370,21591,23615,32368,23825,25579,38124,39716,14583,20480,9312,5889,5372,3716,6767,6510,8347,7943,98735,8917,11410,8358,8356,1522661
130,173623,87192,27781,19674,31637,11227,16093,14837,14928,16257,13526,26015,14966,14471,21272,28901,29855,19866,29661,18428,21375,15086,14604,19177,24189,26207,34352,22414,24509,28259,59988,69758,17673,12129,13941,4247,3310,8580,8561,9053,3654,4117,47171,7566,3409,5779,5960,1145278
131,150190,86509,39081,21276,25989,15495,12342,12321,17729,16083,12975,17382,17640,14885,18864,20897,18850,22456,18128,17093,16478,10540,15729,18176,12297,19051,24008,12991,26731,14996,36700,60681,17146,10408,10295,2686,3617,4530,6349,4141,3562,7201,58626,5105,7190,6472,9619,1001510
132,43782,27654,25896,38426,22142,20497,17805,16000,12165,14006,30827,16363,14744,12451,15644,16980,13461,14636,12393,8151,8755,10554,17538,8370,9700,56797,10576,26249,13693,41371,35527,74431,7448,12696,8695,10565,10506,4835,5015,8341,8078,5626,49803,6764,7917,4891,4142,862906
133,38217,25492,24418,19398,22667,20287,16128,15787,16230,15154,18704,16404,15595,14045,10577,14754,8903,11722,8064,6741,11264,9390,9675,5253,9024,19101,8410,14133,11990,43507,31306,86000,57601,10497,10327,11663,6717,2105,3614,6292,8548,8983,67305,5696,7509,3976,4840,814013
134,29357,19730,14546,12286,19412,20036,14049,14407,16134,12792,17062,9965,13283,13104,11533,13944,6630,6974,8707,10231,9739,4824,6114,7860,8658,14846,7749,7325,11995,24793,35410,37206,77615,5916,11317,6902,5898,1667,2885,16313,8973,9049,41522,2883,10367,5806,5584,673398
135,30635,20591,20675,12404,18814,14064,17163,13712,10691,12187,13611,9720,15536,13849,8894,13286,6894,9257,6662,5792,8560,7621,6603,5103,9357,12887,8177,11675,6036,29468,34848,42974,75713,6395,12493,2770,8965,3432,7301,11574,9569,4682,65260,3233,11671,5135,4632,690571
136,50487,16950,15579,16993,15712,14021,17468,15777,8334,13243,13374,15800,13239,10220,13341,11633,5930,9088,6336,7914,5433,15773,14361,13637,15468,39126,32337,18770,26828,38394,64237,94172,76864,13385,21583,14737,14334,8530,8780,9944,16335,9078,86763,7583,10124,10603,10148,988766
137,35445,18819,14640,10759,12064,12551,10127,17658,11348,12506,14130,16450,17261,13254,9667,9976,6338,5724,5435,5937,8168,11156,2890,11552,10455,9825,6540,7303,8843,25899,20289,28495,64712,6828,17499,6733,11376,9477,5275,4439,4376,6856,50590,3704,5699,6504,5708,621280
138,33879,14496,16299,11903,15154,11178,14178,19329,14545,16983,17252,15616,17214,9125,13530,12378,10081,7295,11057,8177,8860,3524,5624,5849,10369,11089,11840,5534,11202,33455,20333,37179,61855,3503,8865,5799,11376,6632,4675,6881,8739,4610,66562,4183,7257,4281,6447,666192
139,32499,19553,11461,12940,15187,11411,12638,15918,12582,16987,17519,15932,23018,15141,17488,10132,7852,12068,7731,8238,7603,8897,3472,4475,8431,16811,12172,7524,10826,34877,17516,36548,58798,2380,10344,7694,12463,4333,4672,5030,11705,7207,73888,6493,5527,4460,2656,683097
140,25096,12808,9481,29336,27394,12135,11796,17365,10845,18649,16238,14494,21045,15341,11442,10591,6371,10269,12104,5423,4232,6149,6433,6766,8638,22154,17780,5576,15663,36812,30672,38155,46626,10696,8014,6225,7050,9773,6307,7637,6098,7926,132803,10409,9338,10622,8450,785227
141,25032,14773,17613,10764,12730,8280,11647,15123,9425,10272,13970,14252,23889,12445,11651,13348,7345,7031,7240,5513,5544,7251,5071,6122,8888,17379,12121,10724,11767,33698,29449,36246,69511,20884,8197,4692,5421,5401,4501,3574,5195,4468,54730,4273,3811,3455,2671,637387
142,35670,20046,17564,16626,19591,14400,14946,20019,15619,17781,17802,18793,23350,20429,22252,14928,8557,10004,8610,7996,9899,9276,7021,8301,14878,25027,22904,13749,19945,66578,50422,56561,25906,17585,6262,10611,15264,6455,8370,9297,15433,17134,67991,7379,7485,11751,10677,887144
143,228876,39940,58189,7706,9996,10259,12133,11550,10102,11075,10835,12172,10849,18037,20830,16161,10713,10941,10899,6455,11905,8458,10101,9314,12207,20167,9005,11630,20394,21934,26751,30595,25201,13521,10046,10349,12310,12669,7917,8290,5835,5405,66332,8338,10609,9677,11350,938028
144,54894,57736,12646,10987,9499,6281,17619,9416,13290,10187,13681,11296,17874,36474,12761,7239,9523,11872,6273,9131,7492,9595,3416,8746,16247,12570,9203,11954,21716,26652,37132,18580,40299,3866,13019,15158,13176,5287,9855,11087,4908,4443,67231,13447,9961,8303,9153,751175
145,52047,49552,4566,8019,9413,8202,10924,4385,6251,8384,9479,8635,9071,32323,22702,7860,7067,9711,9544,9455,7228,8292,8568,11803,20014,7978,13276,11530,12544,30535,18583,24667,80265,4171,36983,12926,13576,4214,13630,9330,5614,6219,27838,9042,12181,12327,5729,716653
146,17340,19456,8604,9941,4134,6188,13257,9291,6311,3098,13666,6108,9586,13683,9400,10349,7577,9185,9590,4068,10282,8709,6173,5901,13892,11730,12249,12360,7982,15280,14480,27237,14462,3314,35860,8533,4285,2461,16392,8044,4613,6414,26716,9145,8971,4028,4716,495061
147,22396,22496,4729,7553,7663,9469,13802,5966,5561,5854,9243,6009,8905,18410,6522,8644,9761,8405,3395,8132,6657,8066,4354,4712,12281,8836,9424,11997,8358,15969,16266,20023,8017,4478,48890,11679,6048,6838,3444,10778,5252,5746,20400,9382,6598,4313,6348,478069
148,20718,23605,9464,9617,11714,6561,10354,14719,7700,9413,10172,6585,12423,16640,11924,13466,6897,8051,8515,8900,9211,9656,5011,10026,22577,15169,14338,10288,13571,24499,15183,29344,12453,4697,7136,46820,10696,4374,3534,9799,7682,5742,26919,7551,5690,4404,3373,567181
149,19449,20470,4832,4677,4270,7742,14691,5287,3339,5784,13309,4088,7538,16064,9485,12613,8541,4216,8938,8099,4466,4416,4823,5155,9829,9311,8419,6824,9647,22560,14946,17344,12516,2687,11314,45731,11502,4653,1746,8964,4877,5912,37002,6990,9324,2606,6581,473577
150,19831,20913,9415,4875,10337,3029,11219,8351,8754,6340,12456,2461,6838,10334,8126,10140,6791,6628,9181,7666,4010,6139,6284,7903,13896,6896,6928,10502,10837,16506,11547,21237,12752,10087,6677,3622,41108,10089,7754,5351,13447,6196,7660,3136,6422,4836,5127,450634
151,16832,17315,8704,4815,7853,11826,11340,6443,5750,10871,10922,11265,9032,16758,13174,9258,2782,4894,4115,7047,9115,12259,13615,14073,9278,5061,15802,8390,8232,22012,10242,31360,42607,13356,6269,4604,38779,9894,4441,2409,3186,3567,3445,27592,6431,5563,4186,526764
152,25624,16461,11949,9163,8838,6752,14034,6011,14115,4838,9940,7239,9537,17062,10498,10556,4634,5621,4672,5904,7037,4939,8262,14413,9594,10694,14857,14120,11859,22572,14139,25083,17290,7833,6107,10069,3256,56218,3057,3429,3914,7980,3706,5041,3928,6081,1876,500802
153,17849,16654,11395,5342,8378,6056,11843,6888,9352,8583,9629,9607,8357,19079,9135,7892,6587,5451,9614,3521,3297,3191,3704,13360,13111,6639,19105,9800,14381,17401,11951,24975,12129,6943,7034,8390,5000,46121,6235,2858,1647,3230,6000,4256,4026,2872,3284,452152
154,17294,15096,15691,10434,6351,10736,8678,7809,7690,6209,12380,9569,14046,15030,15125,11969,7447,10616,8394,10119,8319,5064,4948,4579,12141,9778,14646,8901,9647,22987,14641,34877,13309,7439,5587,3950,5061,41495,2938,3825,1737,6283,67736,5551,5591,5045,3333,550091
155,21917,22618,11048,11346,10849,10193,16044,7688,13534,10816,19912,10866,17447,51242,21587,33276,7655,7780,15434,8287,7281,8303,9734,9314,9436,51773,18147,57998,39422,91406,77247,97102,19680,24155,15878,17968,35933,23097,14725,13553,17274,128878,146904,14137,13691,14113,16904,1323592
156,25311,18615,15146,19578,10035,10610,11010,8283,11171,12493,13361,11306,17544,13902,7889,11444,9265,8543,18234,6886,6942,10239,8451,8172,8267,46392,10866,49595,42673,87300,58523,25091,15103,13634,21115,16202,20552,17140,14129,15840,12290,120992,111103,16634,13297,13414,13415,1057997
157,21715,16337,23516,15005,13180,9120,14242,11362,9806,9245,12558,10184,14843,39685,22275,26844,8212,10823,11405,9895,16168,7574,9329,9848,7242,18517,16300,14691,23815,23131,90135,15286,24812,9915,17898,11221,4426,13804,17143,10135,4191,10986,22925,4918,3565,5923,7663,731813
158,20174,24056,11135,14937,5616,11795,15922,10310,11963,11158,21158,9817,17191,26967,14936,18726,13849,10471,14968,9923,10349,12812,10243,8356,5971,46702,52740,21827,47117,87822,62208,22463,15955,16934,14730,20014,19107,14000,13145,12859,16802,98580,113244,13192,12491,13720,12447,1090902
159,32626,30207,20877,32836,17804,15010,18059,15060,29059,27173,33011,27681,54798,32871,28308,25080,11926,7808,10308,5770,4759,11524,9739,9371,12665,55530,46324,26057,53748,143212,250855,40400,14339,7726,17627,12778,12632,17743,16806,15146,15352,16577,75784,15276,17256,14558,16263,1426319
160,25850,29761,20457,20846,22180,16383,25659,26467,21217,20150,28643,171532,28603,23661,10373,13467,12231,7024,12935,22400,17792,10369,16703,89532,82739,41952,99247,97402,141802,281122,241315,110097,59627,44206,51225,47640,46568,54717,49681,46292,43914,39906,123999,38209,35143,41776,41073,2553887
