node,dir_0,dir_1,dir_2,dir_3,dir_4,dir_5,dir_6,dir_7,dir_8,dir_9,dir_10,dir_11,dir_12,dir_13,dir_14,dir_15,dir_16,dir_17,dir_18,total
67,70529,113764,166690,152361,133772,77139,23508,45446,69437,29883,66837,67116,31699,99046,150081,39269,168667,85068,146246,1736558
68,199753,102895,65754,111881,169872,171995,27955,85701,69508,41197,46332,128710,138312,84581,66027,73149,81634,22556,92500,1780312
69,67805,69201,38672,88637,53730,74283,53757,53152,106134,38176,51373,37192,32883,32587,42275,67373,63036,68818,77127,1116211
70,110428,113496,70681,158079,192401,74565,60981,196443,63131,94540,57431,90256,92145,61837,152453,117918,78763,52984,190810,2029342
71,220042,102663,104113,135304,74637,159240,73249,45986,50185,84629,136794,136730,92807,56319,39859,150742,27732,45832,47093,1783956
72,190279,49377,110009,112832,309699,159190,49586,143613,55750,62727,19484,63425,70255,70698,189853,129765,94107,220419,120577,2221645
73,87500,108230,82560,70565,73637,51288,71979,37951,26200,94696,51360,53330,84016,83397,56338,36032,103730,115896,35489,1324194
74,51643,115141,76952,56079,59898,39190,60300,49077,79983,58535,86184,46793,61195,18205,50509,42667,92740,58872,63675,1167638
75,234903,41037,166670,282440,51703,201551,83153,127430,17581,59729,91409,74358,151743,140903,56760,168107,236490,148455,69599,2404021
76,40605,78133,183288,51205,199549,148146,76380,116307,82291,40525,61991,134878,89704,76104,49580,84889,20196,74452,38491,1646714
77,127464,68692,116444,71847,51127,142678,157446,150687,58024,61983,97017,21860,51785,37147,41325,73737,64668,68377,77362,1539670
78,238401,94085,180341,106437,67544,181525,16708,82774,79263,54784,60748,81249,47931,114466,98932,99621,151992,79432,99134,1935367
79,190539,87933,142145,68741,55846,142624,82250,110955,54488,39178,89569,61900,65807,56038,80502,82256,59485,23233,158566,1652055
80,54461,90230,107135,118181,59864,97982,23384,41220,48339,67143,60690,89838,81083,178158,54089,27218,70109,113380,79306,1461810
81,69054,67784,68873,124485,118005,57251,30877,51832,86374,48168,113867,99672,53463,22810,51311,63308,23311,36649,82409,1269503
82,148381,151254,52330,75669,137443,138946,34324,79837,52055,103324,82436,18426,84004,104837,119710,24546,175929,47713,128425,1759589
83,44189,62733,73467,100701,63235,119136,51068,79609,100026,26932,46980,81980,39856,35088,47069,41824,86243,64169,44136,1208441
84,170340,97473,88317,242990,182450,76809,73246,185842,104847,70983,69415,66631,59527,60754,201300,139197,82107,217496,114530,2304254
85,100419,103865,199130,119609,127230,61778,92597,49551,43725,52729,58316,108975,154153,104416,118822,147485,77459,97047,23196,1840502
86,127708,49104,86231,96192,118167,132872,54797,121290,31621,51649,107873,130272,25607,124965,88783,88574,20920,116771,69214,1642610
87,101267,86513,124759,64314,147784,151469,69242,45116,54810,70438,43641,44504,98891,57116,125123,138507,73906,221558,52509,1771467
88,85746,52963,115384,102417,114131,50340,60537,55021,22117,65866,163163,63404,57810,53769,60148,49434,102464,76017,50322,1401053
89,116643,31627,50468,107196,40300,111628,77610,91132,103226,96078,17509,58169,59273,25693,65055,36962,25751,142340,68544,1325204
90,156899,113752,44058,99625,116094,113627,128689,132239,18572,58990,68851,51719,109582,88129,39917,173735,55384,105305,70485,1745652
91,185658,65378,69980,121377,54593,156033,16956,107103,94995,87022,26876,82956,94359,29090,48144,24567,22525,77108,121272,1485992
92,187480,145951,73293,161190,53982,68221,59991,130524,17855,99245,134838,74954,26052,92660,54095,61686,74218,24335,52951,1593521
93,155658,113143,175086,82850,94887,127825,19806,77764,63627,40168,18680,74564,140735,141284,76049,53588,160369,53238,106200,1775521
94,68002,128829,144095,96748,122293,58832,33461,47757,68812,59001,38867,169312,43596,131064,135708,58245,67432,90729,160572,1723355
95,64274,67323,165543,145348,114134,174308,35784,56573,62853,40702,109832,60518,106922,110388,23870,195802,97412,113035,44142,1788763
96,118696,182102,165420,54864,96770,190514,33161,84336,59128,54444,72529,75690,77941,22207,154591,161416,20068,118640,92833,1835350
97,51545,71177,63341,112907,68215,90516,66504,83572,169839,38653,71637,44596,28170,40496,48122,40407,53904,71868,29722,1245191
98,164999,114412,115029,161649,142530,74912,85522,188118,141986,132024,124444,72507,84861,69789,59015,58335,69658,88323,94455,2042568
99,155183,105044,122464,146704,120662,68307,116672,47802,72827,35455,114992,117699,74757,54804,166035,154993,28103,151173,57117,1910793
100,119507,159032,55667,164909,107705,116472,53118,111008,34146,35184,45369,19555,156386,231261,46327,159252,76516,204051,40348,1935813
101,59350,56053,71207,114349,107231,122814,54377,44824,34247,54045,61078,59341,100252,57250,137123,93906,79577,168059,74033,1549116
102,60052,97564,114684,125119,117252,52689,61044,57840,48010,45746,70800,66311,48606,62295,100938,28512,269438,75683,82466,1585049
103,121253,115554,49394,69261,108665,46731,130287,139688,26208,125743,77278,73488,33190,32940,59828,56530,39225,20235,46069,1371567
104,144283,140091,106672,87416,148441,124847,17897,80257,42318,74572,48912,121437,73310,63658,120400,82791,132200,51896,44630,1706028
105,153900,166941,127208,72838,103782,114055,72191,113155,21820,63151,45165,17428,112807,101652,53510,164460,84751,81407,89620,1759841
106,155536,101902,57365,127616,49689,64858,22796,98030,112760,130071,40613,63427,43689,49659,33199,64933,20035,72273,109113,1417564
107,156495,142015,74138,141238,100097,55365,24067,77239,15943,64394,103193,79103,108226,153487,68184,33664,63622,80072,66722,1607264
108,97800,155834,135051,113304,131104,131054,36575,45543,72947,98420,32414,134199,52930,31851,92213,175471,64502,152579,95261,1849052
109,68137,65458,113374,66933,107703,129308,38550,62568,74050,58013,176984,103708,41488,90947,43556,97015,25590,82210,22007,1467599
110,101539,145381,102899,119044,70289,102903,37266,85907,45167,42564,17754,36307,162730,75575,155529,224589,96614,53860,96154,1772071
111,56706,92898,145722,85460,62234,130759,70519,81399,139141,42924,51479,41095,25553,41186,124899,102717,62290,143893,54011,1554885
112,199830,102557,96484,131662,124730,61857,88884,182732,158101,80246,115898,133954,112413,83497,61517,92788,110318,111504,62007,2110979
113,75295,78973,118081,135723,56459,88082,97511,50727,74285,53523,112649,80320,32014,93620,97956,21310,146352,68449,77273,1558602
114,134596,109290,109774,78781,66465,49537,75353,100635,61506,115991,91204,54291,77359,115749,39932,71962,21073,18847,94460,1486805
115,78239,48863,107396,130662,70538,85757,67963,46699,32625,23910,64925,64958,121103,127452,78129,56660,76602,159475,100542,1542498
116,65227,55206,60643,100153,72447,94186,94668,93897,29745,79369,90955,66664,51050,29923,75139,53767,111654,27057,120983,1372733
117,72577,103366,98871,111171,119969,119205,18286,62762,31090,102220,81978,93032,21648,70186,44481,51384,85846,83502,102503,1474077
118,79593,136498,128203,109792,71189,142566,82127,122504,31355,51642,60294,44017,98329,31039,65865,61654,38622,61137,103661,1520087
119,160476,229678,71887,184196,151539,81978,15296,87635,46938,36211,73717,80422,53464,107847,62964,121404,20013,109690,64387,1759742
120,115406,232887,122716,185116,277211,67106,22434,97206,20164,70243,75209,65132,86201,167069,41280,110966,235221,64464,120113,2176144
121,58953,110543,142637,41413,122514,89828,26229,84466,122277,70017,53276,39777,55395,96134,37557,54536,60382,48928,34029,1348891
122,65798,89096,63583,137917,110851,139016,36673,50776,18392,83346,51971,134466,53059,52703,36585,20799,90994,178945,67270,1482240
123,109903,195048,120173,120551,131799,164969,42468,74770,102685,59692,93800,16785,90396,22524,136857,153691,58275,111975,51368,1857729
124,251172,124223,142104,56346,106444,246950,44483,79700,49600,98934,119827,81988,115404,49299,34110,151480,20016,91197,31064,1894341
