node,dir_0,dir_1,dir_2,dir_3,dir_4,dir_5,dir_6,dir_7,dir_8,dir_9,dir_10,dir_11,dir_12,dir_13,dir_14,dir_15,dir_16,dir_17,dir_18,dir_19,dir_20,dir_21,dir_22,dir_23,dir_24,dir_25,dir_26,dir_27,dir_28,dir_29,dir_30,dir_31,dir_32,dir_33,dir_34,dir_35,dir_36,dir_37,dir_38,dir_39,dir_40,dir_41,dir_42,total
210,511050,420542,526730,229304,848340,266828,483855,231401,509243,985992,1200001,411057,350619,134692,519665,192999,106792,109444,94442,138800,139687,183936,103197,125886,76893,211575,163444,114403,594033,248727,191782,175596,663776,56595,300752,230233,473461,1022329,638742,73302,827957,217727,315293,15421122
211,158675,85253,102177,117514,209104,123545,58534,54292,166972,49889,180595,137479,90898,142345,86011,151683,90424,85310,89245,128275,95196,117749,92938,93060,187573,113595,90793,81021,193934,67957,66337,66726,69729,304187,247308,65572,73571,69582,49286,72859,90684,80456,73817,4772150
212,90779,384856,78254,83067,74240,91426,346112,287341,446847,82460,304879,390734,104724,307627,554932,158567,62689,159638,138389,84892,114335,111003,125656,116994,190473,119993,66673,86493,123299,185474,187919,82141,70573,68624,100352,52020,124454,168818,91326,113519,192900,195847,286143,7207482
213,194715,101136,78315,74484,99337,344880,391990,399581,73534,288484,437031,188043,68988,409944,534043,135863,142177,131548,177279,179381,175939,184740,127447,71788,59571,179975,219742,150707,102625,93676,131651,130030,60959,70861,67763,74575,97778,80760,80416,97057,95534,277737,210502,7292586
214,385063,106652,77563,89917,597253,483800,121664,82315,393266,596039,520285,425799,91619,112350,517250,164913,105341,78359,80891,130451,112892,307721,155532,203695,172048,215238,95153,120246,82830,111843,280540,97346,112935,110495,96832,142348,92419,98891,201036,99252,121959,210093,230952,8633086
215,83937,99118,134733,237234,127892,107203,111022,116420,161894,73407,163971,195044,59007,195705,104774,77084,82931,120422,132034,84492,134511,111081,157575,150247,80556,86576,177806,174985,115378,87568,98967,103054,88376,112329,60041,72535,90625,167930,90745,70644,132754,178831,83488,5094926
216,83082,79089,103675,637731,60760,316644,118803,431438,476031,302454,89514,293575,160914,425055,541786,146570,90987,109813,147271,132005,132568,93350,170877,245118,186532,143865,139257,205521,98287,208132,185710,134856,57928,125377,124973,128195,87191,120892,62502,172911,57989,132928,272269,8034425
217,464120,143357,1545715,278356,460721,387756,596367,439320,701961,148006,505756,660281,324507,106486,524987,359568,95167,71247,165567,66127,153244,87841,181736,153591,223645,60854,235892,262347,121831,729108,375753,224334,182507,814577,228982,176062,59669,204550,861079,798807,152278,112204,364287,14810550
218,127880,104434,269056,102256,90580,94338,385684,236853,123263,71512,281695,117902,250779,168246,75330,74015,83455,73329,85503,91468,107400,73707,121095,111163,65711,166994,125768,155898,63762,300481,233878,166261,127006,71994,383257,611974,106455,96920,71497,92727,167640,127893,269488,6726547
219,128644,177274,676548,301587,305576,572738,143417,342673,972842,297984,247062,170129,166130,842266,570652,154514,102681,100281,87127,139059,72342,126906,143280,156108,82246,183838,174957,177355,81678,49233,355277,200236,275545,661068,428302,359761,158671,55278,1035125,136148,133491,123780,145803,11815612
220,356469,295607,82905,374938,811086,156992,674557,1857690,599374,303027,224225,210533,333531,1332394,532868,110591,210388,154517,175690,142714,115639,197518,214266,63266,68143,69238,321561,189933,108789,367911,148736,150000,65739,237500,84269,393354,480016,429453,1126071,212635,128004,1222135,463347,15797619
221,396075,76656,250777,495083,102290,335436,889022,903129,117039,120836,71324,82629,733048,110865,512586,131087,127474,206846,140565,90326,247518,192002,161166,228857,68318,106570,61606,114116,118694,191558,58928,88012,100647,87688,127712,91552,114551,105696,108660,182526,250633,101524,326262,9127889
222,82630,99982,60770,152808,67230,184371,135776,89437,91600,127258,116718,66539,244734,230244,96270,97113,82940,112455,152405,156219,100107,74358,84425,120284,117664,112296,92399,60670,82192,98580,94503,78597,71356,88067,119787,97643,82732,85581,150934,136183,103712,95092,197888,4792549
223,95758,69683,374375,303355,279105,549045,59724,364852,103684,129327,60203,416516,536167,126051,367513,111244,79093,116352,122430,170084,115672,82982,133024,155834,54415,110824,181597,150925,161379,164204,106753,127521,63463,73674,115751,91835,80594,129289,167864,63755,95184,60411,246141,7167652
224,281613,83157,272299,116116,778712,579711,265513,324313,107701,517769,147096,212630,86080,209451,86175,128373,113062,79758,123564,110632,110760,152413,85950,173564,217043,191536,77571,208584,188705,84444,513074,247924,248525,75846,623833,82387,91772,61385,93321,835347,755417,115086,165720,10023932
225,196750,174408,73696,119369,91089,421592,204645,250701,109861,463784,214601,183194,68169,198958,82603,100906,82635,102353,78413,127795,117030,153839,124808,168016,172281,76450,208326,244426,198100,78593,263834,81155,71037,73038,77403,376950,368066,96276,70026,82344,130933,202170,51631,6832254
226,104526,89665,137852,304541,88278,263941,181582,243254,88285,145621,187911,197463,61667,204737,74176,128810,83688,82502,83096,110549,78730,89964,138151,112106,128222,107208,234881,136189,82858,79367,234351,319396,222816,72688,68413,86098,85532,86314,103782,89319,137787,76701,131468,5764485
227,130200,71310,120637,168546,64249,81209,77177,350349,106654,110688,65176,176477,98637,208003,89211,166102,94430,75147,206851,71573,91931,89944,150588,54411,74932,99922,77801,209329,209953,137518,232172,72422,70250,219135,150197,84989,79693,87675,94903,145518,238155,279715,128103,5611882
228,117528,246112,418659,138403,245192,211408,90554,552541,728225,86753,553014,245602,179579,755130,515748,103514,123119,71857,126212,135223,112751,142810,67848,151371,183670,54170,98035,56473,131872,107964,124863,287466,231588,274709,165871,58704,532183,203516,120729,196938,168239,329399,205099,9650641
229,232094,394186,144896,244387,1143904,254735,407558,1320581,142655,477242,251620,164821,1008286,103114,465238,102584,81810,158607,153006,131278,162571,172927,73591,62069,195681,136148,76389,261350,55116,75608,108846,225017,116627,229577,274838,430107,387306,155792,109092,1012037,252156,302425,57225,12315097
230,56794,54718,82362,103862,167841,61475,120632,107668,78787,104758,88699,67558,142530,194737,172627,222774,110062,84818,119809,120496,113663,109266,71720,90967,87131,78176,109768,100728,84248,142402,93551,85185,84071,68703,83234,117450,86412,64512,54447,170276,89672,78316,129529,4456434
231,415396,360578,94917,648064,244052,115538,125773,121627,154692,190708,142169,134731,124115,150879,334804,134529,170946,145280,139899,109256,113987,119550,163632,116183,117580,110731,134120,95280,102680,115795,96235,116798,120097,101311,112170,164035,85879,93328,120328,151347,189266,191459,146379,6936123
232,75672,169672,373047,115511,228830,106353,226536,170427,196851,76540,232422,144631,256704,299492,90613,133138,114928,101024,198875,96479,103522,143694,101682,129627,183622,183778,152264,87628,88422,306259,152220,115760,91373,97916,96249,95124,85247,97454,90746,58512,94460,154795,91986,6210085
233,224215,437221,381171,278913,358261,457661,333082,471132,342652,204248,365793,193266,423129,539021,587898,80789,91629,94265,130959,117365,192254,72272,135781,115158,52089,173837,57348,144107,68645,302556,251785,272427,288640,382044,244430,321354,63368,711979,159383,138837,411476,202116,361670,11236226
234,411807,117882,94039,394552,93274,462740,476923,209840,391804,109594,111883,391008,361099,221328,606358,70623,146323,142222,117522,133229,133587,141680,92688,305867,450237,122649,101985,125216,98689,59844,81993,62710,56134,129386,91732,73726,183788,141070,202539,86728,247952,407048,156261,8617559
235,165925,160075,101262,125421,100093,177109,211011,241279,190240,243585,161301,116031,91154,257511,80510,79528,131766,90008,138696,134293,153423,99015,168748,141172,182793,183937,114111,60789,155821,93289,116549,92757,91133,97365,68174,87169,93285,91289,61618,95334,86681,199339,153814,5684403
236,325286,361601,304392,181318,596596,142642,344304,159195,1015171,746050,206524,128044,232522,229069,75570,168162,140792,131658,122637,101919,168915,73434,99975,55167,194841,68331,159452,262045,122879,107799,65944,315093,160771,1130898,617420,370058,393904,84111,86076,858257,212363,628400,204685,12154270
237,218493,787180,445200,164902,132572,179876,183040,730590,155601,268866,144433,227300,93928,277387,87259,90477,152472,139419,135415,121284,119725,157661,92418,126997,89437,155286,107299,188033,182903,122206,76014,83983,222156,103014,408666,272642,286000,591510,89025,87857,574264,184359,441788,9498937
238,108022,74481,133536,294850,63845,72043,124663,235240,159847,104420,189423,49444,76995,160882,78230,86732,92005,90635,76490,117162,140568,175155,76573,71488,107058,122739,176424,142631,123064,134994,81656,83094,179993,59689,91315,76250,83473,121295,86064,97635,133655,86281,293135,5133174
239,75971,250026,341256,119872,97773,78484,363472,263203,390576,350342,449049,426713,187352,101645,492600,139485,101269,109967,61565,140523,174918,137509,169889,161086,144969,57921,97885,238852,258845,198821,99542,341273,98544,93024,139186,87436,64425,106684,196601,106662,88793,216267,78237,7898512
240,60071,93505,126207,365653,106056,58728,241131,114197,74152,218652,125299,144011,81355,213879,82717,72574,88257,84582,77560,179534,136936,150545,105319,145114,85010,141969,97258,126457,86631,114714,155512,237789,139031,76012,82804,291629,107262,136461,63159,60336,152441,201575,360968,5863052
241,73699,278957,100010,235537,188350,106171,306814,300217,369735,105737,363246,298140,282741,341555,509916,255400,115817,128379,104813,99102,123159,143849,103381,110173,154794,84768,80145,58152,390436,96775,285004,247933,200702,191256,98556,54217,600675,105222,98920,123949,178002,315394,297253,8707051
242,225433,64896,171531,157667,96723,342892,357535,224271,102095,320907,354572,105774,184838,295264,511463,163737,117517,98326,247933,138099,87585,107473,93953,178851,142541,95140,167343,156290,110342,118438,112731,123756,92513,70171,69211,68348,157089,58632,75714,136709,57255,394285,160504,7116347
243,393642,219261,183566,85727,427991,503398,250514,94770,573163,475581,611927,521828,155924,102958,586461,242011,58558,80632,77020,189266,66172,317778,157874,334912,173848,421879,160390,160706,56003,181233,306862,255644,158788,91071,122197,228429,150036,124861,322284,91056,173965,226490,204577,10321253
244,221593,308356,292494,146232,408641,235726,136132,639767,746880,177777,522790,161991,931728,228178,113463,80848,204642,150804,135095,152838,60064,139379,78563,167958,70033,178579,129826,103956,214875,107254,158870,89896,427542,201507,1480598,754329,360919,460308,950896,125189,781988,87108,483258,13608870
245,71480,153196,55571,415963,76706,326803,232741,275014,364651,357803,85308,383145,75221,414514,596358,185665,111864,141700,168856,177856,194052,74370,404122,123395,179652,121252,59722,257575,61835,81631,108928,108525,66112,113478,122805,98889,83792,127828,84142,194606,95673,156480,341099,7930378
246,230483,183673,322263,90867,236858,263597,340971,80119,456496,134806,547001,150643,156462,143682,462293,207731,114019,74946,202910,79254,133837,143139,132859,77846,117740,153227,191450,234542,127724,125595,341778,82171,107931,287603,80944,353495,58165,152697,136168,197362,118855,131512,388990,8354704
247,71637,79883,86446,60380,86889,109348,75500,194008,144702,164670,63289,121664,106624,215328,81790,111433,90194,102368,77133,72124,109026,136360,133114,117651,77340,106853,76430,148437,127665,177644,187808,75354,74917,174285,147077,88154,47076,55201,154256,178012,153462,191158,75177,4927867
248,195247,134319,344952,244155,309877,689933,1158716,230943,396177,421426,170798,205027,906330,546820,737976,200659,80896,155091,122226,150100,232647,139054,255463,121779,95754,106171,241246,75475,86553,213223,80951,79596,308593,244573,168446,628796,474851,372195,907569,56603,106463,883068,399597,13680334
249,652545,545363,118897,249889,537004,518610,402693,673431,406426,128606,291540,179297,171805,410016,458750,197379,252548,81732,134245,86313,126185,223469,200438,61076,81143,203536,197480,133866,117293,190646,195672,598270,335003,262227,283787,69500,121444,648624,64296,224827,81581,143440,593782,11654674
250,470637,156873,212830,624031,234538,450272,663216,696940,80120,105447,171384,88463,728785,73072,447031,131901,103920,150815,187656,112124,124804,275462,84889,157874,201867,145118,94735,130816,218997,404392,127274,86087,112608,107908,164341,121176,154258,105418,86399,141740,203304,57172,430016,9626710
251,153934,103510,78781,323357,79006,83080,247330,102840,177174,356499,200273,180310,234445,240411,93443,102605,82503,105259,85482,71170,75190,83025,102178,89157,252592,137498,131360,103675,129354,78603,235238,212573,270044,186959,100576,78918,534498,135118,104855,85847,132690,240949,281880,6884189
252,123768,1066104,264530,507283,354917,621491,96045,562700,194219,142909,203041,1329063,530306,241715,436488,115121,133544,216330,144579,248503,192236,105514,201126,191899,71681,119335,352079,136036,128861,349662,213438,93328,75307,393347,94069,984509,683121,642730,567406,112007,162426,1118929,129369,14651071
253,73213,183555,84771,228847,81606,77898,159464,123479,159054,59823,184910,94754,68594,184397,96211,134445,80603,156472,154970,138375,136376,89124,78951,221539,140468,117196,156875,85719,116212,116598,90335,72754,92872,96781,63072,87954,95975,49305,78833,85800,174639,73549,48801,4895169
254,113888,63856,134581,52388,57760,90852,213476,140664,110643,153007,243467,81083,118006,192977,72536,92131,78721,100849,71533,104211,85043,79391,101153,91406,74743,121638,162080,110493,252552,135307,134184,210770,150762,95462,192119,61905,56601,99443,57574,239466,172982,241284,121265,5334252
255,145803,1012751,135313,143731,139103,117583,773241,166566,168556,582650,245207,220520,77452,295142,86102,173023,135193,133860,155447,101056,109232,91698,112514,102559,177779,87364,106263,155513,84495,86517,82317,216682,87796,297191,236611,275272,453186,81392,105692,1011201,175401,324103,81059,9550136
256,106465,85044,105448,210597,101876,84337,90291,127238,113830,108938,212593,260656,176451,240253,114840,229610,102104,79956,244203,138725,112530,163505,141830,132975,188529,104279,101887,173269,102985,103136,62463,118266,78745,91912,103192,97634,87514,92665,88647,191518,95042,192570,115512,5674060
257,174164,657575,279283,207216,229452,963764,577054,599080,698412,193283,1225439,200505,175316,494122,501569,126726,182440,103677,103068,207829,191522,188965,158226,207351,82813,66826,303185,174689,93085,81603,283024,145375,940467,686843,464375,341586,146493,102875,754310,65546,426353,102754,57831,13966071
258,201132,418935,67308,232544,57944,262079,460794,573960,66867,657397,72525,124280,661326,65355,472084,116045,83915,278726,131775,124479,143193,91497,109155,56283,78798,185234,138699,207720,135145,155940,234146,126220,123547,57500,247277,196065,113680,189843,159130,182338,277277,264925,173266,8776348
259,93833,95563,199482,155403,59617,80260,57714,69982,250366,90346,71550,148717,59690,140965,143790,217193,87036,87697,89180,159289,99916,83243,88256,130533,75663,185822,133677,146843,128939,86923,81730,168961,67631,78082,78427,99738,133991,52987,59860,99444,78936,142966,139133,4799374
260,512092,351845,224760,781542,129653,119486,264641,176862,177841,103075,115441,283518,164275,102053,376868,189122,128985,134959,150522,160668,140239,164911,299760,155183,124353,120017,136699,141561,122607,124298,123157,118952,133033,106726,133627,104605,115270,135113,114589,119637,117552,103910,169026,7773033
261,124525,136228,317697,129648,89418,81779,159527,84147,279375,201239,77154,217678,97494,288640,87925,182454,108449,107239,154812,180221,105910,99876,87119,114063,211319,112012,123679,82987,117119,132688,128036,90869,89855,92516,97367,84628,84366,140724,97191,73856,95160,348977,192751,5908717
262,205033,451969,232157,260953,452232,212438,682052,421017,343180,457420,334297,177228,353234,407237,519443,63037,68358,84463,96164,158412,215125,135631,115726,124914,55365,175647,103918,111834,160068,203051,333324,236025,323852,74943,59089,269528,100606,760397,581303,108396,183779,222086,299794,10934725
263,472807,234338,133203,461529,194835,378604,474232,301970,448278,235523,199997,267508,403161,192324,654507,81563,144437,76987,85243,123753,240214,211340,101184,306877,153866,115867,132262,144942,104296,58157,87334,71284,55684,110075,109903,89601,178868,181743,222949,100963,123753,413913,148930,9028804
264,181780,174184,153482,822876,195455,231949,146044,236954,343059,318775,688104,147610,150339,359721,69394,67327,125776,94252,193228,162236,85974,134617,101668,100091,78219,193790,87693,81657,199963,116408,68188,70173,233707,66156,966281,515323,261858,484628,61627,125151,418187,194470,196037,9704411
265,189706,297381,112781,162316,146659,202779,86046,90507,174616,158294,146275,156573,71164,238249,78838,68931,92369,89846,247072,133659,107012,82084,153424,136599,172809,136666,97315,84858,178185,152730,88208,105346,84944,95789,115935,77339,89422,65733,120448,74432,98382,84161,325041,5670923
266,207459,117574,237174,130563,94109,198767,100210,81429,67734,148424,104511,143464,133372,192614,78888,87968,119276,152706,103829,65680,131520,83108,96395,122192,149545,100966,127425,93705,83498,95134,92995,256622,201280,78291,63239,83030,87979,88688,89168,99857,144738,209602,396843,5541571
267,104380,88218,105190,193081,71862,123808,158652,94536,79286,326855,229117,69260,130573,263059,78808,105033,112392,86811,114559,80575,97701,227913,86484,66976,83307,151817,98299,100119,165150,176985,151593,102651,102893,198045,148425,103379,83405,195166,101819,128514,159831,204965,96908,5648400
268,124486,376676,428865,150746,89910,124089,457812,175554,511400,298103,393703,485560,95574,176161,510283,74389,83868,109299,76619,116074,214716,103062,127348,169725,71867,54715,142794,193102,292359,279328,247784,119479,79099,65259,185044,73495,57514,132351,303809,90229,52374,220753,295689,8431066
269,378777,117672,326651,216620,91354,125780,101682,558065,135334,616523,122229,145446,124156,325924,91803,161041,112050,150286,119420,141067,79744,104089,88684,182082,78086,89390,155630,103522,90647,77177,202390,67806,626281,303225,266510,477206,51438,80385,906506,126957,159679,171699,205292,8856305
270,129823,328457,164557,114942,83556,172947,410511,373815,269564,236940,258218,331457,125593,205268,602705,241917,81322,117800,117042,55520,128422,108196,143353,154544,65201,197356,189747,147345,139487,115256,110758,114144,77112,67249,115366,54850,157541,51561,132723,143765,202327,139617,199577,7377451
271,897503,382789,109118,237678,97336,442657,474501,506521,174736,412178,327824,637131,253624,345754,658289,273204,143309,88512,317835,95215,133502,165946,200646,152930,139097,68305,226696,252559,75244,238752,242407,350018,69206,292927,50991,87198,112693,51765,1246759,820481,81709,75607,145163,12156315
272,422984,133568,74583,92664,442144,616627,133956,197368,450857,483593,569449,555316,127422,91878,579964,235853,77526,70564,61176,178572,70531,263891,302608,355670,49771,175088,130522,180393,160233,96824,52735,170500,243780,148653,97090,357982,143875,106306,202069,206358,119124,181574,456436,9868077
273,403937,169142,124834,111679,192944,84913,68540,103005,98766,106950,340439,112966,120794,171444,94714,75317,93245,95929,87552,205497,134750,102796,103564,140454,126830,129099,132159,152346,112813,88027,171167,99710,83405,69493,54822,538997,390004,85235,57787,65424,142847,135448,168098,6147882
274,76817,122575,223086,653752,166771,464085,116085,405372,425897,715987,225404,574391,99799,504401,619808,212598,58600,112582,159636,144338,254630,93957,76207,57018,553285,156635,62211,316184,127848,74362,254279,198345,307390,319434,107785,120077,620731,238064,94154,369997,99622,313921,613780,11511900
275,278067,161906,375204,148736,267487,354811,383693,182765,455361,234260,482458,154104,76648,116586,498443,136750,129787,67161,223374,93220,258908,113764,99948,122250,208641,192922,119013,139375,65097,111476,259236,101924,361202,287430,72807,68347,58640,159795,86801,91677,84125,129513,168670,8182382
276,122847,317241,1353273,136624,179807,195720,131485,159632,254986,906337,190936,90026,181444,345177,103868,85326,96953,147200,110224,155639,148602,165821,220020,70642,81930,84161,268595,140471,81682,483432,136448,69249,82315,424971,81409,321765,597376,384593,531488,90134,133299,958571,216018,11037737
277,93663,173411,377630,299644,518224,590646,93121,198444,326259,430654,145654,93147,84763,351694,622901,212294,96410,101624,80915,116313,106347,127574,152432,148350,164563,140726,148486,51282,80187,334840,323779,122221,74105,51649,192743,149978,222890,74946,125694,115531,107364,50314,381026,8454438
278,283988,96827,163046,382901,491020,91421,517353,518598,449681,86594,89606,65991,88936,399816,479516,185215,91913,100868,224273,210828,66238,126996,126367,107090,98790,98072,157157,152534,116004,59289,191167,178529,76570,74260,89425,68191,147821,79405,78041,218486,154857,193623,358243,8035546
279,527625,84412,327877,713529,116249,696722,599068,738152,194415,108005,169197,109825,583974,84059,614949,325301,90895,192585,235692,105716,49601,255061,82211,182434,79142,52956,251371,165791,189242,199475,197127,204247,131328,77360,359149,179012,153893,104142,69214,424831,507265,289654,442033,11264786
280,447174,118217,775742,734603,119293,310754,253314,191022,211116,319245,301623,200786,125792,241227,103491,138305,119211,129189,86004,94457,89305,113180,112616,315828,212659,179535,98105,189891,201075,86035,351602,205037,237109,98697,361848,81616,94349,93291,88209,1232378,839559,89175,122158,10513822
281,112648,157323,324146,568454,907723,487273,720399,555179,226213,200746,116134,1300590,612680,96933,480725,118442,98447,86797,120823,217836,157832,66653,66451,271637,186638,79378,92697,264921,205383,212870,134612,275598,51516,451926,345262,239296,505995,200227,134813,870366,277764,256896,43066,12901308
282,210639,137580,135593,370945,170527,271570,151310,71560,214499,86664,119985,133420,105117,258340,86323,97040,80705,85209,97889,92621,183615,154456,139012,152529,165458,104514,100055,255463,228793,176158,56707,152335,90734,100209,72665,81889,629873,379662,77173,67923,79244,294828,195116,6915947
283,90456,126948,65640,46948,90251,201000,45070,87598,68246,204035,94470,68339,78504,165429,82084,135215,130486,144747,75930,82195,171652,136675,128060,103615,77770,91505,109776,64148,90927,87735,80865,89539,79896,103904,88928,55257,57171,96164,52533,90848,240832,146252,105922,4433565
284,90528,140372,220195,91236,169351,149191,133091,66821,122512,265972,141013,186701,80348,241040,76496,113434,74854,103202,70098,96740,86909,113300,73487,77288,144990,100893,146174,143454,185188,123771,76228,86712,153883,385762,219882,79212,61823,86577,121818,143108,187689,74039,129568,5634950
285,107329,116089,103606,114417,166929,79017,220056,94549,114605,241133,156198,146374,61978,218633,100727,310209,111650,156245,204997,66599,137825,159920,149998,113156,93007,136674,120073,186274,74893,87558,71558,91979,96547,96226,132769,102490,79815,108310,93609,130156,94796,252657,79518,5581148
286,92361,491647,246372,314871,72651,206003,83903,411646,807269,196694,679467,127634,85143,459043,481694,85735,153707,61419,108735,155107,94464,190844,102923,90703,85948,136738,54805,61544,52397,150521,234140,355987,182575,399633,363392,64920,105021,659596,168100,109133,60441,169110,238708,9452744
287,294140,443416,184644,123235,95822,431159,593776,607349,151341,708914,155014,68277,503651,69872,445693,99130,74822,110042,132886,187699,205320,99277,93642,61136,103418,264675,186797,314382,89475,123045,181069,111904,189461,85125,108201,137688,99652,210924,191620,162306,117837,74667,160172,8852675
288,74972,151491,63066,59018,70718,73258,49396,115255,154825,117729,130208,66600,60094,123951,132008,232244,88960,72033,108604,125224,112104,89347,93766,92790,85222,79109,83476,262843,138961,128364,81999,84375,56800,68114,80591,74187,96303,62053,49693,98487,211419,177891,205512,4583060
289,734403,275308,162517,367881,123202,241369,139551,333100,526115,205345,127012,148281,222097,103458,367970,193875,166635,153825,129763,103723,129387,140342,145707,140829,247663,159283,342000,177256,121801,150922,207754,183040,134845,111583,102666,109507,118670,120312,115518,149037,282526,183988,107803,8507869
290,200985,138156,118705,137089,169212,261640,85548,181525,131799,136929,100005,169340,127833,395025,81970,151101,141025,95497,149636,76792,119093,144631,129843,118365,147028,58848,105952,57247,90978,206545,220311,109814,165884,100936,108472,97964,92537,297872,100529,63968,157601,185526,215641,6145397
291,347064,537629,156455,227772,674794,287990,730683,981852,1075634,176728,430686,156666,332412,515820,626621,128514,79542,102994,115746,273092,177468,98506,145253,194616,176245,153620,169894,237546,78139,513160,442572,239253,171970,336466,57529,58125,43579,128330,1066583,909443,88925,176417,111949,13734282
292,692611,141272,106857,425614,239525,421873,707533,161770,745477,149262,161014,304753,386709,293052,658970,71216,180033,81917,135493,177426,157186,231998,104589,124356,112890,98027,114895,114915,139837,109575,83861,74149,74082,130716,113608,96955,240456,179689,327290,162547,120531,439077,206450,9800056
293,205779,124415,114392,191897,146381,117097,204634,74176,349792,91238,113813,61034,212180,265495,77944,98166,99425,95300,160601,133514,169939,157326,144033,91711,84863,137252,93269,178834,144235,59842,159705,102923,112598,92794,65374,109083,87816,49657,85820,95441,135433,241102,338107,5874430
294,273620,324833,104710,176302,121294,248126,125144,251173,290037,449438,104902,144523,152525,249805,77569,62523,103606,78162,180465,110583,114732,86728,147838,79484,224889,165165,106469,156637,205236,257940,108807,202111,77462,75085,91244,88318,285703,229305,150810,101382,52130,341469,352171,7330455
295,126739,194638,344669,72312,71982,80797,137188,111994,238688,253043,199630,76490,200028,201852,78623,66691,106626,112754,78800,165771,103011,79180,102810,110208,91662,118478,125426,233519,187828,86151,73710,224441,77912,102634,61541,89806,92962,93334,160803,133248,142291,333725,126825,5870820
296,88476,182100,130958,293006,88456,67269,85370,122730,98662,243216,200141,179772,45143,196086,75765,83904,84359,80391,94982,89696,76453,101025,105185,63349,86242,139315,126249,58649,174372,121374,243843,173770,76734,54702,264617,71570,84121,83932,92905,182151,123915,283236,408483,5726674
297,157697,533041,406966,193186,378720,336512,363406,198120,568268,534426,694676,482923,520173,383908,524374,117004,95361,83115,171960,100993,195698,74702,143737,106901,79679,177802,129561,241058,237429,249389,105661,176602,195367,538470,544817,213206,56336,705118,56577,202083,110794,132973,441374,11960163
298,200246,159500,159013,240053,805662,91824,123780,147859,222024,210529,868467,186487,225122,218343,100746,103404,123205,165901,310466,260972,108950,248431,86622,104905,112351,191617,67238,121650,225524,82931,63308,78124,199424,111444,274605,240254,645473,385968,67198,65813,607646,84397,353257,9450733
299,66953,283561,55031,87458,78763,161092,338843,260597,285254,123196,187480,353599,94643,241586,523197,115496,114737,124544,122487,107303,144540,111917,111737,142492,216745,91720,149550,64002,93586,126940,89092,84181,56350,67667,114643,85278,175911,54472,67358,254337,281793,135768,118613,6564512
300,462677,122137,159607,75013,105308,413542,525834,494055,111456,347433,571209,222678,94764,561392,597629,280344,208857,137525,105891,103384,102852,199995,104148,133082,151515,142355,198852,451696,54855,97933,135649,148502,199953,491784,72632,162248,165937,74124,119069,129646,104359,114307,423309,9679537
301,406461,85604,80995,75614,392481,559990,100301,72813,307101,500088,594152,499647,115367,202412,411885,402671,100862,153777,107706,163106,105426,88664,263391,300230,60909,132153,128857,162263,87840,111845,89145,82105,125803,125340,138962,172728,140451,89452,131754,87087,107744,214292,366208,8645682
302,84846,104410,124588,115115,210172,98791,59641,54322,225073,160898,143413,133854,110785,233533,102886,91029,103067,106061,100250,177682,87405,79482,169630,154917,166122,127758,132398,127903,66889,176031,125068,95815,90535,104852,69968,92417,99878,92060,47091,114945,152958,134033,214626,5263197
303,134805,102782,85084,535567,178137,316449,129316,394649,481941,497997,129853,379829,176726,360499,538135,172850,85274,107515,123838,92284,232518,95119,159984,113321,315210,133396,120318,83749,93529,69427,220389,296956,85240,278171,103087,134149,115270,114106,62772,256610,116839,173198,264399,8661287
304,893478,89403,769379,180055,237805,496105,473053,130364,578348,183942,669096,129995,348846,171188,426561,162075,129424,77359,323787,61155,104722,125376,109508,170583,209323,259334,135715,183084,204400,149372,432557,270734,257674,150415,383780,49592,56445,149568,78020,1102908,951421,50287,501512,12617748
305,119639,99259,247292,61922,75249,84075,208795,49473,174472,83617,99236,84819,201979,182863,91337,90777,57757,94786,74589,93156,183806,117519,145294,67269,206928,84010,103079,125620,163466,129566,132980,81749,193335,85907,90094,86991,60481,63527,104482,293254,208890,155729,200096,5359164
306,69281,129858,299514,174257,292160,367121,97780,170128,423898,277942,90024,114081,95346,417932,467624,144689,122749,74409,69955,115860,99164,89691,106630,144945,76309,94275,61536,88172,166945,198615,126221,377930,140591,95978,166047,306508,61139,58579,109862,184918,193145,276427,465105,7703340
307,875796,561648,471349,772143,447415,168245,532070,872906,974060,140381,230332,523174,195875,1113755,528613,199857,136542,96907,102905,295106,64095,159922,162470,211142,69343,163831,345974,116462,226228,171684,419868,162672,412191,234679,690958,333927,127489,692972,980146,60333,336113,103263,529819,16014660
308,668362,256010,231183,588210,156818,619891,770794,1788879,129289,147673,191721,226510,798612,943157,591671,280677,132303,225959,301452,230512,204416,232155,287127,207755,70587,61647,181125,90366,171708,251712,113950,126597,113146,262228,196732,392551,432762,1040071,630224,166373,257267,1015753,123099,15909034
309,126296,175877,98834,166030,67818,187909,161130,253157,143568,204900,275590,88293,70336,304839,100038,123731,98223,144857,74826,120378,118956,120369,111261,119308,88537,109908,143786,106130,97044,141326,109212,83387,99092,108081,141760,80702,94121,86619,93473,135471,276017,185618,46910,5683718
310,147757,179966,648615,470269,456847,822648,73392,365811,131595,98034,83020,404690,720062,225841,442514,114949,82256,65938,110554,109346,315087,92991,70542,303729,154250,119919,129975,198557,279189,266680,296112,123235,61420,83285,123738,294186,247028,191337,186455,81947,341350,259132,96254,10070502
