node,dir_0,dir_1,dir_2,dir_3,dir_4,dir_5,dir_6,dir_7,dir_8,dir_9,dir_10,dir_11,dir_12,dir_13,dir_14,dir_15,dir_16,dir_17,dir_18,total
89,14000,14000,25000,34000,44000,38000,52000,51000,47000,45000,36000,45000,44000,25000,26000,22000,22000,48000,49000,681000
90,51000,14000,15000,29000,27000,73000,54000,71000,53000,43000,47000,52000,27000,27000,25000,22000,50000,51000,20000,751000
91,280000,266000,252000,238000,238000,238000,337000,337000,337000,337000,337000,337000,337000,337000,337000,337000,337000,337000,337000,5893000
92,280000,214000,252000,201000,211000,232000,280000,257000,248000,252000,255000,263000,270000,254000,244000,239000,238000,234000,246000,4670000
93,153000,130000,47000,105000,65000,132000,140000,81000,60000,39000,30000,28000,25000,26000,23000,24000,21000,22000,19000,1170000
94,266000,60000,224000,140000,203000,197000,259000,234000,237000,225000,221000,226000,223000,218000,212000,219000,226000,220000,227000,4037000
95,252000,252000,224000,65000,79000,211000,291000,266000,257000,253000,250000,245000,240000,247000,240000,254000,248000,256000,263000,4393000
96,139000,77000,101000,45000,60000,104000,134000,79000,70000,43000,36000,31000,27000,25000,26000,23000,23000,22000,19000,1084000
97,77000,125000,52000,45000,106000,97000,134000,78000,54000,37000,32000,29000,27000,25000,25000,23000,23000,22000,21000,1032000
98,121000,109000,58000,43000,105000,58000,106000,79000,55000,52000,40000,29000,30000,26000,26000,22000,22000,20000,21000,1022000
99,134000,51000,55000,91000,53000,92000,108000,102000,65000,51000,35000,32000,30000,27000,25000,22000,22000,20000,20000,1035000
100,238000,61000,57000,68000,184000,184000,196000,185000,181000,174000,175000,165000,180000,169000,159000,156000,166000,159000,157000,3014000
101,238000,211000,55000,64000,197000,89000,229000,215000,201000,202000,202000,197000,189000,180000,193000,191000,185000,192000,187000,3417000
102,146000,72000,48000,47000,118000,99000,113000,101000,90000,88000,58000,49000,35000,35000,24000,25000,21000,20000,20000,1209000
103,238000,69000,197000,67000,197000,77000,203000,188000,171000,166000,159000,161000,160000,162000,170000,179000,183000,168000,163000,3078000
104,93000,77000,78000,29000,36000,17000,111000,42000,62000,43000,44000,28000,27000,25000,25000,47000,49000,22000,48000,903000
105,43000,83000,48000,74000,20000,24000,52000,62000,43000,67000,40000,47000,28000,24000,26000,23000,44000,47000,19000,814000
106,27000,49000,43000,68000,16000,16000,49000,44000,48000,43000,38000,39000,41000,24000,24000,23000,23000,43000,46000,704000
107,36000,25000,35000,36000,63000,15000,47000,41000,43000,40000,40000,43000,38000,39000,24000,22000,23000,22000,41000,673000
108,33000,24000,24000,28000,25000,52000,41000,40000,41000,39000,38000,42000,32000,36000,36000,22000,22000,22000,19000,616000
109,23000,24000,20000,25000,25000,39000,39000,35000,34000,38000,36000,37000,37000,31000,37000,34000,22000,20000,21000,577000
110,20000,19000,18000,24000,16000,20000,34000,33000,34000,31000,38000,35000,31000,32000,26000,33000,33000,20000,21000,518000
111,20000,18000,18000,21000,16000,18000,27000,30000,30000,28000,31000,37000,29000,30000,30000,24000,30000,29000,20000,486000
112,18000,17000,16000,19000,15000,14000,25000,28000,28000,30000,24000,26000,35000,27000,27000,25000,21000,28000,27000,450000
113,19000,16000,16000,16000,16000,14000,24000,24000,26000,27000,26000,23000,25000,31000,26000,25000,25000,20000,23000,422000
114,19000,17000,15000,16000,15000,15000,21000,21000,23000,24000,25000,24000,23000,25000,26000,23000,23000,24000,20000,399000
115,17000,16000,14000,15000,14000,14000,21000,20000,20000,21000,23000,22000,22000,20000,20000,22000,20000,21000,21000,363000
116,17000,16000,15000,14000,14000,14000,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,337000
