node,dir_0,dir_1,dir_2,dir_3,dir_4,dir_5,dir_6,dir_7,dir_8,dir_9,dir_10,dir_11,dir_12,dir_13,dir_14,dir_15,dir_16,dir_17,dir_18,total
180,5748,6956,3483,11655,6829,9081,7369,8540,7383,10083,12011,9758,6887,2239,4193,4988,3877,6744,3789,131613
181,13651,13894,13986,11288,14243,12561,13382,14041,12236,12487,15945,15329,14756,13424,7394,8847,6261,10326,8895,232946
182,37189,27236,26089,18686,17533,13294,9534,9522,9839,9758,8298,11384,11652,10765,11318,6021,4203,8277,8600,259198
183,2254,5644,5666,5870,4982,5518,9377,8103,2527,7308,8275,7432,4366,7838,4428,10208,9459,9139,10608,129002
184,21862,11019,18434,17183,11062,16109,12211,12794,13580,12327,11047,13106,8889,10951,7179,5992,6283,7288,7205,224521
185,4447,2529,2389,5451,5904,5456,3522,5709,5842,6169,7460,6905,6897,8951,8661,6279,4248,10611,8575,116005
186,5670,4891,6121,5127,5061,6793,7092,7858,8751,6840,10213,7335,11868,13464,13424,7242,12658,7251,7663,155322
187,17805,14361,15554,13354,12198,15756,13044,10389,9383,11936,13610,5812,10174,10228,6060,13783,10876,11545,5126,220994
188,13973,17291,14960,17729,13494,10567,11872,12651,13644,8180,13210,14871,9239,18680,11488,9165,8695,7331,7896,234936
189,16112,14651,9443,13411,11864,11525,10097,15067,11767,22317,6722,13182,7512,11000,8048,6513,9734,5964,17514,222443
190,17227,9705,12202,7734,7672,10479,14049,8245,9602,8551,11342,7021,9940,9432,10546,4963,6308,11273,7495,183786
191,4278,2582,4439,4132,2913,5109,5577,2620,3119,3209,5074,6761,5907,8315,4236,6225,12978,8676,5970,102120
192,7808,5826,7438,5692,8258,5485,3221,5197,6085,8267,7398,11784,8378,6163,11153,9673,13428,10322,12960,154536
193,18007,17329,15161,12298,12838,10622,12670,8196,9479,8307,5750,6797,8950,7323,5245,6791,9052,7605,5597,188017
194,8960,8625,8242,9925,5586,5943,4828,7448,7591,5773,10235,9398,9028,11779,15453,5766,11550,11535,9381,167046
195,4045,1678,1396,2279,1358,372,2591,225,2245,2915,1236,684,4265,2717,1232,2084,1332,2764,2463,37881
196,4257,21710,7581,5711,11028,10499,11985,6663,12962,13391,6456,11375,14644,4202,11202,14979,4405,5790,11318,190158
197,12145,3384,5080,7560,8972,7090,3112,6027,4195,4099,7031,5953,11593,1429,4135,2161,3323,5685,4310,107284
198,523,1773,6812,8186,3469,5177,6486,2895,4541,7062,5187,3629,5864,5425,1909,1675,3320,4572,2950,81455
199,5746,6241,8512,7395,8086,10681,10818,9116,14757,11089,4794,7113,6859,7246,8758,4021,7457,3980,10746,153415
200,7173,6622,5051,6169,7636,5849,10704,10656,14590,5355,6336,8166,7608,375,3250,14130,9221,1540,11414,141845
201,9946,8116,8104,11909,6189,4930,10716,12894,10137,7343,3739,7674,8606,353,8507,9273,3945,1250,13517,147148
