node,dir_0,dir_1,dir_2,dir_3,dir_4,dir_5,dir_6,dir_7,dir_8,dir_9,dir_10,dir_11,dir_12,dir_13,dir_14,dir_15,dir_16,dir_17,dir_18,dir_19,dir_20,dir_21,dir_22,dir_23,dir_24,dir_25,dir_26,dir_27,dir_28,dir_29,dir_30,dir_31,dir_32,dir_33,dir_34,dir_35,dir_36,dir_37,dir_38,dir_39,dir_40,dir_41,dir_42,total
1007,7635,31686,7634,26768,7019,7987,42990,25291,20510,13270,10710,15056,11153,8040,19899,15266,15177,17991,31076,32639,16656,16797,12600,9798,8123,24304,15938,7812,5059,45837,17459,11241,9737,8614,9999,10850,11150,6726,12877,13775,17692,18716,39017,718574
1008,5910,27713,8795,30381,12505,9472,43026,19829,15466,11171,14163,6895,12614,11835,5721,14935,12892,13532,40589,39770,20051,17603,18047,16600,10886,10990,5821,13290,8115,31999,20056,7935,10778,3682,7416,8325,9865,7916,13512,11932,15721,18662,31520,677936
1009,7358,33201,9590,23381,5064,13829,17944,11657,16278,10008,7443,4221,6400,5311,11821,4472,9292,6202,40897,28958,22158,18168,10132,10566,12777,15664,7519,6745,3928,13602,6971,9967,5848,5675,5175,4433,13837,5279,11795,9088,7351,10854,30612,521471
1010,14477,37811,13580,41422,7320,7302,26935,14716,16005,18012,17296,16858,15178,14133,12017,15676,11467,46787,39104,25929,24266,24992,17297,12900,14053,10165,13172,16857,14681,7973,7684,5235,5723,2294,4721,4141,6542,3823,8499,7458,11372,8608,22154,666635
1011,13669,14413,11746,45413,8923,10316,17208,14202,10332,7366,10503,9848,5976,4155,8479,10590,9051,29885,24822,15019,13628,15638,8579,7947,5803,12721,6101,10481,8514,7731,8248,3713,4293,3871,1658,4177,2804,2658,4849,5956,10219,7604,25590,464699
1012,10143,33276,11433,30828,10058,7547,6196,8794,6689,5475,6292,14516,4571,4578,2630,7298,6551,31061,24905,13101,10370,9591,6874,4003,5935,5085,12389,12774,10673,11799,12624,12035,6444,6752,6575,4872,4783,3569,4087,3328,5970,5206,19925,431605
1013,19997,22764,9625,25920,7019,7690,8068,4318,7770,6593,6191,14477,8931,8319,12672,4339,8623,39143,26954,16997,16403,5195,7654,5067,4117,6614,5633,8713,7707,11886,6464,6920,6144,6930,6445,4570,4095,3946,4681,5569,5653,6061,20452,433329
1014,11373,42036,17028,51554,19077,16544,12647,7276,7431,10253,7497,7411,14191,11477,4640,3765,3837,38554,33965,17355,12251,10523,10641,8320,7404,9773,7364,7806,7946,14895,7277,8348,3825,5532,5206,4900,9377,2490,9258,12961,7666,9988,18577,540239
1015,6988,37763,14789,43581,18623,15742,15186,8241,5281,10317,6956,7959,12075,8295,4967,3161,3402,41756,30164,18846,10780,8538,10481,7711,9671,5399,4932,5087,7149,9740,2748,3486,3261,5193,5565,5106,5312,1386,4885,9678,6600,9640,6748,463188
1016,8093,41630,17502,21566,19201,12823,13588,13528,6812,5661,11935,12002,14548,13800,9735,5205,5448,37341,28848,22210,16218,15934,11899,14211,14709,13860,7829,4145,7274,12135,6470,10660,4017,5842,5437,7119,8486,14790,7740,8337,8868,12762,31327,571545
1017,8900,31585,12001,20941,13182,10692,10660,16383,7001,7438,7228,6367,6937,14782,15101,8643,4913,41727,35876,15526,8428,17670,14468,9318,7915,9263,9735,5021,5699,8591,8736,8328,4136,12029,5166,6062,9753,18368,12821,20786,10341,10762,22242,541521
1018,4653,38039,22950,16176,16278,16365,12255,12401,9801,6705,6574,7901,9684,5963,7813,20204,8499,38835,30427,22920,15051,25192,14420,17447,12315,12978,7498,9330,9455,14806,10779,8266,7941,7376,9742,7250,7234,15058,15083,14255,17520,9791,21488,604718
