node,dir_0,dir_1,dir_2,dir_3,dir_4,dir_5,dir_6,dir_7,dir_8,dir_9,dir_10,dir_11,dir_12,dir_13,dir_14,dir_15,dir_16,dir_17,dir_18,dir_19,dir_20,dir_21,dir_22,dir_23,dir_24,total
109,69787,88805,60819,69128,51153,63573,49613,44656,36457,6250,63302,41221,76806,92726,50320,72306,46523,60681,23341,55609,68889,32690,10000,43636,78578,1356869
110,49877,46550,33246,69983,63424,67825,63846,52536,30081,33843,34819,31979,29174,42401,44659,58850,67993,111703,69243,98407,68844,79551,37344,53284,54617,1394079
111,75305,54105,50627,79563,77763,51708,67498,130922,55130,93200,45529,24228,39996,32289,47618,33288,23995,56845,57442,60426,96684,100270,133626,59356,32765,1580178
112,16280,39854,36093,35060,103352,62974,34485,124070,81758,14871,0,37383,67850,63583,26068,36255,59791,68547,24066,69658,47319,38730,135252,106144,52062,1381505
113,26496,36995,64143,72203,89474,55426,33041,80675,23285,110799,55598,21197,43161,17855,50269,23358,57699,33369,26393,48613,46055,38860,54634,71869,51769,1233236
114,59378,50729,32235,38834,36718,58806,25165,70303,27647,112922,26944,22924,94719,106090,69223,55702,19434,33421,49894,32327,28349,50294,76497,42286,52662,1273503
115,73527,29600,4867,93541,23328,44651,56472,85363,76985,95459,54709,38631,68244,39120,83173,46765,121566,66655,52081,13670,78062,35896,45488,23180,24780,1375813
116,51949,7603,58040,58037,10000,40372,28441,41191,42478,22360,16342,30109,28826,20000,21669,102685,79278,95654,30410,59618,79693,76508,36984,39694,25545,1103486
117,46617,44743,23944,30293,41267,20238,49072,16461,42918,41242,48182,42153,20000,38309,64775,48026,29121,51113,87861,77595,44557,27595,63867,64262,46086,1110297
118,107705,60823,38652,3663,61663,34226,17011,53740,58933,110727,57580,10000,70143,33717,74139,35827,16753,91461,47211,45663,63275,89668,63672,60323,90494,1397069
119,129255,129596,79771,120308,80814,182471,38613,119309,57872,52664,55216,67144,14034,38298,52470,63226,38082,65157,14931,48991,10000,34941,54734,49590,20658,1618145
120,207987,165437,168532,145184,58131,85360,100193,30794,30000,113996,47059,61232,33508,40713,115058,54483,40619,75577,65023,29781,59419,77552,87456,31951,31959,1957004
121,103828,189193,59338,152986,177536,73814,167542,113441,23319,91819,53554,13261,19993,20000,71007,65638,86067,38894,39127,81475,57755,76628,90122,64716,46279,1977332
122,83721,79963,66526,58284,91656,81374,137506,53537,26930,39192,45230,27176,73052,34171,33105,39592,43841,39279,34861,75569,68037,70615,62809,45640,75777,1487443
123,28882,103861,34702,60612,52443,106075,97862,117629,20000,124338,40893,28659,56485,43068,43048,34755,95254,44635,47119,26646,63582,30000,20000,36692,48690,1405930
124,81253,86530,41831,63932,131212,93751,44546,72742,30018,15346,38412,27792,82243,50567,45013,53459,45911,51082,71028,65418,74477,89972,42300,54372,42905,1496112
125,37352,36567,64610,71252,74668,53006,74916,64984,29634,44426,78062,61995,33507,63029,30920,36472,13415,61508,54846,61503,66503,57175,126522,81208,67950,1446030
126,63955,51438,29979,63836,65967,57499,14768,29945,39993,78422,59618,78930,26722,78984,85003,102682,63201,35177,104030,30910,27041,23344,103548,26824,78882,1420698
127,56192,45953,68646,80419,40131,56969,78227,30000,45645,60806,43183,23593,46198,64024,19024,51367,50644,64091,99770,96407,48111,57001,47628,97250,43114,1414393
128,77606,101233,62480,67726,117409,48119,64827,53021,29398,26803,20000,60977,43045,41371,13158,62398,35007,65481,61506,70048,99750,74579,85871,73395,119875,1575083
