node,dir_0,dir_1,dir_2,dir_3,dir_4,dir_5,dir_6,dir_7,dir_8,dir_9,dir_10,dir_11,dir_12,dir_13,dir_14,dir_15,dir_16,dir_17,dir_18,dir_19,dir_20,dir_21,dir_22,dir_23,dir_24,dir_25,dir_26,dir_27,dir_28,total
114,10227,6719,3840,4866,12635,8618,11869,8393,7008,12868,20506,11947,9384,7536,6378,9721,8372,10610,9689,8791,10073,18925,17391,5356,9170,13135,5117,8777,8430,286351
115,11359,35579,30280,21983,29625,18744,14573,8672,7819,17535,8316,13255,5591,9078,21617,15479,17426,24359,10046,17921,10858,19116,22196,5725,10397,12176,20512,7616,5389,453242
116,4000,21227,37679,22518,20742,16242,18431,7112,9520,14964,8595,8773,18123,4808,5810,27997,6627,14839,14696,7256,5777,11334,4085,6625,5366,7427,12136,26530,16127,385366
117,5963,14203,28915,26173,25601,18927,16572,18117,9692,11097,12524,7580,13509,10729,15793,10151,6794,5535,9000,16434,4093,4614,15263,15666,10205,9201,21337,23508,15554,402750
118,2219,14992,19430,22102,26472,16734,14840,17978,7313,17051,7261,15581,13453,13804,3641,21290,5471,7567,5343,10687,13950,8608,9389,11208,8620,10446,14065,15865,20969,376349
119,14930,18701,17620,20255,18224,60184,36697,33117,15417,20638,40562,8821,7189,17965,14269,3105,11712,12639,18687,18595,18791,6846,31726,4697,7602,40481,29749,13530,13985,576734
120,18038,13627,14242,14409,37895,43257,38818,24213,20094,32404,28630,21983,9223,5069,22473,10688,15325,4822,13399,12776,15540,16233,18450,27500,14374,14901,20564,3613,8917,541477
121,12222,10481,13671,31614,31988,39637,21258,16878,24135,17894,24414,15654,9456,15556,8440,16095,14027,6233,19905,14776,19295,22673,12642,2199,7740,18135,22487,9590,7574,486669
122,18089,12515,25235,29613,34479,28773,19627,27945,20789,6751,30963,22781,10962,6627,24805,9215,23628,15975,12394,21739,11227,1902,9559,15862,3256,10394,27126,6472,11187,499890
123,8174,22257,20023,16735,21606,28802,31816,25094,5063,8440,10383,15645,10153,9483,10595,7925,24253,9568,3913,6810,6688,10151,4824,11414,6272,14474,4482,12389,10816,378248
124,20321,13918,19798,17896,17633,23465,18393,5559,7149,6124,29673,11652,10699,15010,8376,9723,7696,17893,7808,6381,6651,15121,11165,12546,8194,3065,9818,7733,14519,363979
125,47231,21817,18156,19686,26650,58522,11782,15118,8792,9257,36671,7774,8742,4565,8507,9986,3479,13600,12771,12055,11028,10631,8907,30047,10140,8311,41831,30937,14827,521820
126,19713,19220,16395,17740,35811,10927,7885,9089,7011,8827,30460,11197,10977,4517,11588,13904,7275,10580,3932,9806,24734,10932,9499,23030,15548,12141,6815,15394,4576,389523
127,9529,7808,8005,17590,9017,8090,7211,5676,8197,10498,7234,13230,5337,6984,9642,4453,7453,8462,8106,8064,11936,10809,7779,6568,7031,4450,11752,7614,6153,244678
