node,dir_0,dir_1,dir_2,dir_3,dir_4,dir_5,dir_6,dir_7,dir_8,dir_9,dir_10,dir_11,dir_12,dir_13,dir_14,dir_15,dir_16,dir_17,dir_18,total
324,330,35,24,16,9,50,11,27,42,0,30,4,22,19,17,32,19,27,2,716
325,147,8,92,251,16,15,39,16,78,6,8,0,6,55,0,4,34,9,23,807
326,70,13,7,20,0,30,15,27,17,22,35,21,18,22,28,20,0,7,9,381
327,132,243,72,60,66,18,109,98,57,16,78,71,33,33,68,50,69,81,63,1417
328,44,0,0,6,10,0,11,10,3,14,0,10,14,16,4,23,0,6,16,187
329,188,42,21,0,14,54,10,51,24,117,10,53,62,75,37,37,41,12,40,888
330,10,3,36,3,6,63,17,23,10,33,26,20,40,24,0,13,6,17,13,363
331,3,24,42,32,0,17,20,13,39,15,10,8,22,60,4,10,0,0,3,322
332,118,29,14,89,17,87,19,13,54,101,13,106,34,37,13,63,16,31,62,916
333,73,0,49,10,33,53,68,31,58,34,20,31,45,21,20,58,0,0,35,639
334,78,10,29,45,124,12,10,102,31,22,49,23,30,0,80,0,34,53,31,763
335,40,59,116,1,1,14,134,70,30,16,44,15,15,66,0,27,26,44,48,766
336,55,34,17,7,41,0,10,3,19,22,6,17,19,6,12,10,36,0,9,323
337,415,35,37,15,23,38,29,7,53,50,55,55,38,7,12,28,32,64,31,1024
