node,dir_0,dir_1,dir_2,dir_3,dir_4,dir_5,dir_6,dir_7,dir_8,dir_9,dir_10,dir_11,dir_12,dir_13,dir_14,dir_15,dir_16,total
214,11419,12012,11237,4057,3817,4268,3188,1634,3751,3009,5387,4102,3446,3842,5889,3612,7394,92064
215,7321,6821,11820,4111,2959,3546,8642,4993,3590,5088,4060,1785,3090,2234,3228,2471,2281,78040
216,7722,8585,8407,6942,4411,5121,4525,3542,5839,1469,8197,5768,3837,7756,3465,2226,4581,92393
217,10638,12227,15749,8157,3879,7884,5306,2606,2919,5795,3277,5555,6091,4153,4908,6356,8401,113901
218,8529,7400,9582,7982,4574,9355,10448,5288,3952,5146,2309,8755,7001,6070,5819,7881,8578,118669
219,9791,4403,10442,4398,5284,4893,5886,7363,1923,4030,3755,10424,6170,5434,5937,4183,4190,98506
220,6582,6576,14989,3894,4486,2750,3620,1141,3812,5092,3252,7042,5971,2978,3646,5093,6179,87103
221,4214,8727,10555,3959,9048,2792,1831,3300,2476,2595,7134,6506,5184,5389,4926,3950,6353,88939
222,4762,2176,6780,7219,3043,4417,4417,3921,3625,3957,2771,11640,5311,2554,3620,2032,3469,75714
223,12734,8788,5183,10713,6667,3636,1187,2566,1825,5174,2881,8145,5040,4657,5583,4457,4975,94211
224,10514,9938,10869,3591,3504,4848,7243,2519,3548,4867,7357,5709,2919,3326,6268,8005,4733,99758
225,9263,11351,16082,7466,7217,5815,6377,6067,4994,4797,5471,5204,3360,3664,5779,4979,4882,112768
226,5335,7491,11487,6321,838,4534,2247,2705,3298,3531,4548,5794,3992,5839,3075,4106,4172,79313
227,6499,13505,8473,6380,3243,10098,4252,3513,2488,2664,1123,3613,3433,5657,5149,4575,5080,89745
228,12229,5031,11855,7735,4613,8085,10926,5239,5184,2176,3420,5880,5138,4795,4107,5346,4884,106643
229,7616,7264,12189,6370,3171,3874,4243,7364,3633,3314,3168,4158,5518,6132,6087,3590,5734,93425
230,4966,9424,10329,3790,4972,5512,4319,2978,6414,2065,2590,2903,5201,6185,6064,3807,3889,85408
231,3462,8922,11578,3373,8234,4969,2776,3128,2589,2979,8476,4732,7810,3226,6969,12220,7597,103040
232,6387,2376,8295,8203,3117,5436,4249,3002,3011,2868,5508,5614,5540,5142,5666,5515,7237,87166
233,7320,10775,6036,8210,3389,3203,4700,3026,2779,2586,2739,8557,7045,3826,4698,3970,6242,89101
234,9577,9251,11268,4228,3044,4589,3787,1813,1497,5563,4730,4292,5729,5799,3021,4746,4362,87296
235,9568,7591,15864,4637,2023,5147,6006,3816,4567,3334,3212,3894,4568,847,2917,2677,8680,89348
236,4563,6919,8298,7206,6565,4416,3638,3954,3006,2688,8182,4934,5584,4721,2663,3628,4075,85040
237,11764,9475,10969,7197,3503,8503,3827,2176,3153,2896,1478,3476,3690,1581,2725,3278,7536,87227
238,10720,7611,9349,6294,4142,4636,8907,3724,3273,3661,1886,4208,6438,6008,4165,10021,7359,102402
239,9581,6417,12053,3852,3539,2603,4030,8894,3301,4081,1863,5795,3144,5351,0,0,0,74504
240,5148,8186,8838,6471,4715,3943,2956,3481,5210,2478,3132,5113,4773,4106,0,0,0,68550
241,4727,9602,5953,4647,2588,2372,1454,1850,2699,8198,4957,4398,4494,0,0,0,0,57939
