node,dir_0,dir_1,dir_2,dir_3,dir_4,dir_5,dir_6,dir_7,dir_8,dir_9,dir_10,dir_11,dir_12,dir_13,dir_14,dir_15,dir_16,dir_17,dir_18,dir_19,dir_20,dir_21,dir_22,dir_23,dir_24,dir_25,dir_26,dir_27,dir_28,total
74,75019,95349,103391,109412,71795,84489,91724,100082,69786,32623,121621,115764,120809,106582,97444,107955,109181,106195,94018,97152,80409,76777,77423,90945,93817,83182,69829,72070,72096,2626939
75,34820,76182,94070,97676,109793,77509,88016,94487,93381,64450,117293,122303,115217,107454,97354,95363,97886,105714,100903,90058,87845,86838,79480,85527,91862,82736,66445,71497,73717,2605876
76,35205,71818,90669,97933,98936,71266,95669,100239,101385,78741,96052,104527,98333,93260,90394,93390,86891,91856,80318,82846,89383,83359,70895,69532,69431,70278,68774,64742,63198,2409320
77,59814,31607,73762,71267,103208,102021,82127,94419,104905,105655,103278,105436,102787,96999,82506,104345,96744,87193,79556,79295,76289,85655,80688,71085,70394,76847,73538,74346,68491,2444257
78,88073,65476,34031,74180,98243,101011,98354,82135,100310,107839,107171,94358,95227,95428,89380,92195,91339,86497,82183,78601,82612,87914,80259,67848,74326,72198,76560,73404,63846,2440998
79,90673,93620,70673,37369,71762,91598,92888,98768,80244,96985,98524,95937,109609,86985,92284,93682,91844,85978,87179,74036,69693,79115,81895,62406,74499,77599,75289,70917,69639,2401690
80,85215,102721,102586,76522,37124,69605,89436,91396,92491,81344,96462,99273,99131,93258,86811,92593,79956,79436,79149,85594,77176,73898,84395,66709,63295,73526,76652,74040,73222,2383016
81,87557,100959,104900,108832,73491,35229,63569,93897,91439,83419,95476,95189,95172,89991,87613,85729,89359,90876,87917,86901,79526,77367,83092,78372,72300,71073,78084,73067,68458,2428854
82,78611,98027,96425,100651,73335,38142,63722,87973,89484,84701,99924,111130,93414,93122,83580,83493,74830,84430,77097,74639,73980,71858,76618,78781,70951,71698,75887,73881,77190,2357574
83,76609,89955,95998,96626,73879,34459,64298,79569,89184,83436,107575,94409,96573,100862,86785,90056,92004,83160,95628,80041,76831,66351,75321,75724,68734,64569,77155,76177,74089,2366057
84,71499,81921,87091,94647,71810,37375,61038,67667,81469,80113,107953,106864,93554,95178,83986,92482,87597,87266,84064,88216,83408,78760,84699,76368,74893,66309,79332,81718,71422,2358699
85,71508,75945,86974,90798,72357,35513,55353,82967,81795,77318,99804,97724,99164,96301,100450,99423,87978,82220,87023,77663,78242,73250,77930,82636,76168,74528,71951,78788,76901,2348672
86,62512,76651,87792,96537,73978,35632,65863,82642,91991,80519,102393,102040,113213,93166,94053,98234,84218,84227,85554,86497,70712,68194,73055,85473,75334,76387,71343,67135,76946,2362291
87,68788,80955,91510,94954,73378,36881,61674,75498,78139,85997,106054,106194,106378,103498,93844,89149,81884,88871,84657,85070,76666,73177,73816,78241,76745,71802,66019,65923,74468,2350230
88,66827,79955,88714,90109,66604,35684,56629,80058,84341,80667,101413,109092,101932,94594,94209,95728,89271,87244,90567,87790,68128,83310,73101,82521,78055,76048,68798,73133,76808,2361330
89,69630,75859,90062,90417,65687,36399,63131,79809,87803,85694,103252,96767,97606,99664,96568,89477,88260,83819,90259,91255,81345,73309,70436,84289,82244,76422,80018,71711,77851,2379043
90,97278,78778,94364,90306,95532,70039,35783,59556,78740,82474,102946,107979,93674,110312,99328,99813,86000,85896,82703,86222,76038,77889,85643,69953,81101,84382,78429,71464,73168,2435790
91,99166,107987,65718,81187,90763,93068,64023,32727,48652,74322,103378,108478,100208,99547,104500,96076,93766,81825,83403,88197,86681,71262,72354,79467,76920,69929,71544,67390,68933,2381471
