node,dir_0,dir_1,dir_2,dir_3,dir_4,dir_5,dir_6,dir_7,dir_8,dir_9,dir_10,dir_11,dir_12,dir_13,dir_14,dir_15,dir_16,dir_17,dir_18,dir_19,dir_20,dir_21,dir_22,dir_23,dir_24,total
451,31332,68349,130685,41585,44045,45173,49785,84457,61881,98507,38810,44509,65197,100298,36101,49416,112395,60877,30561,68839,73877,28663,27644,40053,51567,1484606
452,38896,71680,201917,133146,125013,58673,112785,114967,79936,168387,66828,46796,67176,125320,48142,98875,207946,29364,69247,80783,142964,77388,39125,38447,46128,2289929
453,54072,78605,197400,109825,223871,149846,118057,63923,62676,233680,64684,71979,73204,72409,68349,70074,255297,27724,20321,76341,156395,165337,27642,55722,64056,2561489
454,56788,73745,159879,62653,64438,100447,64519,67603,65134,147466,47905,76327,60544,75864,73828,54476,150035,38888,19373,31744,103732,122076,95296,20199,60314,1893273
455,27956,74197,144506,110943,59964,71308,55899,60982,155052,98795,150393,55108,58935,136646,69769,51926,66692,17782,51432,33002,119354,51377,32622,99173,88713,1942526
456,105770,150614,156223,101211,116730,123615,91866,90683,183796,89519,126625,134198,190880,180131,69438,62240,74036,30262,30631,67593,41595,128581,50328,27766,121880,2546211
457,50978,115974,128216,104652,81234,74539,89651,115639,99252,72058,91046,80662,98230,123977,140515,65886,62479,20757,31486,36636,50392,58687,17364,29278,33048,1872636
458,174126,173374,140652,174239,167822,190246,85056,88175,152689,182472,137574,105274,137083,156736,149182,143225,203113,82688,68334,110460,173778,36730,46065,108374,46200,3233667
459,108257,66155,53124,44594,47397,39858,42294,42775,63855,47715,40314,39849,40379,60651,35768,46156,42346,59109,41119,57727,41929,28346,30700,52813,28631,1201861
460,26466,124502,40554,99330,169397,91362,53275,39978,90576,91627,93098,58402,79900,90022,96271,135379,107913,38313,32582,30125,27635,42621,33542,32528,26462,1751860
461,28111,232620,144063,105227,158621,89774,97080,142533,103364,160905,81680,82505,110645,122351,239818,52654,103826,72264,33271,31573,94353,42878,38061,31236,60940,2460353
