node,dir_0,dir_1,dir_2,dir_3,dir_4,dir_5,dir_6,dir_7,dir_8,dir_9,dir_10,dir_11,dir_12,dir_13,dir_14,dir_15,dir_16,dir_17,dir_18,dir_19,dir_20,dir_21,dir_22,dir_23,dir_24,dir_25,dir_26,dir_27,dir_28,total
220,37,29,52,31,37,78,6,16,3,36,40,29,0,0,10,10,12,7,0,21,11,10,13,15,10,13,86,2,10,624
221,46,11,45,29,25,10,23,1,2,27,33,0,10,55,8,34,6,10,16,19,10,10,0,93,1,15,3,10,14,566
222,2,15,3,3,11,151,66,92,22,207,30,62,57,16,46,48,13,10,22,4,21,0,30,0,31,18,14,14,18,1026
223,4,24,8,0,0,16,41,4,3,221,10,35,3,42,148,10,11,14,10,0,10,28,20,3,13,11,15,43,19,766
224,0,18,4,1,0,4,0,15,9,35,82,14,0,9,10,3,9,13,33,4,39,15,6,0,7,0,5,7,4,346
225,12,18,16,20,22,20,0,10,113,142,22,44,5,0,18,3,0,9,0,11,5,6,43,0,0,0,29,83,21,672
226,1,0,12,4,13,0,0,10,21,28,10,8,13,21,5,34,5,62,24,22,36,7,0,7,10,0,76,53,0,482
227,349,216,71,46,47,430,30,13,55,4,89,74,65,25,120,74,56,98,50,32,16,37,292,46,72,58,89,44,74,2672
228,49,53,57,67,66,36,163,54,65,83,99,16,29,27,10,41,16,15,20,37,0,49,18,28,52,37,34,16,47,1284
229,38,108,17,3,20,20,59,35,53,78,20,0,3,3,3,47,83,15,20,131,6,32,38,0,41,43,14,23,79,1032
230,20,38,5,24,25,37,56,11,7,38,20,0,10,0,15,10,0,42,29,7,0,7,14,5,12,24,104,7,11,578
231,15,6,10,20,14,13,18,3,2,45,28,0,3,11,4,82,12,2,20,14,0,11,36,10,10,14,13,12,7,435
232,17,15,27,18,12,45,8,5,18,30,10,0,10,17,0,0,1,39,1,10,9,3,0,45,12,13,13,22,12,412
233,15,0,2,2,7,75,15,28,37,26,12,48,25,13,0,20,2,15,12,42,10,0,10,10,2,31,30,10,62,561
234,15,31,33,14,6,45,53,100,24,9,86,24,13,19,28,0,5,6,5,20,39,10,0,54,22,0,52,2,0,715
235,24,10,10,38,19,33,65,22,17,19,7,43,10,0,0,21,5,0,0,0,8,10,0,58,0,35,56,13,41,564
236,13,2,4,7,45,26,28,80,26,0,63,20,16,11,3,3,15,31,53,2,21,0,0,17,21,10,70,15,10,612
237,2,20,11,47,29,119,25,66,4,4,96,10,15,10,0,54,0,3,10,13,3,10,25,20,0,45,27,6,0,674
238,0,49,42,41,17,159,69,54,261,143,16,29,83,16,30,4,0,0,24,11,36,0,0,0,21,5,0,21,10,1141
239,20,4,24,27,12,268,118,70,50,18,34,32,2,10,48,0,6,10,8,107,16,3,19,34,14,0,0,16,34,1004
240,46,40,25,44,23,70,108,14,24,34,136,14,10,1,20,17,0,4,35,37,0,0,4,60,10,0,8,6,1,791
241,11,5,13,0,8,22,28,52,69,122,0,86,4,0,34,69,11,19,56,28,12,0,6,0,0,14,0,13,5,687
242,2,19,20,7,18,0,147,81,25,83,12,132,13,6,12,30,0,40,0,0,13,10,0,15,119,0,91,33,0,928
243,34,82,309,152,32,13,8,13,5,40,25,46,17,6,48,39,84,30,41,12,70,39,20,78,65,143,33,28,15,1527
244,3,17,13,0,3,11,15,22,12,28,8,28,9,9,10,10,94,22,0,18,25,12,96,2,66,8,47,0,12,600
245,10,0,8,20,1,8,14,129,20,71,78,6,10,17,6,16,17,6,3,16,31,20,26,3,34,6,4,5,6,591
246,272,91,32,15,10,91,18,49,19,8,69,126,6,18,27,100,40,11,76,10,14,60,48,79,17,78,20,60,17,1481
247,38,45,95,55,56,39,100,35,34,78,98,9,0,0,21,10,98,46,17,29,40,10,36,79,63,56,58,0,20,1265
248,1,22,1,6,19,31,0,2,10,80,17,0,4,26,10,16,10,4,16,28,11,16,25,0,23,12,52,6,28,476
249,5,28,19,10,14,16,0,20,2,100,7,4,6,32,28,0,57,1,9,32,2,11,3,24,14,10,22,10,7,493
250,2,17,2,1,24,37,21,8,11,28,5,0,3,34,32,60,10,5,0,79,5,10,10,20,13,16,47,16,0,516
251,15,10,13,22,9,18,0,24,39,39,0,10,0,0,0,4,10,17,0,0,0,0,15,10,15,0,55,26,23,374
252,0,0,10,2,14,91,1,24,28,7,31,5,23,0,8,20,22,45,20,3,17,2,13,10,10,16,78,1,10,511
253,21,0,2,6,14,21,28,39,7,23,41,70,0,15,13,3,10,8,1,0,1,10,13,58,2,0,36,0,37,479
254,12,2,12,3,13,83,65,112,22,81,50,1,33,4,0,3,46,12,34,3,35,11,8,56,0,19,17,18,20,775
255,12,3,6,16,42,218,57,97,127,19,55,24,14,0,0,32,16,10,0,11,1,42,25,31,10,3,15,13,55,954
256,10,1,5,38,37,120,95,131,62,37,90,17,20,0,14,10,20,33,40,8,0,10,9,2,51,25,10,24,20,939
257,12,29,16,68,17,62,65,41,12,23,90,0,8,2,14,86,0,3,10,1,13,23,20,10,1,0,17,99,16,758
258,6,49,37,16,21,80,88,15,60,71,75,38,75,18,0,14,27,4,0,35,3,0,0,0,14,0,16,5,10,777
259,54,237,27,61,44,6,3,30,10,98,45,7,21,38,136,69,20,10,168,34,7,30,59,13,7,108,58,124,20,1544
260,14,10,21,33,84,37,5,15,47,38,11,14,16,12,0,59,48,62,28,19,0,83,53,0,13,17,45,0,13,797
261,3,16,4,13,27,17,28,21,13,24,0,78,7,0,12,0,3,0,6,3,42,20,20,0,67,21,25,20,21,511
262,10,7,26,0,57,0,10,3,15,39,1,8,3,5,9,11,10,24,1,0,10,43,11,84,1,38,25,0,24,475
263,6,0,21,3,6,0,15,14,28,51,6,42,27,10,10,3,0,17,18,21,39,3,59,0,64,24,25,10,28,550
264,8,6,1,17,27,1,1,0,3,19,18,23,10,16,59,3,0,0,3,12,124,19,16,9,5,12,18,0,30,460
265,280,35,19,11,43,108,28,10,23,15,45,62,2,47,47,21,20,39,21,52,2,39,68,8,56,5,68,9,41,1224
266,92,69,73,57,81,59,67,71,76,51,166,0,10,36,72,35,54,68,27,58,3,88,41,49,39,0,46,3,57,1548
267,11,27,51,20,28,25,15,19,0,130,0,15,28,12,17,0,6,3,38,27,28,10,31,0,0,25,24,57,44,691
268,17,16,0,12,22,15,9,14,9,178,10,20,0,19,54,19,0,0,28,8,1,18,1,18,0,0,106,12,0,606
269,16,9,4,11,8,17,31,33,0,18,0,10,1,0,18,6,10,8,24,0,10,0,0,7,10,21,23,75,62,432
270,9,8,6,0,54,191,12,24,32,23,8,0,15,21,2,3,1,55,0,6,10,25,48,4,91,20,21,0,16,705
271,28,13,14,19,31,137,82,81,49,37,109,6,10,3,20,30,0,10,18,6,25,12,10,1,0,3,29,26,113,922
272,19,4,11,6,8,37,74,249,32,23,126,18,0,9,51,10,15,0,29,1,10,20,20,20,44,0,10,26,0,872
273,0,0,10,29,6,129,32,54,23,115,70,31,4,0,6,4,0,14,6,10,15,11,0,25,3,20,1,33,12,663
