node,dir_0,dir_1,dir_2,dir_3,dir_4,dir_5,dir_6,dir_7,dir_8,dir_9,dir_10,dir_11,dir_12,dir_13,dir_14,dir_15,dir_16,dir_17,dir_18,dir_19,dir_20,dir_21,dir_22,dir_23,dir_24,dir_25,dir_26,dir_27,dir_28,dir_29,dir_30,dir_31,dir_32,dir_33,dir_34,dir_35,dir_36,dir_37,dir_38,dir_39,dir_40,dir_41,dir_42,total
33,40,185,22,353,7,17,88,21,12,73,77,1,10,34,0,13,25,30,52,10,48,3,0,15,9,10,17,17,19,19,355,17,37,38,7,3,15,0,35,10,18,29,37,1828
34,25,23,8,40,24,7,24,9,9,18,25,19,11,2,4,0,9,30,18,27,11,42,14,55,61,34,19,21,12,10,6,15,18,57,10,31,0,11,17,21,29,28,43,897
35,18,28,13,44,9,11,4,1,26,27,15,2,21,14,9,7,23,5,57,9,35,4,5,6,12,21,0,8,41,7,16,6,8,23,11,15,32,5,13,19,0,30,1,661
36,15,37,71,542,3,4,282,21,92,68,49,52,222,4,102,17,79,0,32,25,38,75,22,40,8,19,22,18,42,22,10,18,27,69,11,120,83,13,65,15,100,250,40,2844
37,19,4,21,31,45,5,172,3,39,54,24,19,54,10,19,14,4,0,0,25,38,7,57,4,21,14,14,25,17,29,20,583,16,49,12,8,13,4,9,27,30,12,60,1631
38,6,74,51,24,22,30,101,106,45,23,50,49,17,53,176,27,31,32,37,56,10,20,43,131,94,33,9,65,28,61,23,35,36,10,24,8,20,75,10,17,22,21,23,1828
39,36,0,34,1,25,133,114,123,7,45,67,14,21,64,115,39,21,57,77,72,10,0,65,3,47,19,28,10,11,25,14,36,11,8,32,11,52,16,11,18,13,7,20,1532
40,26,34,31,6,449,146,29,240,43,81,79,139,22,23,19,90,43,23,75,29,36,9,31,18,28,85,23,28,25,64,18,23,23,20,13,6,36,337,20,115,40,111,270,3006
41,61,7,6,36,21,56,25,137,8,25,37,17,51,17,14,5,20,22,0,16,44,12,16,12,34,0,103,4,20,39,45,31,235,16,59,48,28,20,10,17,33,4,39,1450
42,18,13,12,59,44,84,83,59,111,17,10,75,15,90,99,30,67,41,21,28,20,23,19,11,0,195,19,162,19,6,18,0,41,38,13,36,19,50,44,21,31,28,34,1823
43,55,15,46,16,60,23,52,19,93,5,79,10,35,2,88,9,14,31,94,45,8,0,24,23,22,47,5,87,175,17,33,56,15,16,34,16,63,27,38,27,19,28,19,1590
44,5,18,1,13,10,489,62,38,269,6,18,34,10,14,24,13,40,8,11,28,16,0,30,24,4,0,17,28,26,59,11,14,28,13,17,19,6,579,305,26,156,16,112,2617
45,15,16,50,18,44,64,17,48,58,217,6,49,27,46,127,2,17,10,0,14,21,41,17,38,15,0,0,61,19,42,97,50,14,394,34,71,18,56,25,50,58,62,36,2064
46,31,229,12,28,155,34,74,138,82,38,38,26,8,167,41,22,53,45,12,23,36,14,14,17,24,4,154,1,8,44,18,105,4,35,39,37,24,11,28,11,31,3,18,1936
47,72,20,45,45,7,30,82,88,19,18,11,31,95,30,128,16,26,72,16,74,33,38,50,16,1,38,11,5,33,19,49,18,90,55,55,42,47,45,40,27,33,16,36,1722
48,233,20,20,28,11,4,641,29,30,266,32,14,19,15,4,30,10,19,2,19,19,5,23,0,22,19,13,1,15,6,30,46,12,74,4,18,36,20,302,181,24,119,17,2452
49,17,19,123,43,59,34,26,66,38,20,77,89,40,31,138,2,19,10,8,34,11,11,29,22,73,27,27,23,18,25,6,25,53,48,224,35,29,41,28,16,36,46,59,1805
50,26,11,35,4,1,33,37,3,18,4,30,18,20,11,4,33,17,14,32,29,6,0,0,4,33,24,25,323,28,25,4,0,10,29,16,107,13,21,43,40,8,25,26,1190
51,18,1,12,7,191,17,2,25,16,59,22,211,0,12,0,23,13,6,29,10,170,46,18,28,0,10,25,26,17,39,47,3,10,11,43,29,49,8,10,31,13,38,24,1369
52,10,2,41,301,15,39,32,6,14,176,15,30,5,26,0,5,17,12,8,8,25,27,6,33,39,0,13,47,25,15,43,13,39,33,7,20,67,44,24,197,182,41,325,2027
53,5,13,1,25,12,61,75,32,21,67,27,31,32,89,16,18,0,25,27,5,19,26,8,33,29,29,0,43,7,23,5,26,9,6,5,97,17,55,74,3,7,15,29,1147
54,300,39,102,19,18,34,10,102,105,47,17,36,29,83,93,44,26,19,19,22,6,0,10,26,20,39,40,16,291,31,60,29,28,1,14,3,32,21,39,84,67,23,78,2122
55,21,25,2,21,2,23,60,144,27,26,24,39,100,34,91,16,32,7,36,10,21,300,79,34,45,17,18,36,65,30,33,64,14,23,8,15,14,41,57,29,169,72,49,1973
56,1,19,1,12,2,10,16,4,20,17,16,33,30,19,59,14,14,13,25,28,6,16,10,25,25,37,43,26,23,4,26,31,15,13,29,10,20,36,15,54,37,43,11,908
57,107,66,14,20,18,33,5,81,71,8,4,41,12,10,148,52,69,47,54,5,10,24,7,2,27,12,7,28,28,53,9,53,14,12,15,0,598,11,28,75,75,23,146,2122
58,41,27,204,34,23,40,34,34,34,38,18,26,107,27,92,24,11,19,24,0,9,5,20,34,56,15,256,0,20,7,20,7,8,54,20,31,38,5,41,9,23,37,46,1618
59,34,122,22,264,91,38,53,78,131,62,38,19,61,54,89,54,20,13,33,57,53,10,20,0,21,9,26,5,36,165,74,30,79,7,38,54,128,23,10,16,28,0,13,2178
60,100,26,22,200,23,56,89,36,39,225,6,70,568,36,119,87,29,36,50,4,10,41,85,35,50,19,20,10,10,25,10,33,33,39,22,108,48,19,41,14,99,147,6,2745
61,17,0,1,1,14,0,26,16,22,0,17,1,15,47,4,26,34,15,23,36,0,13,3,7,5,16,26,28,11,23,295,25,3,11,9,15,20,7,11,35,13,16,14,921
62,42,10,25,15,108,12,14,42,43,7,0,16,14,22,7,22,109,6,14,24,7,137,20,6,27,39,9,37,22,27,59,29,58,23,24,30,19,4,17,6,21,16,4,1193
63,34,19,17,24,19,316,41,22,18,21,47,16,4,27,10,15,27,41,32,31,1,5,25,25,7,16,15,65,26,14,32,88,22,10,15,27,6,23,5,7,13,44,3,1275
64,7,25,52,18,29,11,199,97,18,21,46,46,20,26,21,8,5,51,8,22,10,7,24,40,4,73,26,41,21,21,10,26,4,175,35,23,33,9,24,27,15,35,5,1418
65,12,74,446,2,16,25,37,112,62,78,58,43,18,12,80,61,28,10,24,24,1,15,20,23,4,19,15,12,3,28,3,17,96,46,4,9,66,314,47,42,45,227,113,2391
66,3,8,22,21,10,31,43,19,17,15,7,25,14,10,11,6,15,6,75,7,11,8,27,19,36,2,26,23,56,8,16,23,8,4,42,23,18,17,26,21,20,4,55,858
67,16,62,33,13,21,22,141,63,90,14,37,19,5,97,93,36,58,24,26,10,26,14,118,31,31,24,14,53,33,20,25,45,41,166,29,12,10,5,28,15,29,40,42,1731
68,91,3,19,19,39,72,102,59,104,121,42,20,50,103,75,22,0,6,31,87,15,31,22,10,39,32,22,39,323,28,56,4,3,5,4,8,45,36,29,41,42,25,26,1950
69,164,15,11,24,89,58,42,4,156,158,45,159,27,7,29,30,27,62,39,1,24,10,15,50,54,44,16,16,56,11,31,26,21,16,390,32,27,29,1,26,10,15,63,2130
70,1,2,27,214,23,3,26,29,316,21,4,25,16,13,0,20,0,23,10,24,72,18,29,23,10,14,22,20,20,18,39,15,12,0,26,4,43,587,248,23,178,36,98,2352
71,12,20,15,44,0,49,27,38,37,31,8,36,10,15,226,21,27,59,0,20,12,14,50,35,19,11,12,24,3,12,33,36,34,52,5,105,30,6,90,43,35,7,11,1374
72,39,4,46,31,41,54,125,2,44,64,152,17,32,22,131,0,7,36,36,38,58,84,14,109,13,23,13,39,0,25,48,85,9,35,55,60,4,18,44,22,30,65,46,1820
73,23,10,8,19,10,23,27,23,3,145,41,53,10,24,13,24,12,24,9,14,0,13,13,9,1,0,2,6,18,168,15,26,20,4,21,15,85,26,16,14,22,22,17,1048
74,23,12,96,35,50,86,24,14,92,35,112,80,8,27,72,15,4,7,19,6,3,24,72,5,12,11,14,22,4,59,22,30,25,76,2,198,41,43,97,19,138,33,77,1844
75,51,18,0,32,60,336,18,73,19,14,147,0,24,125,146,0,30,55,22,6,24,7,33,21,28,4,24,20,14,39,25,4,28,82,25,5,17,69,260,90,3,105,24,2127
76,33,6,8,44,9,20,58,55,6,23,29,28,37,21,131,12,26,29,45,13,41,8,44,51,4,31,41,0,0,22,31,4,35,15,33,2,53,23,4,44,17,79,9,1224
77,1,13,10,22,30,1,48,8,27,0,21,16,13,7,19,14,0,11,26,13,14,22,10,21,54,28,19,39,48,10,53,30,6,40,3,23,25,24,80,3,3,14,38,907
78,18,23,41,107,63,142,5,96,6,38,27,248,66,18,102,23,19,14,4,0,13,51,10,6,52,25,45,18,16,5,114,12,63,31,31,25,9,13,48,11,33,80,56,1827
79,35,27,13,48,3,0,29,81,18,102,20,62,0,14,17,7,31,15,24,38,42,15,6,15,31,4,19,4,0,10,38,3,30,31,34,16,70,4,56,81,42,15,17,1167
80,16,379,22,10,12,18,24,141,26,13,43,127,3,19,6,18,20,0,9,9,4,7,0,7,19,34,12,36,20,5,7,38,15,36,4,32,37,22,13,120,173,23,200,1779
81,9,16,0,5,0,11,26,2,10,7,15,1,3,10,6,18,0,12,4,66,14,6,35,17,22,14,6,8,5,30,11,37,29,5,6,26,7,7,24,14,82,7,37,670
82,80,34,30,8,8,8,15,11,31,14,23,10,72,13,12,15,22,23,12,36,0,36,9,3,14,161,67,22,70,45,24,0,19,26,24,65,93,33,2,36,21,8,53,1308
83,12,369,47,0,20,31,60,94,37,42,41,48,9,30,264,10,8,1,17,1,21,14,32,13,10,18,35,10,37,28,0,116,15,58,27,10,26,15,0,52,27,147,98,1950
84,26,37,16,24,18,72,10,99,3,42,25,119,39,1,108,9,3,50,24,7,5,18,34,40,0,0,19,107,23,21,10,16,7,41,39,683,10,261,47,93,119,16,53,2394
85,27,1,18,28,27,10,4,26,21,16,6,1,20,35,2,39,17,6,12,5,7,19,6,12,13,42,15,19,10,52,27,10,11,16,37,14,11,16,4,5,21,35,51,774
86,114,223,22,25,11,34,1,55,3,2,17,18,2,10,69,77,29,48,52,51,70,132,28,27,18,3,24,25,324,50,27,37,7,3,21,21,28,11,21,16,7,59,13,1835
87,26,25,40,37,17,23,18,20,27,6,39,26,1,57,29,10,8,10,12,35,9,6,23,12,167,8,14,17,6,45,11,0,18,8,22,11,31,4,22,15,25,22,100,1062
88,43,154,10,41,229,53,158,44,104,28,37,31,39,100,161,17,1,3,19,7,1,13,18,15,81,59,69,55,21,72,22,28,32,4,3,65,14,41,44,21,37,38,10,2042
89,104,109,11,84,278,84,33,72,54,28,11,55,170,4,125,3,22,5,47,14,14,17,49,25,23,19,23,0,4,5,0,14,58,16,184,0,31,63,26,21,17,11,24,1957
90,31,0,16,18,69,10,22,0,31,14,28,500,15,54,0,218,20,24,21,16,4,17,10,14,14,21,19,5,14,27,11,22,5,11,8,6,49,432,10,33,33,82,180,2134
91,13,44,33,14,26,14,11,13,32,26,6,8,26,21,14,44,0,16,14,20,16,12,25,5,6,134,44,11,55,26,26,46,23,26,13,4,32,13,32,8,13,31,39,1035
92,0,0,24,5,20,8,16,5,0,15,1,3,18,14,3,19,13,18,20,16,110,0,49,27,8,7,7,11,24,4,37,8,29,2,7,131,12,39,7,24,14,16,11,802
93,18,17,24,24,11,23,39,30,5,6,26,23,18,2,0,15,60,38,14,25,23,20,14,16,11,112,3,79,5,0,15,10,7,24,10,21,19,29,8,8,4,17,33,906
94,8,77,127,42,16,21,71,25,140,76,102,48,10,18,79,15,45,32,7,20,50,37,18,21,10,15,71,50,21,29,29,37,35,35,10,20,71,12,54,0,15,33,59,1711
95,2,13,48,8,3,34,14,1,255,14,24,65,2,12,8,0,8,6,18,16,22,23,0,11,13,20,14,36,19,15,17,17,19,3,10,267,29,16,26,12,25,7,0,1172
96,7,38,364,24,11,37,27,39,31,108,53,58,16,36,41,46,40,91,39,22,20,2,27,31,0,2,6,36,42,12,23,93,15,19,34,5,48,131,102,16,125,2,56,1975
97,100,16,29,10,16,56,11,112,20,35,23,20,22,30,86,14,19,10,28,13,10,33,20,26,26,0,4,114,33,11,19,69,21,61,13,3,14,10,32,10,40,13,6,1258
98,52,0,16,15,23,22,31,19,11,115,53,12,20,14,157,3,42,26,8,3,11,184,60,48,17,37,10,94,26,15,19,10,8,4,3,85,17,112,72,24,19,46,42,1605
99,11,9,22,25,8,11,12,1,1,33,11,5,22,8,19,9,14,12,54,38,12,28,15,27,17,20,86,83,34,20,4,42,38,7,3,7,13,16,33,5,10,60,11,916
100,9,32,9,52,33,27,40,57,42,58,183,26,79,61,125,12,10,0,24,10,36,14,33,23,36,20,43,35,134,12,0,64,89,63,40,15,15,36,33,13,31,22,37,1733
101,12,2,23,4,113,44,47,95,44,2,77,155,6,12,103,7,0,24,22,13,118,33,16,0,14,24,1,0,0,10,21,83,32,7,25,17,139,6,112,62,16,10,6,1557
102,23,6,20,189,5,19,2,15,31,182,131,13,1,12,10,27,7,2,5,112,44,20,25,29,1,18,6,0,20,38,23,15,16,30,37,6,18,0,46,58,14,21,11,1308
103,0,8,43,36,43,27,5,32,42,39,19,25,17,114,37,10,19,16,20,23,21,10,16,28,15,26,1,24,30,100,33,8,47,83,20,18,25,20,31,23,20,31,36,1241
104,31,28,14,52,21,15,50,70,17,12,30,68,13,29,108,14,9,20,3,16,57,13,55,13,32,8,11,21,21,28,25,10,3,34,16,8,24,3,14,64,34,26,0,1140
105,48,2,50,78,28,44,47,42,40,26,10,153,114,15,99,10,3,11,24,4,36,35,16,6,28,10,141,87,43,47,27,59,16,13,15,31,20,32,11,14,39,115,27,1716
106,38,15,16,26,17,16,31,8,4,13,7,157,8,0,21,4,25,30,18,0,0,21,14,22,54,6,12,22,3,45,72,23,298,33,45,28,37,38,15,52,13,36,34,1377
107,5,3,18,27,23,29,35,54,14,259,10,68,52,0,67,20,15,3,13,33,10,14,23,8,9,23,29,22,18,39,69,24,21,13,30,113,3,243,12,42,64,31,64,1672
108,11,0,0,20,27,81,20,4,225,3,0,172,7,12,41,18,10,27,17,15,0,90,24,20,32,30,23,5,6,10,14,18,49,21,38,10,36,31,21,116,269,10,167,1750
109,20,1,16,4,11,1,57,21,7,44,27,2,35,43,28,11,22,0,42,10,35,19,22,0,8,23,6,10,23,82,17,39,19,0,26,52,31,27,0,10,18,3,18,890
110,117,8,11,8,3,8,13,1,61,5,16,11,19,6,35,43,29,13,7,0,0,16,3,154,14,17,179,21,19,22,23,13,7,11,13,1,0,18,19,5,26,116,22,1133
111,0,97,3,18,14,18,18,1,20,43,3,7,24,43,8,14,17,24,4,0,13,13,22,22,8,31,21,4,146,3,7,26,4,21,6,6,13,47,15,26,18,6,21,875
112,11,71,310,14,20,44,17,38,83,19,108,21,9,47,177,19,27,0,0,26,21,12,0,20,1,37,17,10,21,4,30,18,102,68,36,56,67,35,7,14,0,76,77,1790
113,54,12,97,7,10,30,33,37,9,128,23,0,26,20,65,0,5,26,20,2,6,36,20,51,10,12,25,43,38,8,25,43,18,45,17,258,110,7,448,13,53,149,78,2117
114,19,0,39,12,0,10,8,2,11,25,13,6,14,22,36,6,20,16,18,13,38,6,3,31,45,13,55,24,38,13,9,23,21,4,40,18,10,20,26,17,20,0,16,780
115,101,212,2,40,21,10,0,34,0,0,0,10,5,11,60,37,11,4,14,72,6,18,14,49,3,31,26,25,4,10,10,23,40,190,40,3,24,0,13,25,30,16,20,1264
116,18,34,21,90,224,32,168,66,60,64,17,22,32,155,14,5,19,0,36,19,6,11,16,10,22,31,16,7,18,22,7,0,33,41,12,59,115,76,38,23,0,5,14,1678
117,181,49,22,40,149,149,97,40,69,78,11,34,25,73,147,28,21,19,9,14,36,22,6,12,37,4,40,24,0,35,28,200,31,26,37,13,69,147,28,24,50,46,7,2177
118,69,39,14,52,16,78,66,31,29,17,4,33,20,30,70,3,53,0,46,20,16,34,10,9,37,22,10,58,5,329,30,12,25,27,3,3,57,16,94,16,8,29,18,1558
119,24,9,21,1,30,20,9,27,44,56,23,7,4,49,7,15,31,20,29,10,13,13,151,16,15,8,8,17,14,34,23,47,28,16,38,66,16,9,10,4,17,31,18,1048
120,68,20,23,25,17,12,24,3,9,31,11,12,10,14,11,20,31,24,30,51,22,51,37,44,33,5,16,53,3,7,25,8,15,23,24,12,17,8,30,9,25,9,7,929
121,19,59,49,28,25,31,17,18,63,29,20,35,28,42,23,131,7,15,24,12,10,15,26,39,31,28,22,39,33,17,28,27,15,37,47,26,43,66,44,13,27,15,52,1375
122,40,14,13,17,22,7,23,16,196,36,44,11,1,263,0,6,27,0,0,0,15,27,19,11,9,16,15,4,0,21,54,10,2,38,9,15,3,30,110,11,95,21,87,1358
123,45,26,66,13,57,7,24,5,100,110,42,80,12,20,159,36,14,4,32,13,15,4,27,50,8,32,21,49,17,10,23,44,10,77,20,10,219,13,32,23,92,20,0,1681
124,26,14,2,34,27,19,37,31,38,189,21,16,8,23,16,8,51,11,5,6,16,25,22,3,23,21,13,13,28,4,14,29,179,0,31,16,44,4,3,11,28,28,17,1154
125,24,45,1,0,5,15,133,33,45,9,91,85,26,53,59,27,44,47,22,18,29,12,4,9,20,18,45,30,359,93,32,41,30,30,51,14,20,54,100,22,67,5,15,1882
126,54,20,16,0,10,87,86,65,10,88,117,20,24,32,102,20,20,28,30,32,8,0,24,0,102,10,33,26,16,27,11,38,42,0,26,41,32,2,24,7,35,56,23,1444
127,26,21,13,13,33,51,24,18,61,44,15,19,12,4,114,32,73,8,10,53,33,24,9,47,75,19,19,18,11,19,50,41,15,10,41,15,4,53,24,73,10,3,0,1257
128,0,20,15,14,28,9,16,30,13,5,13,10,20,25,35,16,34,49,8,0,21,19,9,10,16,10,47,48,50,25,17,11,29,2,0,0,4,6,3,19,10,29,29,774
129,38,0,151,38,1,79,19,464,76,99,8,244,32,31,41,8,40,15,10,0,32,20,27,46,32,9,66,22,4,38,15,20,53,25,10,34,0,26,69,132,47,122,26,2269
130,59,3,29,29,42,35,108,3,22,16,295,118,10,31,139,12,7,31,35,21,4,3,22,34,35,59,10,34,17,10,17,58,40,16,44,141,20,362,6,86,81,71,9,2224
131,0,6,13,27,10,0,16,26,0,13,16,206,6,37,0,0,8,10,18,23,20,10,17,0,10,30,6,7,13,9,41,7,25,171,13,28,8,24,17,10,6,41,37,985
132,53,14,51,13,71,47,38,6,26,73,14,31,86,75,118,25,10,0,43,0,11,8,24,0,11,37,14,37,13,187,8,57,23,71,10,6,18,31,31,3,7,27,22,1450
133,38,1,16,40,14,11,43,57,51,18,12,14,84,77,27,29,21,48,10,16,0,0,33,15,0,72,15,11,48,37,35,43,0,115,1,76,31,16,51,25,65,52,54,1422
134,22,8,72,14,12,116,16,20,25,5,11,0,117,0,27,4,35,13,17,22,32,10,7,29,36,14,13,31,28,4,0,27,12,65,21,8,14,20,1,23,24,77,44,1096
135,15,16,27,0,11,3,21,11,12,2,2,4,12,3,9,30,10,84,7,10,6,18,29,3,13,20,78,9,5,15,5,19,0,7,7,26,26,18,15,13,20,14,15,670
136,14,31,73,30,68,171,1,122,21,163,25,40,44,12,59,24,16,25,0,96,5,7,10,30,4,0,21,16,22,17,14,18,30,20,9,3,0,2,33,95,56,95,382,1924
137,28,10,27,10,119,24,0,22,103,19,13,4,22,107,0,7,0,18,19,10,11,0,30,17,27,10,74,2,1,0,9,28,13,6,3,377,53,26,87,7,88,89,17,1537
138,125,24,47,21,40,16,7,12,23,17,8,8,9,33,14,30,10,23,31,3,21,0,20,10,42,18,11,13,14,11,1,13,12,13,123,35,60,36,15,19,32,25,38,1083
139,11,89,25,20,1,3,6,23,12,18,33,6,21,29,0,30,10,4,15,28,6,19,10,15,20,8,20,79,35,10,12,0,159,29,44,16,29,17,41,17,35,26,15,1046
140,32,45,65,19,21,10,4,11,32,3,12,8,3,8,6,9,17,10,4,4,100,8,12,59,29,16,119,16,14,35,11,14,13,3,14,9,22,24,49,9,50,21,8,978
141,19,56,60,24,23,83,6,39,70,14,30,23,18,36,167,31,33,5,23,11,21,19,124,6,31,63,47,20,40,37,44,16,37,26,27,3,29,38,16,41,9,9,92,1566
142,49,41,11,12,0,70,34,16,35,26,33,7,48,0,125,19,13,30,15,10,9,22,29,14,10,4,1,69,27,25,47,26,7,22,0,101,32,20,23,29,16,10,38,1175
143,13,14,13,17,19,7,12,1,7,6,9,28,0,32,9,40,8,16,24,21,5,16,29,35,35,12,46,13,97,15,4,20,16,28,0,13,47,0,9,21,25,9,19,810
144,58,194,14,62,99,19,13,35,9,88,18,33,13,1,171,25,23,18,27,3,9,56,137,44,48,12,33,20,41,82,28,29,25,41,43,103,29,426,3,98,10,53,62,2355
145,20,2,138,21,21,51,3,400,15,7,8,227,0,85,17,22,6,5,10,10,111,1,11,10,10,3,13,18,24,13,13,29,40,18,13,126,1457,60,5,13,95,192,93,3436
146,22,44,38,11,43,10,80,76,27,15,27,38,57,90,142,27,3,17,57,91,72,10,4,1,56,23,3,25,26,5,57,31,26,3,26,29,34,9,15,5,26,13,24,1438
147,27,24,3,41,29,51,153,33,84,26,16,48,57,18,112,10,1,10,57,9,0,9,0,44,63,12,45,13,25,234,149,39,3,9,35,23,128,41,37,10,22,33,49,1832
