node,dir_0,dir_1,dir_2,dir_3,dir_4,dir_5,dir_6,dir_7,dir_8,dir_9,dir_10,dir_11,dir_12,dir_13,dir_14,dir_15,dir_16,dir_17,dir_18,total
104,60273,54718,62428,49060,60711,48277,67525,60443,51637,47834,47876,49474,42327,40260,44217,39542,38288,33893,36736,935519
105,48017,54414,46335,56618,47224,53157,64457,55465,51062,51251,50532,51471,42284,40377,38244,41113,38721,36663,41538,908943
106,48252,55672,49196,53820,49393,62217,59717,54249,51162,47479,49324,49682,45512,38567,40333,43543,37468,38990,38183,912759
107,50661,47642,53779,44419,53543,47733,54913,62891,52284,53485,50073,45711,42154,49217,44923,40103,40919,35534,39735,909719
108,48836,58751,49270,54021,46756,52713,56005,54961,60839,45497,46998,41950,38720,41481,39183,38526,38637,42441,44939,900524
109,46801,61762,46751,57613,48968,50681,56887,53970,51108,48479,48259,43916,44315,55774,41739,46632,37762,36885,41795,920097
110,42325,58303,44398,53949,42438,50251,67331,54607,61599,48655,45673,40459,41286,48022,44277,38567,38772,42331,44881,908124
111,45951,56842,49343,57104,47379,52816,56327,54925,54222,41547,60215,41752,43549,43182,42435,38764,40939,39896,41875,909063
112,42490,53820,44394,47775,47831,48712,58568,59008,48395,50745,50021,44974,44610,42197,39004,42213,44168,43251,38364,890540
113,52609,45183,60017,41500,48522,50058,57506,64227,51218,48471,46685,48824,46374,41463,42917,41306,40065,41300,35638,903883
114,48604,55752,48844,61649,42782,50782,68679,59624,46564,50506,50426,41256,45837,41321,46071,38902,37754,44740,40347,920440
115,38608,49717,42792,55604,41676,47548,55487,60558,51471,51903,51121,46273,44323,43410,43907,42853,46069,40001,38720,892041
116,48585,48905,58969,44709,55839,42120,50019,59951,55837,60544,41722,45341,47587,39817,40842,37243,39863,41304,37247,896444
117,48324,47403,49024,43366,52669,46268,61168,57742,50383,43175,44224,42809,40071,38242,42044,42600,37891,39299,33598,860300
118,49205,45925,44592,52380,49978,53229,64150,64750,50138,44825,42595,45070,40003,42296,37051,45507,42401,39213,35538,888846
119,46694,51903,44859,49908,52095,53490,54217,61842,45436,56417,40118,41685,42876,38209,42948,37080,36280,39051,32642,867750
120,46576,42060,50883,47105,47816,45142,51729,54783,41655,43215,44638,40583,53299,36992,43592,46188,38368,41299,44012,859935
121,43682,48985,40754,51760,38115,42481,58647,56456,47690,53100,47984,45123,49908,41650,43440,42379,40978,44780,41298,879210
122,41408,49931,46493,49063,48299,49485,56935,58463,52212,49019,50980,42257,45079,41551,41566,39342,34593,38061,35522,870259
123,44544,50496,51253,48891,42905,52241,60624,49000,65365,49250,40429,42165,42990,38438,37829,42097,40395,35286,39675,873873
124,41708,55602,45180,53285,44486,46696,61830,51696,55264,48363,42104,51981,44093,37428,43628,38351,39329,38564,37053,876641
125,42642,51610,47725,53428,43494,49884,57851,48768,53066,42785,48240,46929,45642,41948,41523,36040,38582,42459,39430,872046
126,39981,46443,55007,44590,50294,41797,60708,52249,51448,47388,48494,50128,41363,41458,40239,45987,42296,38167,41966,880003
127,42362,50866,40740,52797,36308,49555,61633,65268,54974,44925,44148,41976,42997,45724,42094,41058,39059,38038,37638,872160
128,38954,46000,41288,50745,40754,48704,58510,57827,53178,44479,57278,42789,40469,43626,39328,40986,42355,39885,40539,867694
129,46818,44897,53238,45131,53483,45747,66112,59537,50709,48271,46671,47850,42113,47004,43448,40403,40499,38052,38514,898497
130,43500,40064,42638,43733,44435,35630,57431,56393,49250,47617,44628,40776,35793,41916,39632,39168,32770,40772,34862,811008
131,42077,46185,41496,48533,40344,43078,61315,54758,57871,43397,42247,47580,38364,38903,38058,38467,37033,37931,33969,831606
132,39742,44533,40801,51150,42606,45096,52525,53426,47268,43005,55296,42562,33881,37652,38734,37793,39129,35522,39565,820286
133,41437,37071,45295,43542,48317,43186,61215,56205,45212,44558,42398,41129,37419,37662,44100,41214,36544,35565,33984,816053
134,39771,47755,37566,43785,38203,42127,60657,51584,49884,47424,43995,42441,38185,45537,37319,40800,36509,37749,36393,817684
135,41233,48017,47329,49035,38039,41279,53013,54985,48848,65308,42804,40227,39633,35650,38180,40527,37719,35901,34203,831930
136,39544,44147,42557,47687,41154,43729,59608,58265,57158,45996,44297,43748,43171,45930,41603,41811,41608,38999,36673,857685
137,37991,45103,40682,45760,37158,44613,58175,51545,58739,48926,46909,46373,37974,39296,44415,47666,40790,39798,38723,850636
138,39562,48696,44243,47884,45231,46789,65177,47182,59813,48630,36937,44288,39656,37998,35758,37017,38079,44205,38983,846128
139,38190,38202,44332,39215,46788,38894,61811,52372,51623,49340,46760,45528,46869,39334,40549,44313,42508,32624,32009,831261
140,39545,44217,37474,47434,36955,43377,58917,53967,56299,47351,45610,42500,43266,39260,38389,42517,39684,35786,35920,828468
141,35207,42029,35928,44803,36626,44219,57236,61410,47542,48895,40829,47823,39686,44747,41803,39180,40011,35704,36823,820501
142,40921,33598,43495,34383,41188,34159,56096,51362,54000,51324,47637,50459,41829,40214,36861,37061,36238,44502,35905,811232
143,42691,42732,54765,43251,45902,37832,62857,52131,43782,41165,40392,41185,34369,41576,37440,35848,32165,37421,35875,803379
144,38805,41292,39623,47085,39876,46738,54073,47460,59414,43843,40649,43316,38254,36970,39881,40797,36671,32419,37914,805080
145,39508,48948,39739,49656,42412,49434,47794,49052,55654,41409,41904,34032,47775,39244,29988,36189,35063,38518,38204,804523
146,38404,36100,39522,36909,45612,40325,54598,55426,52816,49279,47096,38889,42149,37566,38884,37932,35987,34620,32956,795070
