node,dir_0,dir_1,dir_2,dir_3,dir_4,dir_5,dir_6,dir_7,dir_8,dir_9,dir_10,dir_11,dir_12,dir_13,dir_14,dir_15,dir_16,dir_17,dir_18,total
0,46,40,40,43,15,78,28,146,10,53,9,17,34,33,31,37,30,10,44,744
1,917,21,33,11,7,11,307,27,144,18,26,16,13,23,15,45,25,39,14,1712
2,30,10066,310,356,107,401,48,13,100,37,43,135,134,113,25,0,96,27,130,12171
3,15148,517,220,315,204,1472,20,0,25,16,38,134,61,10,33,279,16,224,30,18762
4,318,16,467,417,198,226,0,29,58,31,0,56,44,40,212,40,252,29,52,2485
5,40,243,185,498,74,692,20,22,10,124,75,38,70,201,30,78,20,47,42,2509
6,221,639,228,338,708,390,51,31,48,100,82,22,91,19,142,21,129,8,17,3285
7,840,241,343,239,220,113,31,33,66,17,31,180,28,256,47,117,11,40,74,2927
8,169,59,291,1718,141,489,54,52,44,70,36,20,289,40,44,117,38,249,70,3990
9,1921,241,548,267,166,2045,20,22,4,23,8,55,17,134,30,34,99,111,131,5876
10,514,30,52,126,203,67,5,10,10,0,240,6,43,25,30,68,38,129,129,1725
11,0,65,78,269,164,864,28,45,10,217,18,107,35,34,44,41,125,86,46,2276
12,295,8885,4463,1012,152,230,166,119,457,135,262,117,109,93,193,121,156,116,94,17175
13,108,30,54,26,33,54,161,37,22,0,19,49,41,32,43,28,22,20,1,780
14,192,207,51,78,58,62,554,338,348,463,171,49,151,124,112,157,132,142,179,3568
15,108,4,20,45,27,22,57,20,118,42,55,29,16,37,75,52,93,40,58,918
16,45,41,36,53,35,22,13,29,43,88,77,36,19,12,13,28,37,24,21,672
17,29,125,23,46,22,57,22,70,24,37,85,40,28,22,17,32,10,2,33,724
18,75,26,32,58,62,9,28,64,45,2,61,139,40,61,40,37,42,54,25,900
19,29,36,50,42,59,75,26,38,55,33,16,47,84,59,9,70,44,53,34,859
20,44,60,60,94,78,47,28,30,25,57,38,20,61,53,51,31,92,30,16,915
21,66,90,70,73,33,47,44,69,54,23,44,52,40,23,41,65,31,92,59,1016
22,37,29,48,87,51,35,27,64,20,13,20,36,50,20,46,65,92,20,37,797
23,17,73,35,47,52,67,38,41,39,48,31,98,90,28,139,101,114,170,150,1378
24,66,42,40,44,54,45,26,23,16,44,48,40,133,60,77,29,111,56,121,1075
25,51,17,7,39,33,62,44,60,76,31,38,63,30,56,4,41,19,7,63,741
26,53,30,55,177,335,196,40,33,16,18,80,75,43,381,43,28,154,74,56,1887
27,32,36,48,18,25,18,43,27,11,38,35,33,48,99,50,11,19,10,8,609
28,36,59,35,44,60,23,23,170,33,30,19,49,64,27,21,48,49,22,30,842
29,61,28,38,26,31,54,2,9,79,40,12,59,65,33,71,28,53,6,10,705
30,83,27,46,94,83,112,33,14,10,63,34,51,48,14,34,27,49,39,17,878
31,59,57,26,77,11,39,32,16,45,56,93,12,46,48,39,157,48,27,44,932
32,47,26,33,106,173,106,30,13,9,99,15,264,36,47,26,24,178,132,49,1413
33,24,75,103,124,87,148,74,62,28,55,182,36,46,71,190,28,10,102,76,1521
34,30,15,255,149,83,85,30,55,37,38,0,238,40,163,57,176,32,160,230,1873
35,366,30,114,125,68,124,38,15,24,30,36,102,252,26,193,50,30,20,49,1692
36,147,10,95,140,121,370,52,31,30,37,38,30,11,210,119,101,37,127,112,1818
