node,dir_0,dir_1,dir_2,dir_3,dir_4,dir_5,dir_6,dir_7,dir_8,dir_9,dir_10,dir_11,dir_12,dir_13,dir_14,dir_15,dir_16,dir_17,dir_18,dir_19,dir_20,dir_21,dir_22,dir_23,dir_24,dir_25,dir_26,dir_27,dir_28,dir_29,dir_30,dir_31,dir_32,dir_33,dir_34,total
433,62060,73309,75108,63925,71160,71900,71764,69420,53030,30262,59206,70010,91138,82896,85381,96660,98665,88061,83136,81107,81166,80846,75607,84275,79095,85101,76304,65447,68604,62993,75503,74048,69532,67121,73857,2597697
434,67493,67506,73797,78103,63451,67054,72444,70227,68827,51471,32905,58918,86572,96906,85049,85187,95365,92303,73659,76426,87288,77363,79790,71909,69393,73713,69439,73215,72208,71212,70157,64799,72090,63271,69652,2549162
435,62868,71255,71923,71455,72817,62004,73636,75324,76312,74060,56219,32126,83679,88598,77717,82235,86564,89521,77136,75936,86639,83234,86158,77788,75828,74895,73942,75737,70774,70512,71158,66613,68252,64480,66459,2573854
436,50725,64959,63853,73752,76299,75841,60372,68721,69164,73395,71273,54354,85449,90258,81610,92772,91797,95766,77583,80801,84668,74289,74880,78062,74062,74147,72550,72665,72122,65708,76271,75500,62031,71024,72929,2599652
437,49504,66731,73637,74314,74970,88600,67025,68896,74449,79148,73345,48602,102058,91281,103225,79756,71577,79938,89795,73616,80955,75665,74555,68607,68840,63725,68178,70867,64124,57620,60609,58839,66847,62569,59091,2531558
438,51325,40671,67026,75944,78472,81477,87694,67397,71888,75046,72759,75278,114442,90164,104130,86831,82137,75202,93295,67320,82820,70700,70018,80305,64578,66663,69876,67238,64509,56341,53941,58002,60922,57399,54627,2536437
439,68195,61247,40261,72038,81199,81972,80870,82069,70891,77051,74108,75416,101298,86511,95505,87695,81150,75934,77997,86068,82037,76765,64447,74218,73823,67794,80749,68035,64283,65710,61288,62474,62128,63880,62778,2587884
440,65084,71191,58330,39550,65405,71863,78185,77184,75421,59573,67002,69349,102364,90767,87966,86640,81761,88671,82358,77975,74015,80678,74038,80730,84901,77396,74741,69088,66899,63416,68746,66682,70363,73365,60952,2582649
441,67508,69008,73652,60829,34433,61215,74235,79770,84324,80455,66304,72202,91358,101015,96752,81617,78057,95084,84345,83712,77659,71173,72896,79666,74624,74160,76364,69537,66462,59676,62452,66159,61741,61139,65486,2575069
442,75734,79362,76445,81508,61880,42487,63572,74489,78128,77509,75765,71329,93815,91788,86428,84378,75534,101518,83447,77026,71806,73346,78545,75759,73083,78370,69147,66696,68663,61301,62755,72165,58547,62250,65490,2590065
443,69286,72962,75247,75823,71119,54857,31436,60988,68017,68007,66016,59945,98294,92802,89195,86293,105104,96926,83618,78887,89139,73333,76992,75420,76462,77646,74439,78492,75512,65780,66690,71085,69229,72059,60383,2607483
444,69310,72582,74328,78064,74344,56764,28329,64218,68403,69169,67831,64331,98707,87722,96238,89430,94174,89328,75522,79282,82244,83000,73115,70764,75747,78285,78708,76927,71311,68772,66394,72014,66169,69327,63966,2594819
445,64115,73504,76861,74146,80727,56240,34487,61675,72466,76813,76256,74473,90297,94528,88224,80895,94118,77707,82391,82261,70576,66721,75748,72605,66564,81192,75703,75216,63860,63319,67855,61691,62758,65415,64778,2546185
446,73968,77754,80811,83715,82690,60032,33255,61829,72754,69551,73473,70637,86874,88492,87595,93811,98886,82398,88693,85660,81255,72619,71558,71701,70675,74845,78125,69091,71394,62972,64309,64645,63947,58082,61387,2589483
447,60019,67161,69413,65304,67669,54079,28398,61148,67730,71595,73367,69896,88594,90067,97723,90131,100059,87826,87199,81699,76241,80948,79144,75274,79854,78732,72837,65007,68789,61510,62815,65877,68108,65604,68240,2548057
448,61098,68728,72569,71745,72103,53334,30517,63793,71759,76900,75668,70294,92968,92626,98790,97418,86290,82515,78632,76864,87256,77344,78955,80573,71106,81788,74320,68700,61251,69689,67642,70015,63494,68254,58600,2573598
449,64628,69248,74621,72037,72930,52731,31370,58243,72883,73521,70491,69351,96326,94275,91910,85873,82971,84681,78934,78396,82147,85559,75616,71415,80680,73521,69564,63847,66114,61387,70153,66030,63422,63688,53344,2521907
