node,dir_0,dir_1,dir_2,dir_3,dir_4,dir_5,dir_6,dir_7,dir_8,dir_9,dir_10,dir_11,dir_12,dir_13,dir_14,dir_15,dir_16,total
201,49327,45540,40465,40269,41409,35891,32105,32882,37228,31434,30316,20470,33833,32330,31540,32180,34513,601732
202,45219,53789,43766,39170,35402,33437,33803,39643,34969,32076,28214,32263,22616,31586,31725,28769,29161,595608
203,37028,47293,48279,50076,41386,33111,37813,31067,30322,26450,26791,33628,38426,23100,36688,33820,30304,605582
204,42792,41258,43304,41717,36972,36447,31770,40116,32058,33245,34702,29507,34018,31355,21639,34265,32500,597665
205,51943,53683,50591,47221,46705,37469,34761,30029,36685,31082,31995,32004,36062,31323,31291,18519,30979,632342
206,45947,52462,53772,47269,46271,42884,36209,33286,34933,32808,32239,31848,30867,28466,32506,20809,31511,634087
207,45752,50491,49754,42300,45009,39283,40028,38248,37469,36388,36641,37743,31915,27882,29170,18739,31240,638052
208,47948,50928,58707,43295,45740,40932,39503,35479,32032,33440,36121,24959,34381,30786,28489,34873,21570,639183
209,48519,40929,38206,32385,36459,27726,37590,29785,29908,28676,28069,36308,33383,31649,28241,34140,35208,577181
210,64090,51906,43708,39110,36011,33651,30452,27110,33163,26171,28164,21605,40760,33800,32983,31177,32634,606495
211,63297,49579,37121,44391,38533,34083,37640,31074,33910,31792,33022,20142,34026,28255,25634,32535,38196,613230
212,41218,56373,44105,38106,35948,37527,36195,31249,35279,34422,29996,22958,34146,28007,31069,32886,39760,609244
213,53121,44606,42484,37369,34264,36741,34210,38232,28577,34240,34440,26276,23987,27999,34447,33100,36432,600525
214,42479,50970,43525,41400,36030,39378,36111,31280,35688,34738,31112,27232,30743,23095,31840,35074,34287,604982
215,44322,42851,55799,41274,32343,33268,29238,36561,33069,30489,28993,30328,28602,25956,23074,30686,34746,581599
216,50406,49184,45761,46851,35939,41326,33171,32040,37076,27907,29030,32144,32011,31155,31902,21032,34077,611012
217,47097,44512,57858,40605,34443,38841,36108,40478,32484,28991,35995,33315,28786,31405,31225,20567,31021,613731
218,46101,51017,56283,42981,37584,37252,30389,39808,34278,36393,34711,36323,31346,29976,26096,18726,30044,619308
219,45971,58619,64611,50805,43680,41190,43888,36176,39826,37053,34861,22001,32514,31415,30938,30254,19973,663775
220,52149,48258,38031,41586,30724,27386,40476,28498,29227,26855,26504,32749,30739,32506,35661,30720,32625,584694
221,60637,49895,43354,36142,42272,29776,24985,30324,33108,22933,25341,22925,32202,30034,29931,27385,34360,575604
222,49283,51124,42874,43136,41424,32333,32408,33429,28575,31288,25224,22112,34628,31043,29961,31707,29668,590217
223,49362,47758,41781,38389,41781,37640,33266,33366,29471,28136,28750,23209,37878,30332,30931,32997,33627,598674
224,46426,46966,52503,41256,38716,33152,31146,31536,31441,35190,26846,33467,25927,37170,31336,32719,38988,614785
225,44816,42075,49055,51685,38478,34976,29765,27733,31934,31940,25320,28818,30422,22685,29286,31570,31061,581619
226,48368,48276,54427,50232,42219,32739,33728,30910,30022,29488,30123,29104,31637,29310,21117,29082,35522,606304
227,46164,49251,54184,42060,40125,34670,33168,27313,27703,28103,30201,30308,28444,28435,33226,19743,29782,582880
228,49471,51884,51596,43611,36434,34560,26561,33425,28154,30322,28887,36866,29553,33597,30506,22440,32493,600360
229,46591,55156,47178,44865,37676,36767,29572,31933,29029,31125,27700,31362,32533,31280,32163,21661,30781,597372
230,46373,51855,52214,49042,37098,39722,33528,37709,30816,30605,26287,26231,30119,32523,32336,29713,23094,609265
231,51761,49352,43429,40989,34275,27429,26628,28439,22179,24413,27832,36640,35308,34912,31237,29925,31939,576687
232,53279,45452,45605,39064,38185,30310,32039,30792,28443,27697,27974,26063,33344,32588,33207,33248,36340,593630
233,58126,45401,57839,42587,37481,35561,24360,26373,25042,29816,29661,22507,31680,33169,32910,32502,33085,598100
234,55123,47272,51699,46196,35998,32198,23753,22977,29939,27979,33301,22959,34738,31359,34679,36324,33895,600389
235,52183,45865,42794,45195,39294,32289,29597,30961,31132,28595,27908,29473,21061,29235,31472,31327,29824,578205
236,49322,46452,58461,40278,43034,36879,29483,32788,27264,29961,32822,32052,35652,21541,29579,32353,33251,611172
237,47633,48025,51406,53007,38849,38560,35191,33875,27708,25412,28424,30633,32194,30897,19782,29686,28526,599808
238,50341,44996,41662,42213,37213,37432,32123,34431,27346,26902,27847,26830,27882,30527,29569,19265,32344,568923
239,46874,54776,50285,42769,37164,34446,27574,32034,30488,32097,28072,28922,32460,27576,26120,20781,28757,581195
240,43409,52574,49789,49203,37579,38053,33452,31000,33492,30643,29000,36149,32935,30181,29838,23408,29465,610170
241,49105,56485,45346,45411,46220,34019,39127,37795,29652,30751,29317,22747,33599,30205,32535,37272,22658,622244
