node,dir_0,dir_1,dir_2,dir_3,dir_4,dir_5,dir_6,dir_7,dir_8,dir_9,dir_10,dir_11,dir_12,dir_13,dir_14,dir_15,dir_16,dir_17,dir_18,dir_19,dir_20,dir_21,dir_22,dir_23,dir_24,dir_25,dir_26,dir_27,dir_28,total
114,129000,130000,134000,114000,86000,36000,35000,34000,22000,21000,56000,46000,103000,60000,84000,81000,90000,42000,44000,103000,32000,190000,45000,43000,59000,60000,50000,78000,56000,2063000
115,69000,95000,88000,85000,73000,123000,21000,21000,21000,21000,43000,45000,51000,84000,41000,58000,96000,53000,69000,103000,31000,108000,79000,84000,63000,83000,49000,56000,42000,1855000
116,67000,56000,79000,77000,75000,79000,142000,21000,21000,21000,111000,51000,76000,48000,44000,57000,54000,70000,46000,95000,31000,84000,56000,60000,74000,45000,40000,80000,75000,1835000
117,66000,56000,53000,71000,67000,71000,86000,164000,21000,21000,98000,57000,77000,82000,56000,48000,42000,42000,60000,86000,32000,71000,96000,46000,50000,57000,81000,58000,61000,1876000
118,64000,47000,45000,43000,55000,64000,79000,91000,198000,21000,76000,75000,57000,51000,61000,72000,71000,58000,48000,68000,197000,66000,77000,68000,63000,75000,55000,50000,52000,2047000
119,138000,112000,100000,93000,70000,63000,70000,80000,104000,214000,98000,86000,113000,90000,84000,99000,79000,88000,100000,79000,713000,69000,104000,76000,76000,77000,73000,76000,83000,3307000
120,45000,37000,35000,36000,50000,57000,64000,62000,97000,69000,88000,70000,56000,51000,60000,75000,65000,65000,75000,62000,69000,89000,53000,60000,71000,60000,59000,52000,52000,1784000
121,53000,38000,46000,54000,36000,56000,63000,70000,36000,68000,64000,79000,66000,65000,73000,61000,49000,48000,91000,65000,32000,97000,73000,47000,41000,46000,50000,77000,73000,1717000
122,54000,43000,55000,36000,41000,55000,63000,27000,35000,65000,60000,84000,81000,71000,40000,46000,77000,64000,60000,78000,29000,96000,48000,77000,54000,55000,46000,50000,65000,1655000
123,61000,60000,39000,37000,41000,60000,22000,26000,38000,45000,51000,42000,46000,59000,50000,70000,70000,78000,82000,120000,29000,94000,70000,54000,86000,63000,42000,71000,54000,1660000
124,76000,38000,42000,40000,38000,22000,24000,28000,29000,34000,52000,50000,68000,81000,56000,73000,65000,43000,47000,209000,33000,82000,47000,43000,72000,81000,71000,65000,87000,1696000
125,26000,20000,21000,21000,21000,22000,28000,29000,36000,31000,35000,38000,37000,36000,39000,37000,34000,40000,40000,33000,37000,39000,34000,33000,39000,40000,36000,38000,38000,958000
126,27000,20000,21000,21000,21000,21000,20000,20000,20000,23000,35000,40000,38000,35000,40000,37000,34000,35000,40000,33000,37000,40000,40000,34000,37000,38000,35000,37000,38000,917000
127,28000,20000,21000,21000,21000,20000,20000,20000,20000,23000,34000,39000,37000,34000,35000,39000,34000,36000,40000,37000,37000,40000,38000,35000,37000,38000,37000,37000,39000,917000
128,25000,23000,20000,20000,20000,20000,20000,20000,20000,20000,32000,34000,35000,33000,34000,37000,35000,33000,37000,36000,35000,38000,37000,33000,35000,37000,33000,35000,36000,873000
129,24000,21000,23000,20000,20000,20000,20000,20000,20000,20000,31000,31000,33000,33000,32000,35000,34000,31000,34000,34000,33000,34000,35000,31000,34000,35000,32000,31000,34000,835000
130,23000,21000,21000,23000,20000,20000,20000,20000,20000,20000,33000,30000,31000,31000,31000,31000,31000,30000,31000,32000,31000,31000,32000,31000,30000,32000,30000,30000,31000,797000
131,22000,21000,21000,21000,23000,20000,20000,20000,20000,20000,29000,29000,29000,29000,29000,29000,29000,29000,29000,29000,29000,29000,29000,29000,29000,29000,29000,29000,29000,759000
132,21000,21000,21000,21000,21000,23000,20000,20000,20000,20000,27000,27000,27000,27000,27000,27000,27000,27000,27000,27000,27000,27000,27000,27000,27000,27000,27000,27000,27000,721000
133,127000,44000,57000,69000,56000,99000,76000,93000,103000,108000,50000,42000,41000,47000,49000,96000,66000,70000,59000,99000,29000,98000,73000,46000,90000,59000,82000,71000,46000,2045000
134,64000,25000,27000,30000,29000,44000,70000,71000,83000,82000,41000,45000,57000,85000,49000,67000,50000,44000,85000,195000,32000,86000,43000,40000,83000,74000,72000,59000,79000,1811000
135,23000,21000,27000,33000,32000,39000,44000,25000,21000,21000,38000,35000,38000,38000,34000,39000,38000,33000,40000,33000,37000,40000,34000,37000,41000,35000,38000,40000,35000,989000
136,24000,21000,21000,21000,20000,20000,20000,25000,25000,21000,38000,36000,34000,38000,35000,39000,38000,33000,39000,37000,37000,41000,35000,37000,40000,35000,38000,39000,34000,921000
137,25000,21000,21000,21000,20000,20000,20000,20000,25000,25000,37000,40000,34000,37000,34000,39000,37000,34000,40000,39000,37000,41000,35000,33000,39000,34000,40000,40000,33000,921000
138,25000,20000,20000,20000,20000,20000,20000,20000,20000,23000,35000,36000,32000,35000,32000,34000,37000,32000,38000,37000,35000,38000,36000,32000,38000,33000,36000,37000,32000,873000
139,25000,20000,20000,20000,20000,20000,20000,20000,23000,20000,33000,33000,31000,35000,33000,33000,35000,31000,34000,34000,33000,35000,33000,31000,36000,32000,31000,33000,31000,835000
140,25000,20000,20000,20000,20000,20000,20000,23000,20000,20000,33000,31000,30000,32000,31000,30000,32000,30000,31000,31000,31000,32000,31000,31000,31000,31000,30000,31000,30000,797000
141,25000,20000,20000,20000,20000,20000,22000,21000,20000,20000,29000,29000,29000,29000,29000,29000,29000,29000,29000,29000,29000,29000,29000,29000,29000,29000,29000,29000,29000,759000
142,25000,20000,20000,20000,20000,21000,21000,21000,20000,20000,27000,27000,27000,27000,27000,27000,27000,27000,27000,27000,27000,27000,27000,27000,27000,27000,27000,27000,27000,721000
143,23000,23000,23000,22000,21000,123000,125000,128000,79000,71000,43000,40000,85000,61000,81000,79000,87000,40000,41000,96000,31000,192000,83000,44000,50000,55000,46000,78000,54000,1924000
144,20000,20000,21000,21000,59000,76000,76000,69000,63000,74000,45000,45000,44000,74000,73000,61000,90000,46000,61000,93000,31000,102000,63000,78000,63000,93000,49000,48000,42000,1700000
145,20000,20000,21000,60000,47000,61000,52000,69000,58000,84000,81000,54000,67000,48000,40000,44000,51000,80000,45000,92000,31000,78000,46000,55000,72000,71000,40000,79000,72000,1638000
146,20000,20000,59000,51000,46000,45000,61000,42000,63000,95000,80000,62000,84000,71000,45000,42000,42000,79000,62000,83000,31000,73000,62000,41000,52000,52000,73000,61000,50000,1647000
147,60000,20000,54000,42000,37000,37000,44000,46000,52000,65000,59000,78000,50000,52000,61000,60000,61000,45000,46000,61000,171000,68000,64000,67000,67000,64000,58000,48000,62000,1699000
148,153000,138000,127000,103000,88000,83000,55000,49000,52000,55000,78000,99000,94000,85000,76000,77000,75000,78000,76000,73000,711000,63000,81000,67000,65000,67000,61000,71000,65000,2965000
149,37000,40000,54000,40000,34000,32000,32000,44000,40000,48000,62000,63000,68000,51000,57000,66000,65000,62000,64000,62000,68000,70000,51000,46000,53000,58000,55000,53000,51000,1526000
150,37000,41000,32000,38000,47000,36000,40000,46000,34000,44000,49000,78000,55000,63000,63000,58000,53000,42000,66000,67000,31000,89000,53000,73000,42000,43000,46000,63000,66000,1495000
151,36000,39000,25000,29000,30000,49000,41000,47000,33000,37000,44000,65000,68000,63000,41000,80000,63000,54000,46000,78000,29000,79000,48000,75000,48000,51000,41000,57000,55000,1451000
152,21000,21000,21000,21000,21000,23000,20000,20000,20000,20000,27000,27000,27000,27000,27000,27000,27000,27000,27000,27000,27000,27000,27000,27000,27000,27000,27000,27000,27000,721000
153,21000,132000,125000,128000,114000,63000,36000,35000,34000,22000,43000,39000,86000,61000,76000,71000,77000,80000,40000,91000,31000,187000,81000,43000,43000,56000,44000,71000,50000,1980000
154,21000,53000,85000,82000,82000,56000,116000,21000,21000,21000,99000,44000,42000,76000,64000,51000,79000,43000,58000,92000,31000,105000,53000,69000,55000,76000,42000,44000,41000,1722000
155,21000,56000,43000,66000,59000,57000,78000,139000,21000,21000,89000,46000,53000,46000,41000,44000,49000,70000,42000,78000,31000,82000,74000,53000,64000,72000,39000,76000,70000,1680000
