node,dir_0,dir_1,dir_2,dir_3,dir_4,dir_5,dir_6,dir_7,dir_8,dir_9,dir_10,dir_11,dir_12,dir_13,dir_14,dir_15,dir_16,dir_17,dir_18,dir_19,dir_20,dir_21,dir_22,dir_23,dir_24,dir_25,dir_26,dir_27,dir_28,dir_29,dir_30,dir_31,dir_32,dir_33,dir_34,dir_35,dir_36,dir_37,dir_38,dir_39,dir_40,dir_41,dir_42,total
1321,110047,116639,113573,128298,106357,114895,117978,119973,105393,112664,116767,101099,113222,111253,95485,109511,105116,89899,99221,101055,99423,100493,100774,87897,89059,85773,93584,89273,81435,94502,81767,80452,83230,82400,84159,84778,80544,78894,76458,89689,80508,79870,81459,4174866
1322,108664,114610,119773,121526,108196,108805,120578,123573,116253,114273,105054,113112,104806,109049,98353,104547,92741,104241,99946,100052,98107,89807,95908,93223,89798,93850,91819,91129,75134,79823,80975,75969,84001,75437,77832,80554,78113,75915,80104,77495,77673,84562,75068,4110448
1323,116380,108472,115261,127941,112899,103803,117919,124029,122209,103121,119016,116489,107536,107635,109492,101025,98997,80947,105452,86402,99895,104892,93989,91811,95993,100046,91822,94445,81589,80496,94579,81158,77357,80025,78393,83123,86922,83395,73349,83232,73733,77453,81906,4174628
1324,107018,115945,133955,123906,108350,121646,116341,109985,116338,109438,114267,111968,116013,117237,108770,106517,98944,87071,108692,107209,101447,99722,88908,89217,92743,91092,91562,95452,88832,87606,90018,77288,81875,84999,85842,83772,88261,84608,80576,78666,88406,75038,85316,4250856
1325,104388,121194,120930,134172,108925,117947,126791,122303,118783,118169,112247,114177,105790,109913,110591,104847,97515,101124,96307,97371,97022,94748,96177,98169,97693,85464,89393,92351,88396,90055,75314,75109,76277,77367,79887,81059,78823,80462,78433,73954,82527,78824,83320,4194308
1326,93345,128529,132388,130778,120817,119545,135221,118285,114724,113175,114440,110812,113632,112988,99742,104218,111295,91722,98569,97981,97178,106604,96771,98157,95065,92313,84177,96815,88078,87196,82378,78254,76912,78384,73255,81220,81790,76486,76538,76821,76111,81995,78461,4223165
1327,83826,144175,117563,123526,122084,117120,125001,124929,118529,97831,111250,110579,118728,106436,100993,103793,101361,110350,92520,102926,91596,103606,94913,90327,85833,97604,82644,90088,91610,94656,82427,78489,82841,79982,78595,88325,76688,77592,71519,81621,81037,82099,71792,4189404
1328,97201,144441,124917,136126,117664,140801,127683,121235,124265,117113,108919,108428,100505,103556,117694,101496,107894,89717,95198,84240,105448,89527,89755,93504,88783,92899,89405,94084,89687,86681,84062,82015,79288,88818,78731,79276,75820,74933,75935,78069,73076,78115,78445,4215449
1329,89704,137815,124528,127362,115259,125834,122497,123883,121314,110584,115829,112558,110414,114377,116401,106732,104781,107533,111815,108380,107870,97112,95160,90684,95658,99213,85271,96444,92771,81755,79583,82110,78100,81622,74640,74436,69817,73511,79234,81354,71262,81519,74053,4250779
1330,96711,118901,108868,121448,117859,114514,125932,113290,125248,114198,126159,115113,113494,113440,99667,96671,93501,93957,94703,99306,95281,94993,87684,87843,88271,90501,81117,87649,85401,78373,82566,80718,87564,92933,76858,80407,80208,79546,82102,78985,71335,85873,75197,4134385
1331,92385,112144,121521,128712,108749,117381,121295,116765,118776,104054,119942,104779,104089,118798,97563,105708,100295,97089,102953,90465,98062,97556,97478,83533,79910,91231,85389,92248,90629,80672,87395,82872,81339,78924,82226,73704,80026,78240,77010,78386,80982,76876,81417,4119568
1332,99833,109603,122128,139356,109284,123404,133988,114321,113393,112377,113542,113475,112797,107772,113108,116710,95246,114764,104323,95463,97253,95654,100450,84039,90344,99412,81951,89361,94362,84981,91365,94220,87083,85830,85355,75309,72829,81408,74143,73968,77233,81050,80492,4242979
1333,93846,108445,117258,131981,109566,126191,109889,119185,117223,102499,124614,111183,118924,108257,112829,108275,94821,109909,110078,107455,103533,99799,102250,95742,87085,87479,90080,90599,83706,97385,78926,85805,87711,81994,79027,77508,70228,78889,72678,75649,85508,81104,70850,4205963
1334,107777,101186,94365,100761,114274,120615,110525,99580,112937,101558,122742,104393,97595,93064,88838,102273,98291,104261,95364,89891,98092,101479,95035,90184,82066,95369,88961,79182,89837,89152,91941,88465,87735,80893,83839,87481,87052,90179,85888,91077,92746,89521,84491,4110955
1335,212586,110142,93559,97855,109116,121812,110874,103288,104758,111744,108498,96927,94407,103273,103208,92906,93999,87763,96336,84047,97489,87982,87046,89569,91225,98415,81406,88692,91785,113619,100145,98513,88980,86286,86251,85525,86638,86850,87027,85144,88042,93195,87710,4224632
1336,121555,109405,111308,111755,123769,105367,112208,100152,119986,106841,105353,99605,101803,109877,96958,103862,98200,89588,90753,101694,94475,99177,92786,92978,87745,88548,95311,88088,93764,85165,89305,90141,90771,90634,91961,88860,89222,80790,89919,91532,90409,87872,89822,4199314
1337,149660,133482,111025,131662,123503,108685,117480,107662,114614,117788,121127,104035,99726,107802,105482,112252,98253,88042,101686,94289,91689,95004,95378,92524,89231,93345,94589,97439,93237,89117,81706,92006,90165,91496,94872,87458,81763,85297,80358,93419,90961,86580,88819,4324708
1338,147162,112967,107926,130920,122540,111958,110575,109995,97000,100461,105432,105481,99639,109425,98202,93843,93185,88368,102652,85844,96077,98598,85264,85018,89095,92256,86162,95060,92070,88974,81836,89005,84372,86781,89020,80452,79966,91245,83412,89041,80995,88657,94451,4161382
1339,110480,111567,108061,109065,121766,114466,116238,107931,117768,108607,105249,107101,98400,115156,92481,99990,110173,101267,104870,91818,94534,96474,84600,83911,85703,89866,98328,87925,93611,87048,83735,86410,84976,89805,77575,77425,83841,84957,75498,80117,85657,76423,80572,4121445
1340,110564,109496,105367,119170,119050,119881,103165,103096,104076,98439,104660,103039,104313,102432,90528,101166,92236,104848,100822,94807,92799,95547,88335,93472,88933,87924,92706,89137,89248,93397,78288,85019,84050,84597,86737,82364,76979,89564,86471,92594,85004,86325,80547,4101192
1341,97653,120261,87797,116408,111040,110564,114778,105270,104374,106259,108869,98236,92868,105827,102651,107299,91754,92128,98136,89526,97019,91590,77272,95204,91762,86370,93276,87427,93420,90094,88729,86275,79712,85399,81500,79410,81602,90241,80962,85631,81867,82339,84054,4052853
1342,100043,108970,115000,120911,107950,109198,115352,114352,106140,113642,109343,101990,98954,104660,103140,98750,101876,104140,96340,90241,98259,93732,86592,97695,89401,91372,91225,93925,91298,78031,93346,85406,86874,82506,87884,82029,80775,82497,86113,86596,88594,83277,81904,4140323
1343,118105,111432,100635,124090,112333,117392,116466,106896,117040,105923,102549,109771,99931,109314,110076,93345,93192,91391,94973,97898,98030,90643,83341,93561,85968,98224,92727,84107,87395,87096,88350,82332,78991,83991,80031,86207,81462,87909,83011,81076,81553,78882,78528,4106167
1344,104530,121921,89081,125646,112110,111813,115252,110783,113881,102340,111239,110387,105441,100383,101495,95174,99837,111522,88192,90828,97453,84972,91658,97154,85320,92711,89028,93479,91392,74860,82129,84647,83980,84313,85726,90283,87934,81013,84802,82971,80569,72033,80092,4100374
1345,85885,129874,97000,106237,114447,119653,123226,115690,117534,102899,104700,105057,105286,109536,95364,96988,95403,84070,92907,94737,98121,93376,89032,92044,89443,79592,87214,91638,92607,81114,84420,92359,86979,75983,90805,82607,90068,92879,80216,84668,88653,78788,82513,4101612
1346,100248,111602,104591,119538,108942,112426,107220,106286,113002,113594,109117,114838,103620,97375,100210,101386,94994,86969,98481,96751,92914,94563,93176,101162,96394,91218,82117,93836,90876,81023,78079,78290,82921,79972,71977,84144,72211,87245,77712,83505,82932,80988,74232,4052677
1347,104417,124308,111935,121134,113002,117934,108954,116772,118551,119456,101948,112266,106895,117763,101133,107733,105190,94697,108873,105653,96180,103236,103106,101273,92941,80189,87473,83915,93825,82514,79466,87458,79434,90687,83606,80117,81617,90281,88654,78522,80655,82120,84471,4230354
1348,110882,108497,94767,120546,112945,116431,124424,123170,119553,101747,117084,101389,112104,111460,106770,94689,97979,101618,96466,100359,102601,97966,93146,98774,95398,85288,91215,85479,89892,83898,86427,88727,81443,86732,83580,82900,84479,77177,85150,81488,78567,76512,81440,4171159
1349,94092,110375,110228,114665,117027,117440,127853,128555,108455,102922,115608,109882,105225,108728,107228,106096,97249,104107,95125,102582,96204,91255,96994,90556,86399,94255,84141,98195,92999,80246,81283,88228,81169,79994,79690,86672,83095,79322,76188,82415,76296,77948,74332,4141318
