node,dir_0,dir_1,dir_2,dir_3,dir_4,dir_5,dir_6,dir_7,dir_8,dir_9,dir_10,dir_11,dir_12,dir_13,dir_14,dir_15,dir_16,total
161,3436,13871,3447,8546,3298,5801,2281,6483,3086,2765,2399,3355,656,1736,1662,3812,447,67081
162,1945,1702,8526,8252,6826,9690,9084,5727,5193,7357,5109,3068,4099,3086,1007,239,1412,82322
163,6633,2929,5058,7476,11117,9628,6040,5936,5079,6307,8503,2455,5134,996,1796,2542,615,88244
164,5495,6458,8365,3378,3643,2184,4578,2427,4232,1860,2051,879,3239,1330,2290,2572,654,55635
165,9546,9895,4350,4455,7001,4826,9364,11138,14121,9074,10130,3016,5422,3193,307,5838,1134,112810
166,1382,4639,6925,7447,9922,6879,4864,5578,5268,5240,3001,3622,2221,3344,1694,1100,2220,75346
167,5119,10033,7641,7048,7253,6605,1840,7163,9008,14648,6791,1246,4492,1258,5565,510,7704,103924
168,14345,8710,3601,12560,6941,10658,7435,7055,11904,8357,9110,3228,3602,4969,3268,5094,2618,123455
169,7700,7222,4001,6174,3217,5781,2413,10068,7072,5816,5812,5213,3574,4671,2982,4105,1464,87285
170,6575,6548,3916,5227,10254,9854,7772,8827,6573,5324,6800,4938,4864,3142,127,7378,397,98516
171,2274,3978,3099,1070,2357,164,1261,1447,2242,1326,3054,2615,3320,1660,246,570,1395,32078
172,1866,270,6597,2898,10317,9247,9147,6324,5499,8962,9163,6550,1684,1240,5668,1344,1223,87999
173,2637,2352,9570,3132,5447,5133,8564,3189,2036,2839,3669,8901,964,2279,4376,1208,2289,68585
174,12110,5302,9452,6002,3337,10784,10523,13833,7535,7649,5912,6218,2872,2178,6158,9639,9009,128513
175,7081,4083,7568,4248,2597,3570,2719,3941,3457,2238,4857,4100,3464,2396,2754,1360,1270,61703
176,9827,7438,7796,13155,7539,6596,6332,5004,6873,11047,8449,7834,2031,1344,4891,2924,1404,110484
177,4124,9634,6941,12019,11546,10526,9834,5869,7121,5668,6624,7272,6302,2671,911,6489,1261,114812
