node,dir_0,dir_1,dir_2,dir_3,dir_4,dir_5,dir_6,dir_7,dir_8,dir_9,dir_10,dir_11,dir_12,dir_13,dir_14,dir_15,dir_16,dir_17,dir_18,dir_19,dir_20,dir_21,dir_22,dir_23,dir_24,total
71,71824,85762,87347,93248,70277,69065,83618,81316,96035,92922,86517,87780,75094,71888,74990,68423,73045,74662,69485,70007,59762,65843,68545,66082,64559,1908096
72,78130,81459,90369,79833,77521,70509,65322,84497,95208,92208,89507,87918,73047,89946,76708,78150,73507,70391,59432,61815,66285,63805,63195,72886,59131,1900779
73,77423,84867,85632,79813,91451,65747,69628,87851,101742,91404,87193,78654,78256,76737,74039,74215,68034,65873,67083,68335,73640,65023,58738,61775,69999,1903152
74,73440,74475,81616,81769,79053,61052,66930,83334,107836,86694,88011,92604,86022,72505,76162,72923,72450,64949,65742,64768,65340,63464,62067,71099,66961,1881266
75,71754,64994,79407,77342,85645,63907,69473,86719,96598,100537,95472,87972,85685,79892,74152,76440,74044,67933,75103,71363,70563,73040,68721,68619,63160,1928535
76,81333,62842,68801,88777,78446,80487,58302,65106,93142,95754,86796,88241,78357,76339,80926,77040,70538,74843,70897,72823,72092,64469,63568,67298,74336,1891553
77,77742,89686,73786,77382,88825,78567,77707,59357,96547,90364,103557,82053,79556,71130,73228,78063,67164,64091,67941,65938,69144,67814,66912,66638,70282,1903474
78,65887,83896,65733,70256,81717,77004,72525,59138,93203,98589,93400,92607,79175,78138,74803,75573,73113,65263,64029,65060,65917,70370,65655,62597,64128,1857776
79,69773,83644,70771,69181,82003,74234,66114,64137,83418,91368,97920,87121,77682,77835,75857,67099,75935,67759,67778,64320,65809,71173,66232,68903,64329,1850395
80,71805,79366,73888,68152,84148,70158,71429,61920,91943,97138,95571,84762,79316,74783,74772,81037,74979,73451,77072,64302,69532,70661,64796,58643,67625,1881249
81,82281,67798,89361,71706,66287,82700,68672,78127,91123,89662,94124,91713,84240,84707,80065,73001,72676,78991,68181,69306,69299,71402,64004,60939,68434,1918799
82,64834,69548,76053,63153,65087,75364,67649,72534,96392,98935,102063,98506,79249,85485,78796,75390,76720,71805,72560,64922,63384,74552,66995,63858,64813,1888647
83,83004,63509,68981,82352,65512,63946,74572,67113,92664,93291,89362,86100,84185,86794,79770,86103,69379,77757,74527,64791,61621,68857,72037,58358,60927,1875512
84,79926,78871,66848,72989,82792,69839,65112,75949,103606,88354,93921,89440,80525,84148,87614,83649,85770,79038,72267,58398,60255,68751,68140,63213,59085,1918500
85,81868,83812,73911,72756,82647,80196,71216,87528,92256,82177,90464,83642,77204,73455,74742,73146,65395,66085,64446,67249,62131,54618,59406,56260,57290,1833900
86,72249,87028,85590,68797,71367,81468,64761,73457,95585,88250,93710,79321,78478,73177,75912,65755,67331,66222,60838,63060,64892,60126,63246,61798,58173,1820591
87,70724,91791,79664,97980,65106,72522,77041,73719,93032,88688,86180,79159,79586,70386,72860,75487,67777,68640,59485,71389,61224,60795,60556,61941,66795,1852527
88,71748,86495,82776,94809,63040,77390,78524,71507,94442,86906,86533,87479,77822,78218,69928,73642,69950,65732,65371,63163,59238,62258,62535,66015,62427,1857948
89,78576,76046,87001,77354,85632,68240,64997,78832,95833,85781,87916,78960,95334,80924,70779,68828,66779,66385,61945,59810,61876,61148,61295,64594,67077,1851942
90,75212,74029,87894,84715,91518,69544,74672,79283,95138,83647,85942,82850,76380,69119,72576,68601,64449,66489,66876,63811,60962,60475,60488,69369,59790,1843829
91,65105,70164,79452,74735,91928,67993,65739,83550,94488,89393,91868,83173,81623,75446,77296,73678,68011,70259,62347,62907,61612,68347,60897,60852,61324,1842187
92,71387,71703,81336,79353,84826,70759,73771,75672,89994,79092,88420,82795,74308,76019,66759,73661,77530,67600,70493,70319,60501,60616,57879,65564,63025,1833382
93,78038,62191,69135,75957,74558,85288,61564,71512,90125,85045,95518,83661,81406,76205,74436,70694,71726,74490,73081,63987,64182,68579,62980,56238,65878,1836474
94,80504,91100,69884,71994,79957,73992,75219,61159,91328,87981,84809,84170,76236,95788,77542,71062,63975,72663,66748,62989,61424,62412,62353,61478,65737,1852504
95,66797,75770,65289,70595,75882,71224,76775,62418,90352,87765,84596,78250,80728,82331,72127,70350,70924,67668,69428,65367,64613,70580,61698,65007,66047,1812581
96,74223,85417,68540,66854,88165,71701,70355,62842,87236,82117,99956,77598,81399,73498,74773,75641,66766,65672,64583,62942,71799,64857,63717,61757,58261,1820669
97,64454,71310,68428,71392,84022,79696,76765,59527,88470,90913,87112,77712,83827,79489,73641,65299,69679,69580,65955,64746,68274,66215,62153,60534,61499,1810692
98,76304,65147,71260,63667,75252,83490,70163,74525,95369,95684,93663,86444,79194,85217,79108,79766,70469,74251,64848,67448,62699,68565,61810,62508,66017,1872868
99,54392,62470,77048,76000,64064,80497,66317,81879,91032,95660,85156,75184,82081,71012,91910,76080,71246,63375,65547,61913,65403,60229,61819,60790,61194,1802298
100,79720,62903,66382,83113,70849,64867,76591,76239,89455,90813,90737,82707,87014,81726,88015,74801,69158,66569,65277,63258,60921,64175,65678,65919,57890,1844777
101,79510,85037,66275,71390,86008,66107,59233,72058,89481,93161,90091,96535,77979,82671,76253,77648,71224,66274,63060,66763,64261,65204,63896,61191,61027,1852337
102,73966,77774,63791,67145,71461,72569,68775,83484,90948,81158,84134,80795,66168,70467,65450,66935,65125,63012,63065,56768,58712,54146,53041,59864,58158,1716911
103,74980,78192,100513,71600,71375,73958,67874,69873,96796,75673,92704,70892,78056,71140,68182,67049,61599,63351,59875,58212,58685,59866,57104,60597,56194,1764340
104,70696,86580,88698,87795,68627,67929,78237,72604,88015,77766,77050,91273,71298,75409,65754,64496,65129,62431,63263,62132,62316,57972,57798,60277,56063,1779608
105,64212,81019,76237,87997,71349,73315,67976,71990,86154,77973,84907,86454,78610,72817,77915,65889,72973,59923,63442,58366,63040,65674,52693,63898,52364,1777187
106,74754,70411,81893,82128,83186,59220,65723,71086,91725,79022,82229,80309,71845,76850,74917,67154,66809,68831,65817,62492,58369,62156,57735,58167,62863,1775691
107,71724,71229,85418,86339,85044,64892,61454,75531,87473,78374,84865,90918,78706,66379,71979,69385,65779,61798,61280,60488,61759,61478,56932,58450,58724,1776398
108,68223,64409,79077,75376,80818,63386,71437,72327,89172,86184,79815,76769,80404,75887,69494,73717,61773,65738,59586,67133,65005,61142,53853,56332,58613,1755670
109,59329,66608,76502,77909,89523,63071,63271,78578,92628,87023,87413,83211,70353,73509,69747,67525,65148,63993,64642,62977,59868,64266,56227,57683,61845,1762849
110,77180,64311,62905,77312,76604,78953,51752,67837,86926,79634,81265,80515,83627,74965,76671,70509,60698,68095,65381,62690,58772,57371,57974,60312,61970,1744229
